"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2017,4,124801302
2017,4,124805763
2017,4,124520853
2017,3,124516183
2017,3,124516184
2017,4,124797775
2017,3,114912640
2017,4,114912669
2017,4,114912742
2017,1,114912759
2017,4,114912770
2017,3,114912813
2017,4,114912837
2017,4,114912855
2017,4,115378586
2017,3,115378660
2017,3,115378657
2017,4,115378694
2017,3,115378724
2017,3,115378763
2017,4,115378804
2017,4,117382117
2017,4,117382155
2017,4,117382209
2017,3,117382255
2017,1,117382296
2017,4,117382330
2017,4,117382365
2017,3,117382396
2017,4,117382428
2017,4,117382458
2017,4,117382496
2017,4,117382510
2017,4,117382527
2017,4,117382531
2017,4,117382551
2017,4,117382574
2017,4,115378567
2017,4,115378589
2017,4,115378664
2017,4,115378727
2017,4,115378752
2017,1,115378775
2017,3,115378785
2017,3,115378813
2017,3,117382193
2017,3,117382197
2017,3,117382223
2017,3,117382222
2017,4,117382280
2017,4,117382344
2017,4,117382449
2017,4,117382448
2017,4,117382563
2017,4,117382567
2017,3,118240734
2017,3,118240736
2017,4,114912645
2017,4,114912666
2017,4,114912693
2017,4,114912717
2017,4,114912756
2017,4,114912780
2017,4,114912777
2017,4,114912821
2017,4,114912639
2017,4,114912681
2017,4,114912710
2017,4,114912726
2017,4,114912781
2017,4,114912779
2017,3,114912809
2017,4,114912875
2017,4,114912899
2017,4,114912911
2017,4,114912632
2017,4,114912685
2017,4,114912707
2017,4,114912765
2017,4,114912791
2017,4,114912807
2017,1,114912869
2017,4,114912888
2017,4,117382139
2017,4,117382141
2017,4,117382234
2017,4,117382250
2017,4,117382363
2017,4,117382436
2017,4,117382459
2017,4,117382511
2017,4,117382526
2017,4,117382545
2017,4,114912638
2017,4,114912658
2017,4,114912678
2017,3,114912716
2017,3,114912718
2017,4,114912778
2017,4,114912845
2017,3,115378620
2017,4,115378644
2017,4,115378661
2017,4,115378675
2017,4,115378690
2017,4,115378740
2017,4,115378780
2017,4,115378799
2017,4,115378823
2017,3,115378564
2017,4,115378652
2017,4,115378676
2017,4,115378700
2017,4,115378710
2017,4,115378789
2017,4,115378798
2017,4,117382170
2017,4,117382304
2017,4,117382318
2017,4,117382386
2017,4,117382445
2017,3,117382490
2017,1,117382490
2017,4,117382500
2017,4,117382549
2017,2,117382152
2017,4,117382201
2017,4,117382264
2017,3,117382259
2017,3,117382260
2017,4,117382319
2017,3,117382410
2017,4,117382503
2017,3,117382560
2017,4,117382577
2017,4,114912867
2017,1,114912887
2017,3,114912628
2017,3,114912657
2017,4,114912764
2017,3,114912772
2017,4,114912788
2017,4,114912795
2017,4,114912860
2017,4,114912884
2017,4,114912896
2017,4,117382143
2017,3,117382217
2017,3,117382214
2017,4,117382266
2017,3,117382302
2017,4,117382333
2017,4,117382327
2017,3,117382378
2017,3,117382393
2017,4,117382409
2017,4,117382444
2017,4,117382460
2017,4,117382478
2017,4,117382502
2017,4,117382555
2017,3,114912832
2017,4,114912909
2017,4,114912668
2017,4,114912798
2017,4,114912806
2017,4,114912853
2017,4,114912865
2017,3,114912873
2017,3,114912872
2017,3,115378577
2017,1,115378597
2017,4,115378645
2017,4,115378646
2017,4,115378666
2017,4,115378686
2017,4,115378729
2017,4,115378738
2017,4,115378767
2017,4,115378816
2017,4,117382248
2017,4,117382278
