53,27
38,58
58,60
24,32
28,28
48,28
24,32
20,37
20,37
25,37
25,37
32,39
20,32
47,53
43,10
21,20
33,32
27,33
25,30
25,32
32,29
57,50
19,24
32,30
26,24
24,34
47,16
21,21
38,10
26,18
29,30
31,26
23,26
69,33
34,43
39,40
43,35
23,41
34,28
13,17
13,13
17,17
17,13
51,33
51,35
51,33
51,35
15,14
47,30
52,30
27,30
56,43
67,23
48,53
23,53
47,47
41,34
47,27
17,17
78,79
38,27
4,41
20,24
20,19
70,28
62,28
83,60
4,8
4,45
42,44
32,20
30,30
30,35
35,30
35,35
37,36
8,35
16,59
69,22
69,22
37,22
37,22
49,22
49,22
37,48
13,31
8,25
12,25
33,37
39,41
64,25
31,22
51,37
20,20
24,25
40,36
37,62
28,26
30,35
17,13
69,13
32,37
36,40
85,18
49,14
14,14
26,25
26,26
55,26
55,24
55,30
21,50
58,42
44,42
20,23
20,25
55,33
26,25
34,25
5,52
35,17
17,19
17,18
24,21
45,26
28,45
27,26
28,22
28,26
21,22
21,26
60,43
18,19
13,21
32,36
40,42
36,20
15,45
54,30
42,15
42,12
40,54
30,30
30,29
29,30
29,29
23,15
33,32
37,28
21,21
36,39
41,40
71,13
45,21
45,19
37,32
50,24
50,38
49,34
32,11
61,58
29,28
52,34
21,20
33,32
32,32
24,20
44,41
47,48
15,52
26,20
43,43
31,24
23,26
36,33
75,39
47,43
35,34
44,21
38,38
46,27
22,25
30,25
30,25
25,29
15,15
53,20
55,55
45,41
45,37
46,41
46,37
33,41
33,37
40,51
28,34
28,47
32,29
23,20
16,21
29,23
29,21
29,24
8,38
52,20
53,53
53,46
53,48
24,52
10,10
21,21
21,21
54,21
54,21
47,42
47,25
66,44
32,35
59,44
59,45
30,31
30,31
29,31
3,11
3,45
27,28
51,35
34,24
44,34
24,24
4,37
30,17
30,15
28,17
28,15
31,23
35,40
21,23
21,23
22,41
33,25
22,22
22,22
22,22
22,22
20,19
31,31
31,61
61,31
61,61
19,17
19,18
35,36
23,25
24,25
24,25
51,47
51,47
35,36
21,23
21,23
33,30
38,16
54,25
47,23
34,28
15,28
34,28
32,25
61,37
38,33
38,24
34,33
34,24
44,34
44,21
44,20
44,23
50,47
14,14
14,14
33,30
48,43
33,22
44,30
43,33
32,41
36,28
23,25
8,9
39,41
23,24
23,24
44,14
22,23
33,40
29,29
29,29
29,29
29,29
52,20
41,18
41,19
51,23
42,44
21,18
59,60
20,20
48,31
61,58
37,20
37,20
35,36
49,53
17,17
13,16
39,30
30,25
45,14
50,50
23,63
45,28
45,26
65,30
45,11
45,12
42,39
27,34
24,22
59,24
24,25
29,31
34,33
46,40
27,26
23,19
57,34
40,17
39,28
20,21
17,17
21,23
9,28
20,40
53,40
32,32
43,25
43,15
38,51
41,21
66,25
47,32
39,32
22,18
22,17
58,18
58,17
52,18
52,17
46,18
46,17
57,18
57,17
26,18
26,17
12,11
27,27
37,28
28,24
52,62
52,62
48,51
45,47
18,20
22,21
18,18
30,37
24,24
33,34
37,29
15,48
63,39
22,17
22,18
21,17
21,18
38,17
38,18
24,17
24,18
60,17
60,18
30,17
30,18
33,17
33,18
46,17
46,18
28,32
42,29
13,13
27,81
17,19
14,48
18,44
15,37
15,39
30,30
32,24
14,38
53,15
18,41
14,35
62,69
18,16
18,19
18,17
25,43
47,38
38,21
38,27
33,31
3,35
27,54
16,19
16,20
68,47
37,30
29,26
36,19
16,32
76,32
43,58
43,30
47,58
47,30
45,58
45,30
67,58
67,30
73,58
73,30
44,58
44,30
51,58
51,30
26,58
26,30
58,58
58,30
59,58
59,30
31,58
31,30
33,33
27,27
29,27
73,49
73,39
30,15
30,17
33,27
14,14
14,14
14,15
25,25
38,34
38,27
63,59
17,21
24,24
16,17
54,17
70,31
22,18
22,18
22,17
33,17
33,17
19,20
17,14
18,54
45,49
14,18
14,18
50,18
21,18
42,39
52,35
53,30
22,25
21,21
32,51
32,27
32,20
45,27
45,20
34,27
34,20
46,27
46,20
22,27
22,20
47,38
47,22
87,27
21,23
58,45
58,39
59,42
59,44
15,15
50,32
50,38
68,43
46,38
21,31
18,20
18,20
18,19
45,30
31,29
47,46
43,49
16,15
28,30
75,33
32,31
54,16
25,27
26,22
43,35
14,15
34,27
44,29
38,17
29,46
31,30
47,40
15,21
9,41
14,42
33,33
20,32
21,39
16,53
60,53
46,16
30,37
38,35
16,35
63,52
33,41
47,17
44,46
27,33
65,44
34,37
46,52
21,19
20,21
20,19
20,21
20,19
20,17
20,19
69,32
53,32
29,37
14,15
24,22
20,17
51,39
30,30
30,32
59,48
25,24
65,26
55,55
45,55
67,55
66,57
25,27
50,14
17,39
37,37
37,38
29,19
29,19
18,17
18,17
36,28
17,17
17,17
12,28
37,15
18,29
18,37
41,30
14,16
16,16
9,34
10,34
41,42
20,20
39,32
27,21
47,25
45,14
27,34
31,35
32,21
30,28
3,37
26,48
49,26
33,40
33,40
25,25
31,40
26,32
48,43
36,18
50,29
27,23
24,30
23,46
30,23
13,24
43,40
53,21
46,21
49,21
47,21
19,20
19,19
19,19
19,19
42,20
42,19
42,19
42,19
28,29
12,12
12,12
54,23
24,23
30,29
49,49
49,64
14,14
14,16
31,34
66,34
23,18
36,23
17,38
17,22
38,21
38,17
42,65
13,36
13,42
41,41
25,44
41,26
41,26
53,26
53,26
44,26
44,26
57,20
57,29
57,43
35,36
5,10
5,29
29,48
84,37
35,20
35,20
36,20
36,20
30,20
30,20
16,20
16,20
44,20
44,20
40,40
56,20
40,20
44,18
20,25
44,41
33,32
58,21
58,17
22,40
37,26
20,20
41,15
41,18
41,17
18,42
24,25
29,17
61,24
46,33
27,17
57,17
17,17
27,28
28,26
28,24
28,24
77,53
77,44
37,14
40,37
40,31
23,45
36,22
40,39
12,39
15,14
17,14
54,55
25,26
37,18
22,22
27,27
50,39
43,44
31,35
48,51
37,30
13,13
54,27
7,21
37,29
45,34
3,43
20,40
50,29
78,55
58,55
41,49
54,35
22,22
17,24
63,44
30,35
25,27
48,27
55,21
13,23
2,24
3,24
37,28
20,45
34,29
22,28
37,36
41,50
37,21
37,23
31,23
30,28
54,28
32,25
24,41
53,22
44,20
37,36
48,16
28,16
49,30
26,21
22,26
21,21
42,40
36,28
43,49
25,45
28,32
46,38
34,34
46,27
19,21
19,19
21,21
21,19
18,19
18,19
34,28
53,33
30,50
25,46
30,31
30,31
26,26
22,27
54,18
54,19
19,22
21,15
50,22
20,17
33,35
33,18
55,29
20,39
48,21
58,34
44,51
57,26
12,14
12,14
37,37
37,38
39,27
28,22
46,44
35,65
35,23
72,41
62,56
34,36
20,21
51,21
35,39
40,17
40,23
40,22
53,22
29,61
50,26
50,50
26,26
26,50
77,43
23,24
23,18
35,29
16,14
16,15
16,16
41,37
39,19
41,50
16,22
11,11
39,46
46,20
48,21
46,32
57,17
45,50
51,57
51,7
37,15
60,32
17,17
21,26
46,17
31,32
49,32
38,48
8,35
38,33
23,42
27,30
54,61
46,40
26,26
26,36
36,26
36,36
17,17
48,20
48,19
16,44
54,30
32,36
67,17
19,17
56,30
48,16
29,42
40,51
25,38
53,16
21,16
46,43
43,49
19,24
11,44
14,20
36,41
49,36
52,55
46,62
19,53
43,32
25,30
25,22
25,24
25,21
27,30
27,22
27,24
27,21
34,30
34,22
34,24
34,21
44,30
44,22
44,24
44,21
56,30
56,22
56,24
56,21
38,30
38,22
38,24
38,21
50,30
50,22
50,24
50,21
35,16
35,19
35,16
35,16
35,16
35,19
35,16
35,16
16,16
16,19
16,16
16,16
73,29
41,46
35,43
13,13
13,14
13,14
15,16
42,32
42,21
42,19
42,42
29,33
44,33
46,12
11,12
25,30
31,33
34,35
46,27
46,27
21,14
6,69
27,37
35,40
46,14
42,48
21,22
62,47
54,17
54,14
54,14
54,13
33,28
26,33
29,30
54,17
54,17
15,15
80,25
80,52
80,21
56,20
34,40
52,20
54,27
33,33
27,24
49,17
54,26
6,25
6,25
55,41
19,18
16,50
49,21
33,32
24,24
16,18
28,28
9,52
10,52
37,47
28,28
67,18
67,46
29,26
31,31
67,31
67,37
52,25
56,27
36,50
43,45
43,42
42,36
46,24
27,32
28,30
28,28
26,22
24,19
27,24
31,59
24,22
65,54
58,35
31,30
31,36
41,31
34,19
