"DATA_YEAR","VICTIM_ID","INJURY_ID"
2017,103411018,5
2017,103412783,5
2017,103412785,4
2017,103413470,4
2017,103413545,4
2017,102108719,4
2017,102108724,4
2017,102109132,4
2017,102109968,4
2017,102110063,5
2017,102111413,5
2017,102111763,5
2017,102111966,4
2017,102112550,5
2017,102114066,5
2017,102114060,5
2017,102114063,5
2017,103153234,5
2017,102115624,5
2017,103153628,5
2017,102119430,1
2017,102121132,4
2017,102121127,4
2017,103153686,5
2017,103153664,5
2017,103153691,5
2017,103153677,5
2017,103153687,5
2017,103154557,5
2017,102126107,5
2017,102126423,5
2017,102128981,5
2017,102129132,5
2017,102129307,5
2017,102130135,5
2017,102130868,5
2017,102130864,5
2017,102131124,5
2017,103155473,5
2017,102132038,5
2017,102132044,5
2017,102132192,5
2017,103157810,5
2017,102132507,5
2017,102132516,5
2017,103158240,5
2017,102132820,5
2017,102133691,5
2017,102133844,5
2017,102135360,5
2017,102135489,4
2017,102135497,4
2017,102136406,4
2017,102136830,5
2017,102137019,4
2017,102272504,4
2017,103160273,4
2017,103160385,4
2017,102282386,4
2017,102283424,4
2017,102283620,5
2017,102284500,5
2017,103160961,5
2017,103161027,5
2017,102285230,5
2017,102285264,5
2017,102285478,4
2017,102285981,4
2017,103162154,4
2017,103163162,4
2017,103163148,4
2017,103163154,4
2017,103166078,5
2017,103166269,4
2017,103166320,5
2017,103166888,5
2017,103167528,5
2017,103168558,5
2017,103168615,4
2017,103169340,5
2017,103169417,5
2017,103169649,5
2017,103169825,5
2017,103173144,4
2017,103173147,4
2017,103173203,4
2017,103173343,5
2017,103174287,5
2017,103174359,5
2017,103174441,5
2017,103174571,4
2017,103174774,5
2017,103174818,5
2017,103175123,5
2017,103175280,5
2017,103175276,4
2017,103175694,5
2017,103176537,5
2017,103178490,6
2017,103178791,5
2017,103179025,5
2017,103179274,4
2017,103181599,5
2017,103182314,5
2017,103182380,4
2017,103182488,4
2017,103182744,4
2017,103182765,4
2017,103182859,4
2017,103184855,5
2017,103185907,5
2017,103186357,5
2017,103188302,5
2017,103189597,4
2017,103198775,5
2017,103199096,5
2017,103200272,5
2017,103200269,5
2017,103201107,4
2017,103201685,5
2017,103201954,4
2017,103202672,4
2017,103202720,5
2017,103203789,5
2017,103204003,4
2017,103204994,5
2017,103205073,4
2017,103205181,6
2017,103205800,4
2017,103205791,4
2017,103208467,1
2017,103208467,4
2017,103209320,5
2017,103209565,4
2017,103209650,4
2017,103209647,4
2017,103210305,4
2017,103210417,4
2017,103210412,4
2017,103210647,4
2017,103214773,5
2017,103215046,4
2017,103215334,4
2017,103215438,4
2017,103215434,4
2017,103215525,5
2017,103217639,5
2017,103217708,5
2017,103218010,4
2017,103223110,4
2017,103223187,5
2017,103223258,4
2017,103223413,5
2017,103224263,5
2017,103225014,5
2017,103226090,5
2017,103227049,5
2017,103227056,5
2017,103227193,5
2017,103227298,4
2017,103227300,4
2017,103227657,5
2017,103227655,5
2017,103228010,4
2017,103228018,5
2017,103228975,4
2017,103231326,5
2017,103231985,5
2017,103232003,5
2017,103233319,5
2017,103234028,5
2017,103234133,5
2017,103234125,4
2017,103234490,5
2017,103236796,5
2017,103236951,5
2017,103237375,5
2017,103237420,4
2017,103238259,4
2017,103238544,5
2017,103238590,5
2017,103241759,5
2017,103242609,4
2017,103242663,5
2017,103242763,4
2017,103242839,4
2017,104117522,5
2017,104119336,5
2017,104119330,5
2017,104119949,4
2017,104120467,4
2017,104120539,4
2017,104131167,4
2017,104135018,4
2017,104136222,4
2017,104136399,5
2017,104136545,5
2017,104138091,4
2017,104139979,5
2017,104141756,6
2017,104141902,4
2017,104144562,5
2017,104145238,5
2017,104145243,5
2017,104145459,4
2017,104147037,4
2017,104147517,5
2017,104147637,5
2017,104148345,4
2017,104149208,4
2017,104149533,5
2017,104151247,5
2017,104151269,5
2017,102152036,5
2017,102152517,5
2017,102152768,4
2017,102152848,5
2017,102152868,6
2017,102153448,4
2017,102153796,4
2017,102154669,5
2017,102155226,5
2017,102155920,5
2017,102156074,4
2017,102158119,4
2017,102159781,5
2017,102164492,7
2017,102164743,5
2017,102165522,5
2017,102168974,4
2017,102170696,5
2017,102171001,5
2017,102172331,4
2017,102174168,5
2017,102174180,5
2017,102174738,4
2017,102174801,4
2017,102174803,4
