"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2017,105531445,1,
2017,104773047,6,
2017,110508982,2,
2017,104808461,5,
2017,104718198,1,
2017,106436594,1,
2017,105487374,4,
2017,110419624,9,
2017,101529649,9,
2017,96643976,1,
2017,104816719,9,
2017,106437886,9,
2017,100861507,1,
2017,97210379,9,
2017,96679165,1,
2017,97217466,9,
2017,100059732,10,
2017,97327526,10,
2017,97330737,10,
2017,106367707,10,
2017,106474239,10,
2017,102105150,6,
2017,102105150,1,
2017,102108243,9,
2017,96668278,1,
2017,96735215,10,
2017,97262913,1,
2017,96637219,1,
2017,103214971,9,
2017,103206397,9,
2017,103215305,10,
2017,103221875,1,
2017,102743724,9,
2017,103205181,10,
2017,96734959,1,
2017,97359760,1,
2017,97343987,1,
2017,97355090,1,
2017,97330538,1,
2017,96683277,2,
2017,103473779,1,
2017,103474621,9,
2017,102728865,1,
2017,103140806,10,
2017,103480591,9,
2017,103464696,1,
2017,103957140,9,
2017,104052300,9,
2017,104148476,1,
2017,104144752,10,
2017,103231089,1,
2017,103187423,9,
2017,97920891,9,
2017,104037481,1,
2017,103460000,10,
2017,103456906,1,
2017,103418899,10,
2017,102790348,6,
2017,103173410,1,
2017,103185352,10,
2017,103080532,10,
2017,103103936,1,
2017,103227281,9,
2017,103973942,1,
2017,104024079,1,
2017,104076995,9,
2017,104107412,1,
2017,104159560,10,
2017,104870834,9,
2017,110453938,10,
2017,110457849,1,
2017,110427330,8,
2017,110412913,1,
2017,110495390,9,
2017,110423333,4,
2017,110439069,3,
2017,110550855,2,
2017,99550899,1,
2017,100807606,1,
2017,100839909,1,
2017,104142011,1,
2017,104142011,9,
2017,99554042,1,
2017,99611274,1,
2017,100052296,1,
2017,100076942,9,
2017,100080279,9,
2017,103238323,9,
2017,103179924,10,
2017,100088983,10,
2017,103121837,10,
2017,100837872,10,
2017,99489715,9,
2017,100860973,9,
2017,104044351,10,
2017,103067339,9,
2017,104171583,10,
2017,105542355,1,
2017,100851303,6,
