N,DATA_YEAR,ARRESTEE_ID,INCIDENT_ID,ARREST_DATE,MULTIPLE_INDICATOR,AGE_NUM,SEX_CODE,ARREST_TYPE_NAME,OFFENSE_NAME,CRIME_AGAINST,OFFENSE_CATEGORY_NAME,OFFENSE_GROUP,RACE_DESC,AGENCY_ID,NIBRS_MONTH_ID,SUBMISSION_DATE,INCIDENT_DATE,INCIDENT_HOUR
1,2017,28723694,97543392,18-OCT-17,N,18,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,506,7923619,20-AUG-18,05-OCT-17,10
2,2017,28723696,97543392,18-OCT-17,N,19,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,506,7923619,20-AUG-18,05-OCT-17,10
3,2017,28723698,97543392,18-OCT-17,N,17,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,506,7923619,20-AUG-18,05-OCT-17,10
4,2017,28431340,96719404,27-NOV-17,N,18,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,Black or African American,728,7956132,20-AUG-18,25-NOV-17,3
5,2017,28252591,96202172,24-OCT-17,C,37,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,675,7924608,20-AUG-18,24-OCT-17,21
6,2017,28252790,96202684,08-OCT-17,N,36,M,Taken INTO Custody,Theft From Coin-Operated Machine or Device,Property,Larceny/Theft Offenses,A,White,692,7924630,20-AUG-18,08-OCT-17,23
7,2017,28252792,96202684,09-OCT-17,N,29,F,Taken INTO Custody,Theft From Coin-Operated Machine or Device,Property,Larceny/Theft Offenses,A,White,692,7924630,20-AUG-18,08-OCT-17,23
8,2017,28938094,98128510,21-MAR-18,N,24,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,769,7975958,20-AUG-18,11-DEC-17,8
9,2017,28938097,98128534,05-FEB-18,N,32,M,Taken INTO Custody,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,769,7956170,20-AUG-18,13-NOV-17,12
10,2017,28527099,96982721,10-DEC-17,N,50,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,604,7974332,20-AUG-18,10-DEC-17,15
11,2017,28527226,96982987,24-DEC-17,N,43,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,604,7974332,20-AUG-18,24-DEC-17,13
12,2017,28527805,96984276,15-DEC-17,N,27,M,On View,Theft of Motor Vehicle Parts or Accessories,Property,Larceny/Theft Offenses,A,White,715,7975109,20-AUG-18,15-DEC-17,20
13,2017,28528391,96985478,09-DEC-17,N,14,F,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,727,7975124,20-AUG-18,09-DEC-17,14
14,2017,28528398,96985478,09-DEC-17,N,10,F,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,727,7975124,20-AUG-18,09-DEC-17,14
15,2017,28528808,96986296,10-DEC-17,N,36,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,730,7975361,20-AUG-18,10-DEC-17,4
16,2017,28532186,96993660,12-DEC-17,N,22,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,728,7956132,20-AUG-18,18-NOV-17,18
17,2017,28532358,96994311,02-DEC-17,N,32,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,728,7975991,20-AUG-18,02-DEC-17,16
18,2017,28533608,96997235,15-DEC-17,N,29,M,On View,Robbery,Property,Robbery,A,Black or African American,728,7975991,20-AUG-18,15-DEC-17,13
19,2017,28533845,96997633,18-DEC-17,N,31,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,728,7975991,20-AUG-18,18-DEC-17,19
20,2017,28534262,96998351,24-DEC-17,N,14,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,728,7975991,20-AUG-18,24-DEC-17,16
21,2017,28926294,98095925,16-MAR-18,C,24,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,512,7923618,20-AUG-18,17-OCT-17,16
22,2017,28928264,98101422,07-JUN-17,N,42,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,560,7609345,20-AUG-18,24-MAY-17,11
23,2017,28430181,96715786,15-NOV-17,N,18,F,Taken INTO Custody,Theft From Building,Property,Larceny/Theft Offenses,A,White,728,7880886,20-AUG-18,12-SEP-17,8
24,2017,28430507,96716767,05-NOV-17,N,39,M,Taken INTO Custody,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,Black or African American,728,7956132,20-AUG-18,05-NOV-17,8
25,2017,28725017,97546511,20-DEC-17,C,27,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,512,7923618,20-AUG-18,18-OCT-17,11
26,2017,28725101,97546862,08-DEC-17,C,22,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,512,8005490,20-AUG-18,08-DEC-17,9
27,2017,28725381,97547904,15-MAR-17,N,28,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,517,7592786,20-AUG-18,15-MAR-17,17
28,2017,28725396,97547958,04-APR-17,N,14,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,517,7609267,20-AUG-18,04-APR-17,13
29,2017,28725441,97548099,20-JUN-17,N,45,F,On View,Impersonation,Property,Fraud Offenses,A,White,517,7663159,20-AUG-18,20-JUN-17,2
30,2017,28725440,97548099,20-JUN-17,N,45,M,On View,Impersonation,Property,Fraud Offenses,A,White,517,7663159,20-AUG-18,20-JUN-17,2
31,2017,28725470,97548199,09-OCT-17,N,53,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,517,7848013,20-AUG-18,29-JUL-17,10
32,2017,28725494,97548273,02-OCT-17,N,29,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,517,8005514,20-AUG-18,02-OCT-17,20
33,2017,28725829,97549312,07-JUN-17,N,28,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,521,7848085,20-AUG-18,07-JUN-17,12
34,2017,28725832,97549312,07-JUN-17,N,32,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,521,7848085,20-AUG-18,07-JUN-17,12
35,2017,28725866,97549412,24-JUN-17,N,13,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,521,7848085,20-AUG-18,24-JUN-17,13
36,2017,28725864,97549412,24-JUN-17,N,11,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,521,7848085,20-AUG-18,24-JUN-17,13
37,2017,28727696,97555357,08-DEC-17,N,27,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,541,8005617,20-AUG-18,08-DEC-17,14
38,2017,28727731,97555518,20-JUL-17,N,15,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,540,8005618,20-AUG-18,19-JUL-17,17
39,2017,28727730,97555518,20-JUL-17,N,16,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,540,8005618,20-AUG-18,19-JUL-17,17
40,2017,28728726,97558485,04-JUL-17,N,39,F,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,551,7848189,20-AUG-18,04-JUL-17,14
41,2017,28729412,97560626,07-JUN-17,C,17,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,557,8005724,20-AUG-18,06-JUN-17,12
42,2017,28729553,97561003,09-AUG-17,N,31,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,557,8005728,20-AUG-18,09-AUG-17,19
43,2017,28729878,97561987,18-JUL-17,N,46,M,On View,Impersonation,Property,Fraud Offenses,A,White,559,7848202,20-AUG-18,18-JUL-17,0
44,2017,28729917,97562115,20-DEC-17,N,47,M,On View,Theft From Building,Property,Larceny/Theft Offenses,A,White,559,8005760,20-AUG-18,20-DEC-17,9
45,2017,28729920,97562115,20-DEC-17,N,48,F,On View,Theft From Building,Property,Larceny/Theft Offenses,A,White,559,8005760,20-AUG-18,20-DEC-17,9
46,2017,28730027,97562321,27-JUL-17,N,24,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,560,7848224,20-AUG-18,24-JUL-17,11
47,2017,28730029,97562321,27-JUL-17,N,48,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,560,7848224,20-AUG-18,24-JUL-17,11
48,2017,28430314,96716122,03-NOV-17,N,37,F,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,728,7924657,20-AUG-18,10-OCT-17,3
49,2017,28929122,98103846,14-MAR-18,N,53,F,Taken INTO Custody,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,575,7880048,20-AUG-18,02-SEP-17,3
50,2017,28248615,96191836,18-OCT-17,N,29,M,Summoned / Cited,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,598,7924447,20-AUG-18,17-OCT-17,18
51,2017,28248611,96191836,18-OCT-17,N,31,M,Summoned / Cited,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,598,7924447,20-AUG-18,17-OCT-17,18
52,2017,28249560,96194908,23-OCT-17,N,36,M,On View,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,Black or African American,608,7924455,20-AUG-18,20-OCT-17,13
53,2017,28249606,96195045,04-OCT-17,N,21,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,617,7924457,20-AUG-18,04-OCT-17,15
54,2017,28249622,96195108,21-OCT-17,N,27,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,617,7924457,20-AUG-18,21-OCT-17,15
55,2017,28249839,96195730,11-OCT-17,N,47,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,609,7512344,20-AUG-18,22-JAN-17,16
56,2017,28250058,96196342,21-OCT-17,M,20,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,609,7924463,20-AUG-18,21-OCT-17,20
57,2017,28250247,96196742,01-OCT-17,N,36,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,604,7880069,20-AUG-18,30-SEP-17,23
58,2017,28250269,96196794,03-OCT-17,N,40,M,Taken INTO Custody,Robbery,Property,Robbery,A,White,604,7924452,20-AUG-18,03-OCT-17,4
59,2017,28250377,96197059,12-OCT-17,N,21,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,604,7924452,20-AUG-18,12-OCT-17,19
60,2017,28731461,97566218,15-JUN-17,N,35,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,563,8005759,20-AUG-18,04-JUN-17,15
61,2017,28731495,97566338,08-JUN-17,N,51,F,On View,Robbery,Property,Robbery,A,Black or African American,563,8005759,20-AUG-18,08-JUN-17,11
62,2017,28731505,97566353,09-JUN-17,N,43,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,563,8005759,20-AUG-18,08-JUN-17,15
63,2017,28731525,97566415,10-JUN-17,N,42,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,563,8005759,20-AUG-18,10-JUN-17,10
64,2017,28731524,97566415,10-JUN-17,N,32,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,563,8005759,20-AUG-18,10-JUN-17,10
65,2017,28731747,97566967,12-JUL-17,N,58,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,563,8005767,20-AUG-18,02-JUL-17,10
66,2017,28731918,97567524,18-JUL-17,N,43,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,563,8005767,20-AUG-18,18-JUL-17,14
67,2017,28731920,97567524,18-JUL-17,N,30,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,563,8005767,20-AUG-18,18-JUL-17,14
68,2017,28732105,97567995,06-SEP-17,N,18,F,On View,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,Black or African American,563,8005767,20-AUG-18,30-JUL-17,15
69,2017,28732492,97569089,29-AUG-17,N,21,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,563,8005766,20-AUG-18,29-AUG-17,12
70,2017,28732517,97569182,02-SEP-17,N,18,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,563,8005766,20-AUG-18,30-AUG-17,19
71,2017,28733189,97571214,03-NOV-17,N,24,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,563,8005769,20-AUG-18,30-OCT-17,17
72,2017,28737772,97584927,13-JUL-17,N,26,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,609,7848653,20-AUG-18,13-JUL-17,15
73,2017,28737785,97584983,21-JUL-17,C,54,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,609,7848653,20-AUG-18,17-JUL-17,16
74,2017,28737824,97585139,15-SEP-17,N,49,M,On View,False Pretenses/Swindle/Confidence Game,Property,Fraud Offenses,A,White,609,7848655,20-AUG-18,02-AUG-17,15
75,2017,28737832,97585155,02-SEP-17,N,29,F,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,609,7848655,20-AUG-18,31-AUG-17,16
76,2017,28737876,97585287,13-SEP-17,N,40,M,On View,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,609,7880075,20-AUG-18,11-SEP-17,17
77,2017,28737913,97585457,26-SEP-17,N,37,F,On View,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,609,7880075,20-AUG-18,26-SEP-17,9
78,2017,28743970,97603431,06-DEC-17,N,16,M,Taken INTO Custody,Stolen Property Offenses,Property,Stolen Property Offenses,A,Black or African American,674,7974693,20-AUG-18,05-DEC-17,21
79,2017,28746553,97610946,09-MAY-17,N,22,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,708,7610592,20-AUG-18,08-MAY-17,8
80,2017,28746950,97611875,16-OCT-17,N,22,F,On View,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,715,7924642,20-AUG-18,16-OCT-17,19
81,2017,26934248,92094143,16-JUL-17,N,33,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,749,7688769,17-AUG-18,16-JUL-17,NA
82,2017,26934249,92094143,16-JUL-17,N,35,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,749,7688769,17-AUG-18,16-JUL-17,NA
83,2017,27842227,95011576,16-JUL-17,N,32,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,510,7688260,20-AUG-18,16-JUL-17,12
84,2017,27842229,95011576,16-JUL-17,N,31,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,510,7688260,20-AUG-18,16-JUL-17,12
85,2017,27842252,95011662,02-AUG-17,N,49,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,510,7847982,20-AUG-18,02-AUG-17,13
86,2017,27842812,95012793,03-AUG-17,C,39,M,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,Unknown,512,7688252,20-AUG-18,06-JUL-17,11
87,2017,27842813,95012793,03-AUG-17,C,36,M,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,512,7688252,20-AUG-18,06-JUL-17,11
88,2017,27842833,95012853,13-AUG-17,C,38,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,512,7688252,20-AUG-18,14-JUL-17,18
89,2017,27842878,95013004,13-AUG-17,C,40,M,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,512,7847987,20-AUG-18,02-AUG-17,8
90,2017,27842944,95013201,07-AUG-17,C,16,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,512,7847987,20-AUG-18,07-AUG-17,0
91,2017,27842945,95013201,07-AUG-17,C,15,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,512,7847987,20-AUG-18,07-AUG-17,0
92,2017,27843086,95013498,15-AUG-17,C,34,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,512,7847987,20-AUG-18,15-AUG-17,10
93,2017,27851942,95036212,01-AUG-17,N,19,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,603,7848636,20-AUG-18,16-JUL-17,NA
94,2017,27852045,95036461,04-AUG-17,N,54,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,603,7848636,20-AUG-18,28-JUL-17,NA
95,2017,27853529,95040378,28-AUG-17,N,18,M,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,591,7848560,20-AUG-18,28-AUG-17,10
96,2017,28018730,95533908,23-SEP-17,N,30,M,Taken INTO Custody,Robbery,Property,Robbery,A,Black or African American,591,7880047,20-AUG-18,22-SEP-17,12
97,2017,28018729,95533908,22-SEP-17,N,26,M,Taken INTO Custody,Robbery,Property,Robbery,A,Black or African American,591,7880047,20-AUG-18,22-SEP-17,12
98,2017,27846922,95023561,07-JUL-17,N,17,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,574,7848270,20-AUG-18,06-JUL-17,23
99,2017,27846918,95023561,07-JUL-17,N,16,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,574,7848270,20-AUG-18,06-JUL-17,23
100,2017,27847599,95025415,01-AUG-17,N,30,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,579,7848290,20-AUG-18,01-AUG-17,21
101,2017,27849898,95030656,01-JUL-17,N,27,M,Taken INTO Custody,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,Black or African American,575,7848300,20-AUG-18,13-JUN-17,2
102,2017,27849904,95030656,04-JUL-17,N,25,F,Taken INTO Custody,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,Black or African American,575,7848300,20-AUG-18,13-JUN-17,2
103,2017,27849977,95030828,03-JUL-17,N,55,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,575,7848301,20-AUG-18,03-JUL-17,16
104,2017,27850018,95031012,11-JUL-17,N,55,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,575,7848301,20-AUG-18,11-JUL-17,17
105,2017,27850038,95031130,15-JUL-17,N,22,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,575,7848301,20-AUG-18,15-JUL-17,15
106,2017,27844196,95016209,30-AUG-17,N,27,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,526,7848093,20-AUG-18,30-AUG-17,NA
107,2017,28023975,95547212,01-SEP-17,N,35,F,Taken INTO Custody,Theft From Building,Property,Larceny/Theft Offenses,A,White,729,7667499,20-AUG-18,30-JUN-17,16
108,2017,28025498,95551803,02-SEP-17,N,25,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,769,7881000,20-AUG-18,02-SEP-17,17
109,2017,28025690,95552372,21-SEP-17,N,18,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,773,7881004,20-AUG-18,19-SEP-17,9
110,2017,27857937,95050702,07-AUG-17,N,17,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,670,7848911,20-AUG-18,07-AUG-17,13
111,2017,27857939,95050702,07-AUG-17,N,15,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,670,7848911,20-AUG-18,07-AUG-17,13
112,2017,27857940,95050702,07-AUG-17,N,16,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,670,7848911,20-AUG-18,07-AUG-17,13
113,2017,27851165,95034293,14-JUL-17,N,28,F,Taken INTO Custody,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,590,7848589,20-AUG-18,14-JUL-17,21
114,2017,27853143,95039370,01-AUG-17,N,18,F,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,Black or African American,591,7848560,20-AUG-18,01-AUG-17,10
115,2017,27853142,95039370,01-AUG-17,N,23,M,Taken INTO Custody,Stolen Property Offenses,Property,Stolen Property Offenses,A,Black or African American,591,7848560,20-AUG-18,01-AUG-17,10
116,2017,27853403,95040033,18-AUG-17,N,40,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,591,7848560,20-AUG-18,18-AUG-17,21
117,2017,27853715,95040738,03-AUG-17,N,19,M,Summoned / Cited,Credit Card/Automated Teller Machine Fraud,Property,Fraud Offenses,A,White,609,7848655,20-AUG-18,03-AUG-17,17
118,2017,27853738,95040795,06-AUG-17,N,41,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,Native Hawaiian or Other Pacific Islander,609,7848655,20-AUG-18,06-AUG-17,15
119,2017,27853896,95041226,27-AUG-17,N,27,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,609,7848655,20-AUG-18,27-AUG-17,17
120,2017,27854602,95042339,08-MAY-17,N,24,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,604,7574384,20-AUG-18,25-MAR-17,22
121,2017,27854928,95042927,08-AUG-17,N,42,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,604,7848593,20-AUG-18,08-AUG-17,18
122,2017,27855017,95043105,15-AUG-17,N,20,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,604,7848593,20-AUG-18,15-AUG-17,20
123,2017,27856882,95047793,05-AUG-17,N,48,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,648,7848857,20-AUG-18,05-AUG-17,11
124,2017,27858466,95052246,04-FEB-17,N,39,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,675,7528645,20-AUG-18,08-JAN-17,17
125,2017,27858707,95052933,06-JUN-17,C,24,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,675,7848958,20-AUG-18,06-JUN-17,12
126,2017,27858704,95052933,06-JUN-17,C,25,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,675,7848958,20-AUG-18,06-JUN-17,12
127,2017,27860303,95057168,27-APR-17,N,32,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,673,7668500,20-AUG-18,27-APR-17,11
128,2017,27860843,95059184,12-JUL-17,N,37,M,On View,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,Black or African American,673,7848920,20-AUG-18,12-JUL-17,12
129,2017,27864626,95069486,04-AUG-17,N,14,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,727,7849186,20-AUG-18,03-AUG-17,14
130,2017,27867161,95076551,13-JUN-17,N,22,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,729,7667499,20-AUG-18,13-JUN-17,19
131,2017,27867361,95077154,01-AUG-17,N,26,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,729,7849201,20-AUG-18,01-AUG-17,18
132,2017,27843124,95013650,19-AUG-17,C,19,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,512,7847987,20-AUG-18,19-AUG-17,14
133,2017,27861056,95059828,06-AUG-17,N,17,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,673,7848921,20-AUG-18,06-AUG-17,3
134,2017,27861983,95062485,01-JUL-17,N,20,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,699,7848997,20-AUG-18,01-JUL-17,19
135,2017,27862643,95063795,31-AUG-17,N,23,M,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,721,7849163,20-AUG-18,30-AUG-17,13
136,2017,27862687,95063924,06-FEB-17,N,31,F,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,715,7849162,20-AUG-18,05-FEB-17,23
137,2017,27862929,95064785,02-AUG-17,N,56,F,On View,Theft From Building,Property,Larceny/Theft Offenses,A,White,715,7849172,20-AUG-18,02-AUG-17,0
138,2017,27863047,95065281,16-AUG-17,M,19,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,716,7849184,20-AUG-18,09-AUG-17,22
139,2017,27863546,95066375,26-JUL-17,N,42,M,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,726,7667515,20-AUG-18,05-JUN-17,8
140,2017,28926367,98096081,28-FEB-18,C,27,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,512,8005490,20-AUG-18,10-DEC-17,16
141,2017,28789303,97717193,05-OCT-17,N,64,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,784,8019257,20-AUG-18,05-OCT-17,2
142,2017,28789728,97718245,13-FEB-18,N,25,F,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,Black or African American,728,7956132,20-AUG-18,08-NOV-17,8
143,2017,28791472,97723212,01-FEB-18,N,21,F,Taken INTO Custody,Theft From Building,Property,Larceny/Theft Offenses,A,Black or African American,749,7849412,20-AUG-18,16-AUG-17,NA
144,2017,28935516,98121942,23-JAN-17,N,23,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,729,7515616,20-AUG-18,23-JAN-17,16
145,2017,28935537,98121964,05-MAR-17,N,32,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,729,7552573,20-AUG-18,05-MAR-17,15
146,2017,28933947,98118325,09-JAN-17,N,24,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,705,7512404,20-AUG-18,09-JAN-17,13
147,2017,28252150,96201086,16-OCT-17,N,37,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,671,7924583,20-AUG-18,16-OCT-17,18
148,2017,28748186,97615127,16-APR-17,N,31,F,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,Black or African American,729,7594475,20-AUG-18,16-APR-17,17
149,2017,28748193,97615152,12-JUN-17,N,26,F,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,729,7610617,20-AUG-18,18-MAY-17,8
150,2017,28749203,97618297,27-NOV-17,N,23,M,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,Black or African American,726,7957315,20-AUG-18,27-NOV-17,17
151,2017,28749251,97618469,04-DEC-17,N,37,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,726,8008132,20-AUG-18,02-DEC-17,16
152,2017,28749469,97619109,19-DEC-17,N,39,F,Taken INTO Custody,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,726,8008132,20-AUG-18,19-DEC-17,15
153,2017,28749475,97619113,20-DEC-17,N,32,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,726,8008132,20-AUG-18,19-DEC-17,12
154,2017,28750984,97623604,19-DEC-17,N,28,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,742,7975138,20-AUG-18,19-DEC-17,17
155,2017,28751539,97625403,24-JAN-18,N,22,M,Taken INTO Custody,Theft From Building,Property,Larceny/Theft Offenses,A,Black or African American,728,7667504,20-AUG-18,26-JUN-17,0
