N,DATA_YEAR,ARRESTEE_ID,INCIDENT_ID,ARREST_DATE,MULTIPLE_INDICATOR,AGE_NUM,SEX_CODE,ARREST_TYPE_NAME,OFFENSE_NAME,CRIME_AGAINST,OFFENSE_CATEGORY_NAME,OFFENSE_GROUP,RACE_DESC,AGENCY_ID,NIBRS_MONTH_ID,SUBMISSION_DATE,INCIDENT_DATE,INCIDENT_HOUR
1673,2017,26922023,92067393,04-OCT-17,N,37,M,Taken INTO Custody,Theft From Building,Property,Larceny/Theft Offenses,A,Black or African American,9717,7687785,17-AUG-18,03-OCT-17,19
1674,2017,27217611,92979408,08-NOV-17,N,32,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9735,7740507,17-AUG-18,07-NOV-17,14
1675,2017,27217676,92979529,22-NOV-17,N,37,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9735,7740507,17-AUG-18,22-NOV-17,16
1676,2017,26944460,92128238,31-AUG-17,N,41,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,10161,7633127,17-AUG-18,31-AUG-17,15
1677,2017,26944710,92129419,02-SEP-17,M,66,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,10161,7659990,17-AUG-18,02-SEP-17,19
1678,2017,26922717,92068366,07-SEP-17,N,55,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9735,7688070,17-AUG-18,07-SEP-17,18
1679,2017,26922758,92068415,28-SEP-17,N,36,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9735,7688070,17-AUG-18,10-SEP-17,14
1680,2017,26922745,92068415,28-SEP-17,N,28,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9735,7688070,17-AUG-18,10-SEP-17,14
1681,2017,26922862,92068583,20-SEP-17,N,20,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,9735,7688070,17-AUG-18,15-SEP-17,8
1682,2017,27217574,92979335,03-SEP-17,N,27,F,Taken INTO Custody,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,9735,7688070,17-AUG-18,03-SEP-17,9
1683,2017,27217579,92979335,03-SEP-17,N,35,M,Taken INTO Custody,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,9735,7688070,17-AUG-18,03-SEP-17,9
1684,2017,27217663,92979510,18-NOV-17,N,19,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9735,7740507,17-AUG-18,18-NOV-17,10
1685,2017,27217660,92979510,18-NOV-17,N,16,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,Unknown,9735,7740507,17-AUG-18,18-NOV-17,10
1686,2017,27217665,92979518,18-NOV-17,N,18,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9735,7740507,17-AUG-18,18-NOV-17,20
1687,2017,27217667,92979522,18-NOV-17,N,31,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9735,7740507,17-AUG-18,18-NOV-17,14
1688,2017,27217671,92979522,18-NOV-17,N,29,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9735,7740507,17-AUG-18,18-NOV-17,14
1689,2017,27217690,92979557,29-NOV-17,N,21,F,Taken INTO Custody,Theft From Building,Property,Larceny/Theft Offenses,A,White,9735,7740507,17-AUG-18,29-NOV-17,0
1690,2017,27228905,93011304,06-SEP-17,N,29,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7659990,17-AUG-18,06-SEP-17,19
1691,2017,26694678,91359631,15-AUG-17,N,19,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7659625,17-AUG-18,15-AUG-17,18
1692,2017,26691199,91349932,11-JUL-17,M,18,M,On View,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,9598,7606178,17-AUG-18,11-JUL-17,0
1693,2017,26691193,91349932,11-JUL-17,M,15,F,On View,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,9598,7606178,17-AUG-18,11-JUL-17,0
1694,2017,26691188,91349932,11-JUL-17,M,16,F,On View,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,Black or African American,9598,7606178,17-AUG-18,11-JUL-17,0
1695,2017,26691197,91349932,11-JUL-17,M,17,F,On View,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,9598,7606178,17-AUG-18,11-JUL-17,0
1696,2017,26691945,91352067,30-AUG-17,N,25,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9735,7659514,17-AUG-18,30-AUG-17,5
1697,2017,26692221,91352942,06-JUL-17,C,35,M,On View,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,9851,7606187,17-AUG-18,06-JUL-17,6
1698,2017,26692222,91352942,06-JUL-17,C,30,F,On View,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,9851,7606187,17-AUG-18,06-JUL-17,6
1699,2017,26692602,91354219,15-AUG-17,N,27,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7659554,17-AUG-18,09-AUG-17,16
1700,2017,26692872,91355115,24-AUG-17,N,25,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9739,7659554,17-AUG-18,24-AUG-17,15
1701,2017,26692904,91355242,28-AUG-17,N,20,F,Taken INTO Custody,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,9739,7659554,17-AUG-18,28-AUG-17,12
1702,2017,26693024,91355624,07-AUG-17,C,17,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9964,7659605,17-AUG-18,06-AUG-17,22
1703,2017,26692140,91352674,13-AUG-17,N,24,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,9809,7606186,17-AUG-18,05-JUN-17,8
1704,2017,26692505,91353828,02-AUG-17,N,39,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7659554,17-AUG-18,02-AUG-17,18
1705,2017,26692506,91353828,02-AUG-17,N,43,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7659554,17-AUG-18,02-AUG-17,18
1706,2017,26692703,91354553,13-AUG-17,N,17,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7659554,17-AUG-18,13-AUG-17,16
1707,2017,26692705,91354553,13-AUG-17,N,18,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7659554,17-AUG-18,13-AUG-17,16
1708,2017,26693265,91356401,11-AUG-17,N,23,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9962,7659606,17-AUG-18,11-AUG-17,15
1709,2017,26693578,91357495,10-APR-17,N,41,M,On View,Pocket-picking,Property,Larceny/Theft Offenses,A,Black or African American,10043,7659608,17-AUG-18,24-FEB-17,12
1710,2017,26377849,90434955,12-JUN-17,N,40,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,9963,7590966,17-AUG-18,12-JUN-17,15
1711,2017,26377875,90435005,16-JUN-17,N,24,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7590966,17-AUG-18,16-JUN-17,19
1712,2017,26382119,90446230,23-FEB-17,N,33,M,Taken INTO Custody,Robbery,Property,Robbery,A,Black or African American,10161,7494133,17-AUG-18,08-FEB-17,21
1713,2017,26385606,90457920,04-JUN-17,N,23,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7589915,17-AUG-18,04-JUN-17,1
1714,2017,26385910,90459214,07-JUN-17,N,43,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,10161,7589915,17-AUG-18,07-JUN-17,15
1715,2017,26386311,90460456,12-JUN-17,N,16,M,Summoned / Cited,Embezzlement,Property,Embezzlement,A,Black or African American,10161,7524031,17-AUG-18,31-MAR-17,0
1716,2017,26702765,91381559,10-JUL-17,C,66,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,10161,7606864,17-AUG-18,06-JUL-17,12
1717,2017,26704558,91385137,26-JUL-17,N,45,F,Taken INTO Custody,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Asian,10161,7606864,17-AUG-18,25-JUL-17,13
1718,2017,26704993,91386448,27-JUL-17,N,16,M,Summoned / Cited,Embezzlement,Property,Embezzlement,A,Black or African American,10161,7606864,17-AUG-18,27-JUL-17,21
1719,2017,26705591,91387990,31-JUL-17,N,33,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7606864,17-AUG-18,31-JUL-17,12
1720,2017,26705091,91386688,28-JUL-17,C,22,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7606864,17-AUG-18,28-JUL-17,16
1721,2017,26705087,91386688,28-JUL-17,C,23,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7606864,17-AUG-18,28-JUL-17,16
1722,2017,26693114,91355879,18-APR-17,N,18,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9962,7493337,17-AUG-18,12-JAN-17,16
1723,2017,26693124,91355928,12-JUN-17,N,29,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9962,7553617,17-AUG-18,29-MAR-17,18
1724,2017,26694223,91358617,12-JUL-17,N,24,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,9963,7469566,17-AUG-18,27-JAN-17,15
1725,2017,26694225,91358617,15-AUG-17,N,22,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,9963,7469566,17-AUG-18,27-JAN-17,15
1726,2017,27220568,92986556,05-MAY-17,N,28,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7525482,17-AUG-18,09-MAR-17,20
1727,2017,26694689,91359661,17-AUG-17,N,38,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7659625,17-AUG-18,17-AUG-17,13
1728,2017,27220591,92986580,06-APR-17,N,17,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7556566,17-AUG-18,06-APR-17,15
1729,2017,27220596,92986580,06-APR-17,N,17,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,9963,7556566,17-AUG-18,06-APR-17,15
1730,2017,26699233,91372888,30-JUN-17,C,54,M,Taken INTO Custody,Negligent Manslaughter,Person,Homicide Offenses,A,White,10161,7494133,17-AUG-18,11-FEB-17,3
1731,2017,26699800,91374318,25-JUN-17,N,26,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7554121,17-AUG-18,08-APR-17,7
1732,2017,26700743,91376842,09-JUN-17,N,48,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7576189,17-AUG-18,12-MAY-17,18
1733,2017,26700860,91377116,24-MAY-17,N,36,F,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,10161,7576189,17-AUG-18,24-MAY-17,22
1734,2017,26701806,91379712,22-JUN-17,N,29,F,Taken INTO Custody,Murder and Nonnegligent Manslaughter,Person,Homicide Offenses,A,Black or African American,10161,7589915,17-AUG-18,13-JUN-17,7
1735,2017,26703702,91383172,21-JUL-17,C,36,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,10161,7606864,17-AUG-18,20-JUL-17,19
1736,2017,26705407,91387446,30-JUL-17,N,11,F,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,10161,7606864,17-AUG-18,30-JUL-17,19
1737,2017,26705594,91387995,01-AUG-17,C,43,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7633127,17-AUG-18,01-AUG-17,0
1738,2017,26705622,91388081,31-JUL-17,N,15,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7606864,17-AUG-18,31-JUL-17,17
1739,2017,26705699,91388265,01-AUG-17,N,42,M,On View,Theft From Building,Property,Larceny/Theft Offenses,A,White,10161,7633127,17-AUG-18,01-AUG-17,14
1740,2017,26705774,91388462,01-AUG-17,N,21,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,10161,7633127,17-AUG-18,01-AUG-17,21
1741,2017,26706199,91389650,05-AUG-17,N,16,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7633127,17-AUG-18,04-AUG-17,18
1742,2017,26706783,91391618,12-AUG-17,C,23,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7633127,17-AUG-18,12-AUG-17,16
1743,2017,26707135,91393206,17-AUG-17,C,37,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7633127,17-AUG-18,17-AUG-17,15
1744,2017,27220809,92986840,17-AUG-17,N,31,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9963,7659625,17-AUG-18,17-AUG-17,23
1745,2017,26046810,89494393,22-MAR-17,N,29,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9739,7553615,17-AUG-18,22-MAR-17,18
1746,2017,26046915,89494675,29-MAR-17,N,20,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7553615,17-AUG-18,29-MAR-17,14
1747,2017,26046926,89494694,29-MAR-17,N,27,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7553615,17-AUG-18,29-MAR-17,19
1748,2017,26046927,89494694,29-MAR-17,N,24,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7553615,17-AUG-18,29-MAR-17,19
1749,2017,26047236,89495641,09-MAR-17,N,55,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9962,7553617,17-AUG-18,09-MAR-17,7
1750,2017,26047936,89497373,14-FEB-17,N,35,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7495709,17-AUG-18,14-FEB-17,20
1751,2017,26699594,91373846,12-JUL-17,N,36,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,Black or African American,10161,7524031,17-AUG-18,25-MAR-17,12
1752,2017,26702150,91380375,19-JUN-17,M,48,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,10161,7589915,17-AUG-18,19-JUN-17,11
1753,2017,26702534,91381135,01-JUL-17,C,20,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,10161,7606864,17-AUG-18,01-JUL-17,23
1754,2017,26705276,91387150,29-JUL-17,C,33,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7606864,17-AUG-18,29-JUL-17,19
1755,2017,26705572,91387864,31-JUL-17,N,37,M,On View,Robbery,Property,Robbery,A,Black or African American,10161,7606864,17-AUG-18,31-JUL-17,7
1756,2017,26707078,91392919,16-AUG-17,M,17,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7633127,17-AUG-18,16-AUG-17,13
1757,2017,26707079,91392919,16-AUG-17,N,17,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7633127,17-AUG-18,16-AUG-17,13
1758,2017,26707305,91393718,22-AUG-17,N,52,F,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,10161,7633127,17-AUG-18,19-AUG-17,0
1759,2017,26707264,91393578,18-AUG-17,C,33,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7633127,17-AUG-18,18-AUG-17,16
1760,2017,26707763,91395344,23-AUG-17,C,20,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,10161,7633127,17-AUG-18,23-AUG-17,17
1761,2017,26707761,91395344,23-AUG-17,C,19,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,10161,7633127,17-AUG-18,23-AUG-17,17
1762,2017,26375989,90430216,27-JUN-17,N,25,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7606192,17-AUG-18,13-JUN-17,11
1763,2017,26376066,90430573,18-JUN-17,N,32,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9739,7606192,17-AUG-18,18-JUN-17,18
1764,2017,26377781,90434792,05-JUN-17,N,33,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7590966,17-AUG-18,05-JUN-17,17
1765,2017,26929092,92080150,12-SEP-17,N,37,M,On View,Theft From Building,Property,Larceny/Theft Offenses,A,White,10043,7659611,17-AUG-18,09-AUG-17,14
1766,2017,26930112,92082283,29-MAY-17,N,52,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7578236,17-AUG-18,29-MAY-17,20
1767,2017,26942127,92119831,10-AUG-17,N,66,M,On View,Theft From Building,Property,Larceny/Theft Offenses,A,Black or African American,10161,7633127,17-AUG-18,09-AUG-17,21
1768,2017,26942136,92119848,11-AUG-17,N,37,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7633127,17-AUG-18,10-AUG-17,23
1769,2017,27216899,92977608,19-NOV-17,C,17,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9542,7740498,17-AUG-18,06-NOV-17,23
1770,2017,27216897,92977608,17-NOV-17,N,32,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9542,7740498,17-AUG-18,06-NOV-17,23
1771,2017,27753954,94774497,02-JUN-17,N,25,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,10043,7606196,20-AUG-18,02-JUN-17,12
1772,2017,27225608,93002636,07-MAY-17,M,20,F,Taken INTO Custody,Robbery,Property,Robbery,A,Black or African American,10161,7554121,17-AUG-18,08-APR-17,17
1773,2017,26944455,92128227,05-SEP-17,C,30,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7633127,17-AUG-18,23-AUG-17,6
1774,2017,26944456,92128227,05-SEP-17,C,29,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7633127,17-AUG-18,23-AUG-17,6
1775,2017,26944775,92129734,12-SEP-17,C,32,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,Black or African American,10161,7659990,17-AUG-18,04-SEP-17,2
1776,2017,26945097,92131223,09-SEP-17,C,12,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7659990,17-AUG-18,09-SEP-17,21
1777,2017,27763855,94801925,02-NOV-17,C,16,M,Taken INTO Custody,Robbery,Property,Robbery,A,Black or African American,10161,7606864,20-AUG-18,06-JUL-17,4
1778,2017,26928633,92079082,08-SEP-17,N,18,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,10040,7659610,17-AUG-18,08-SEP-17,16
1779,2017,26928634,92079082,08-SEP-17,C,23,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,10040,7659610,17-AUG-18,08-SEP-17,16
1780,2017,26940484,92114513,11-FEB-17,N,25,M,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,Black or African American,10161,7494133,17-AUG-18,11-FEB-17,13
1781,2017,26942034,92119469,04-AUG-17,N,24,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7633127,17-AUG-18,04-AUG-17,12
1782,2017,27095396,92587082,04-OCT-17,N,46,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7714632,17-AUG-18,04-OCT-17,10
1783,2017,27095777,92589059,23-SEP-17,N,22,M,On View,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,10043,7659612,17-AUG-18,23-SEP-17,11
1784,2017,27095792,92589086,24-SEP-17,N,36,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,10043,7659612,17-AUG-18,24-SEP-17,20
1785,2017,27113198,92650026,11-OCT-17,N,37,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,10161,7689806,17-AUG-18,11-OCT-17,17
1786,2017,27113534,92651620,18-OCT-17,N,23,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7689806,17-AUG-18,10-OCT-17,18
1787,2017,27112996,92648987,07-OCT-17,N,32,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,10161,7689806,17-AUG-18,07-OCT-17,16
1788,2017,27113075,92649431,09-OCT-17,N,24,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7689806,17-AUG-18,09-OCT-17,13
1789,2017,27113979,92653215,11-OCT-17,C,13,M,Summoned / Cited,Credit Card/Automated Teller Machine Fraud,Property,Fraud Offenses,A,Black or African American,10161,7689806,17-AUG-18,11-OCT-17,11
1790,2017,27113984,92653215,11-OCT-17,C,12,M,Summoned / Cited,Credit Card/Automated Teller Machine Fraud,Property,Fraud Offenses,A,Black or African American,10161,7689806,17-AUG-18,11-OCT-17,11
1791,2017,27114015,92653327,26-OCT-17,N,40,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7689806,17-AUG-18,26-OCT-17,16
1792,2017,27220660,92986659,05-JUL-17,N,29,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,9963,7590966,17-AUG-18,19-JUN-17,17
1793,2017,27221064,92987399,09-NOV-17,N,38,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7740609,17-AUG-18,09-NOV-17,17
1794,2017,27226356,93004899,24-JUL-17,N,40,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7606864,17-AUG-18,18-JUL-17,13
1795,2017,27227439,93007203,23-AUG-17,N,17,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7606864,17-AUG-18,26-JUL-17,18
1796,2017,26925076,92072122,21-SEP-17,C,33,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9851,7606185,17-AUG-18,27-JUN-17,15
1797,2017,26926335,92074554,19-SEP-17,N,39,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7688086,17-AUG-18,19-SEP-17,20
1798,2017,26942869,92122764,22-AUG-17,C,22,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7633127,17-AUG-18,22-AUG-17,22
1799,2017,26944782,92129833,04-SEP-17,N,20,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7659990,17-AUG-18,04-SEP-17,14
1800,2017,26944902,92130430,06-SEP-17,C,23,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,10161,7659990,17-AUG-18,06-SEP-17,19
1801,2017,26945133,92131289,10-SEP-17,N,50,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,10161,7659990,17-AUG-18,10-SEP-17,2
1802,2017,26945467,92132912,16-SEP-17,N,18,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7659990,17-AUG-18,16-SEP-17,13
1803,2017,26925080,92072123,17-SEP-17,C,48,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9851,7659551,17-AUG-18,17-SEP-17,9
1804,2017,26925844,92073580,08-SEP-17,N,54,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7688086,17-AUG-18,08-SEP-17,17
1805,2017,26927288,92076591,02-AUG-17,N,18,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9962,7659606,17-AUG-18,02-AUG-17,2
1806,2017,27218006,92980807,03-NOV-17,N,43,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7740510,17-AUG-18,03-NOV-17,17
1807,2017,27218119,92981107,09-NOV-17,N,67,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7740510,17-AUG-18,09-NOV-17,17
1808,2017,27110883,92640755,23-SEP-17,N,16,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7659990,17-AUG-18,23-SEP-17,13
1809,2017,27110881,92640755,23-SEP-17,N,13,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7659990,17-AUG-18,23-SEP-17,13
1810,2017,27111569,92643123,27-SEP-17,C,40,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7659990,17-AUG-18,27-SEP-17,15
1811,2017,27111717,92644454,29-SEP-17,N,60,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7659990,17-AUG-18,29-SEP-17,6
1812,2017,27219493,92983948,19-NOV-17,N,19,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,10040,7740518,17-AUG-18,19-NOV-17,14
1813,2017,27751771,94769262,08-DEC-17,N,19,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9723,7830697,20-AUG-18,08-DEC-17,17
1814,2017,27754052,94774721,10-DEC-17,N,37,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,10043,7740517,20-AUG-18,06-DEC-17,14
1815,2017,27771141,94822150,06-DEC-17,N,24,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,10161,7716677,20-AUG-18,28-NOV-17,22
1816,2017,27771780,94823878,02-DEC-17,M,33,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7742280,20-AUG-18,02-DEC-17,17
1817,2017,27772410,94826223,12-DEC-17,C,39,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7742280,20-AUG-18,12-DEC-17,14
1818,2017,27772751,94827542,18-DEC-17,N,31,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7742280,20-AUG-18,18-DEC-17,15
1819,2017,27095501,92587632,14-OCT-17,N,32,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7714632,17-AUG-18,14-OCT-17,17
1820,2017,27095500,92587632,14-OCT-17,N,37,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7714632,17-AUG-18,14-OCT-17,17
1821,2017,27112801,92648143,05-OCT-17,C,28,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7689806,17-AUG-18,05-OCT-17,16
1822,2017,27094764,92584870,10-OCT-17,N,30,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,9768,7714619,17-AUG-18,10-OCT-17,21
