N,DATA_YEAR,ARRESTEE_ID,INCIDENT_ID,ARREST_DATE,MULTIPLE_INDICATOR,AGE_NUM,SEX_CODE,ARREST_TYPE_NAME,OFFENSE_NAME,CRIME_AGAINST,OFFENSE_CATEGORY_NAME,OFFENSE_GROUP,RACE_DESC,AGENCY_ID,NIBRS_MONTH_ID,SUBMISSION_DATE,INCIDENT_DATE,INCIDENT_HOUR
15,2017,27771984,94824642,05-DEC-17,C,47,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7742280,20-AUG-18,05-DEC-17,18
16,2017,27772670,94827180,16-DEC-17,C,53,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7742280,20-AUG-18,16-DEC-17,18
17,2017,27772701,94827348,17-DEC-17,C,25,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,10161,7742280,20-AUG-18,17-DEC-17,18
18,2017,27112096,92645134,29-SEP-17,N,25,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7659990,17-AUG-18,29-SEP-17,21
19,2017,27112124,92645257,29-SEP-17,N,17,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7659990,17-AUG-18,29-SEP-17,23
20,2017,27112126,92645257,29-SEP-17,N,12,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7659990,17-AUG-18,29-SEP-17,23
21,2017,27112125,92645257,29-SEP-17,N,17,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7659990,17-AUG-18,29-SEP-17,23
22,2017,27113008,92649026,07-OCT-17,C,17,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7689806,17-AUG-18,07-OCT-17,18
23,2017,27113009,92649026,07-OCT-17,N,16,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7689806,17-AUG-18,07-OCT-17,18
24,2017,27756635,94780618,12-DEC-17,N,19,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,9963,7743940,20-AUG-18,12-DEC-17,16
25,2017,27756664,94780680,16-DEC-17,N,26,M,On View,False Pretenses/Swindle/Confidence Game,Property,Fraud Offenses,A,White,9963,7743940,20-AUG-18,16-DEC-17,16
26,2017,27763513,94800967,13-NOV-17,N,44,M,Taken INTO Custody,Robbery,Property,Robbery,A,Black or African American,10161,7576189,20-AUG-18,17-MAY-17,8
27,2017,27766398,94809371,15-OCT-17,N,34,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7689806,20-AUG-18,15-OCT-17,18
28,2017,27094260,92583251,30-OCT-17,C,21,M,Taken INTO Custody,Murder and Nonnegligent Manslaughter,Person,Homicide Offenses,A,White,9597,7714604,17-AUG-18,23-OCT-17,2
29,2017,27094657,92584528,11-OCT-17,N,32,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9735,7714616,17-AUG-18,09-OCT-17,12
30,2017,27094702,92584639,19-OCT-17,N,16,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,9735,7714616,17-AUG-18,19-OCT-17,10
