"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2017,4,114369141
2017,4,114369219
2017,4,114369246
2017,4,114369256
2017,4,114369279
2017,4,114369289
2017,4,114369396
2017,4,114369442
2017,4,114369337
2017,4,114369556
2017,3,114369441
2017,3,114369440
2017,4,114369486
2017,4,114369591
2017,4,114369593
2017,4,114369714
2017,4,114369651
2017,4,114369781
2017,4,114369731
2017,4,114369737
2017,4,114369824
2017,4,114369862
2017,4,114369844
2017,4,114369990
2017,4,114370108
2017,4,114370193
2017,4,114369882
2017,4,114369927
2017,4,114369890
2017,4,114369971
2017,4,114369892
2017,3,114369973
2017,4,114369980
2017,4,114369987
2017,4,114370088
2017,4,114370094
2017,4,114370116
2017,4,114370203
2017,4,114370242
2017,4,114370257
2017,4,114370211
2017,4,114370233
2017,4,114370235
2017,4,114370316
2017,4,114370304
2017,4,114370318
2017,4,114370328
2017,4,114370437
2017,4,114370393
2017,4,114370435
2017,4,114370442
2017,4,120004166
2017,4,114370540
2017,4,114370549
2017,4,114370587
2017,4,114370597
2017,4,114370707
2017,4,114370687
2017,4,114370684
2017,4,114370786
2017,4,114370738
2017,4,114370723
2017,4,114370785
2017,4,114370864
2017,4,114370840
2017,4,114370893
2017,4,114370904
2017,4,114370932
2017,4,114370901
2017,4,114370995
2017,4,114370985
2017,4,114371013
2017,4,114371037
2017,1,114371043
2017,1,114371048
2017,4,114371057
2017,4,114371088
2017,4,120004682
2017,3,120004744
2017,3,120004746
2017,4,120005011
2017,4,120005074
2017,4,120005256
2017,4,120005260
2017,4,114372133
2017,4,114372148
2017,4,114372178
2017,4,114372152
2017,3,114372182
2017,4,114372203
2017,3,114372192
2017,4,114372188
2017,4,114372185
2017,4,112136745
2017,4,112136781
2017,4,112136827
2017,4,112136874
2017,4,112136863
2017,4,112136868
2017,4,112137188
2017,4,112137647
2017,4,112138619
2017,4,112138697
2017,4,112138927
2017,4,112139038
2017,4,112139143
2017,4,112139163
2017,4,112139205
2017,4,112139204
2017,4,112139285
2017,4,112139321
2017,4,112139373
2017,4,112139372
2017,4,112139650
2017,4,112140659
2017,4,112140694
2017,4,112140751
2017,4,112140763
2017,4,112140794
2017,4,112140872
2017,4,112140874
2017,4,112141075
2017,4,112141083
2017,4,112141141
2017,4,112141372
2017,4,112141418
2017,4,112141479
2017,4,112141506
2017,4,112141566
