"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2017,98500653,10,
2017,98513766,10,
2017,105916940,1,
2017,97755689,1,
2017,99341839,1,
2017,103775441,1,
2017,103795391,10,
2017,105323445,10,
2017,105323661,10,
2017,107108326,10,
2017,100762092,10,
2017,103791615,10,
2017,103789363,1,
2017,97117772,2,
2017,100754230,9,
2017,97121611,10,
2017,96598359,10,
2017,103735572,9,
2017,96566908,9,
2017,97121617,6,
2017,97116636,10,
2017,96566615,9,
2017,103766513,10,
2017,103787957,10,
2017,96592491,10,
2017,96598644,1,
2017,96599431,1,
2017,98251372,6,
2017,103741801,1,
2017,103795538,10,
2017,103795569,9,
2017,105321776,1,
2017,105914148,1,
2017,99909994,10,
2017,99922453,10,
2017,99386594,1,
2017,100743498,10,
2017,99924018,9,
2017,100745360,1,
2017,100749441,3,
2017,100750986,10,
2017,99378272,10,
2017,101350404,9,
2017,101354317,1,
2017,101729826,2,
2017,101769355,9,
2017,101770272,10,
2017,101771292,6,
2017,101351363,10,
2017,105335042,10,
2017,105336678,10,
2017,105336697,10,
2017,101338489,10,
2017,101327856,1,
2017,101724483,1,
2017,101753481,6,
2017,101352386,10,
2017,101766224,1,
2017,101336442,10,
2017,101351194,1,
2017,101751815,10,
2017,101356102,1,
2017,101771662,10,
2017,98508061,10,
2017,98860622,10,
2017,101351234,10,
2017,97795812,10,
2017,99364134,1,
2017,99373280,10,
2017,99377216,10,
2017,98499303,6,
2017,98509958,9,
2017,98515631,1,
2017,97807862,9,
2017,98510422,10,
2017,97789222,1,
2017,97804603,10,
2017,98827120,8,
2017,98821435,1,
2017,105320966,10,
2017,105339474,10,
2017,105342696,10,
2017,109361498,10,
2017,105333766,10,
2017,105952458,9,
2017,99379681,1,
2017,99390243,9,
2017,100746363,10,
2017,100765564,10,
2017,100765754,9,
2017,99921863,10,
2017,100764518,10,
2017,100764787,10,
2017,99927575,10,
2017,105323556,10,
2017,105331213,10,
2017,106284904,6,
2017,99920827,10,
2017,99917212,10,
2017,99927061,10,
2017,100743580,9,
2017,99383856,6,
2017,99383856,1,
2017,101354812,10,
2017,100759645,1,
2017,99925648,10,
2017,99927600,10,
2017,105340960,1,
2017,97757128,1,
2017,97800235,10,
2017,97787301,10,
2017,97788204,6,
2017,97797367,9,
2017,97800212,10,
2017,97804459,10,
2017,105342362,10,
2017,98499977,10,
2017,98845759,9,
2017,98253462,10,
2017,98499771,10,
2017,98507148,6,
2017,98512725,10,
2017,98513514,1,
2017,99907272,10,
2017,98511300,10,
2017,98512924,1,
2017,98512485,1,
2017,98511288,9,
2017,98857946,10,
2017,98239071,10,
2017,98509226,10,
2017,98515506,10,
2017,98232387,10,
2017,98509791,10,
2017,97800046,1,
2017,98204682,1,
2017,98505800,10,
2017,98506815,10,
2017,97801192,10,
2017,97801228,10,
2017,98514944,10,
2017,99884645,1,
2017,98499533,1,
2017,98513326,6,
2017,105321214,10,
2017,97792489,9,
2017,97788090,10,
2017,99339424,1,
2017,97122998,10,
2017,97077829,9,
2017,103795266,1,
2017,103789950,1,
2017,103775510,10,
2017,106315126,10,
2017,105914578,10,
2017,105325156,10,
2017,105339539,1,
2017,105323910,10,
2017,105334038,10,
2017,105338578,10,
2017,97112311,1,
2017,100764366,10,
2017,97116181,10,
2017,103783319,10,
2017,103793117,9,
2017,103774415,9,
2017,103793684,9,
2017,97082195,6,
2017,97111161,10,
2017,100761179,10,
2017,96596881,1,
2017,98200893,1,
2017,96593743,10,
2017,97115375,10,
2017,97116334,10,
2017,97122267,10,
2017,103780915,1,
2017,103784432,1,
2017,103794630,1,
2017,103793193,10,
2017,103795185,1,
2017,96598080,1,
2017,103778981,9,
2017,103783926,10,
2017,106314979,10,
2017,105919902,1,
2017,105953413,10,
2017,105953087,10,
2017,105953791,9,
2017,99926556,10,
2017,99929607,1,
2017,99908309,10,
2017,99922359,1,
2017,100764391,1,
2017,99390149,10,
2017,99391710,10,
2017,100764885,10,
2017,100760224,10,
2017,100707166,10,
2017,100704131,10,
2017,100752020,10,
2017,100761125,10,
2017,99922109,10,
2017,99922045,10,
2017,101328459,2,
2017,101753357,10,
2017,101775609,10,
2017,101330577,10,
2017,101330595,10,
2017,101762773,10,
2017,101327921,10,
2017,101352622,10,
2017,101761798,10,
2017,101335960,9,
2017,101351330,10,
2017,101758420,10,
2017,101763041,10,
2017,101767439,1,
2017,101354591,1,
2017,98509621,10,
2017,98515852,10,
2017,98507355,10,
2017,98847079,10,
2017,99368394,9,
2017,99371522,10,
2017,98488334,2,
2017,99906196,10,
2017,98858584,10,
2017,97796662,1,
2017,99373245,10,
2017,97759537,9,
2017,98483709,1,
2017,97795159,1,
2017,97791869,10,
2017,105325823,10,
2017,111291682,1,
2017,105320485,9,
2017,105323389,10,
2017,105331631,9,
2017,105918861,10,
2017,100745818,10,
2017,100745814,10,
2017,100763142,9,
2017,99383765,10,
2017,100763841,1,
2017,100765690,10,
2017,100766238,10,
2017,99920273,1,
2017,99382594,6,
2017,99922220,10,
2017,99924016,9,
2017,100760286,10,
2017,99389155,9,
2017,101349906,9,
2017,101351546,10,
2017,105341841,10,
2017,105343978,10,
2017,98250136,10,
2017,98250101,10,
2017,97120607,10,
2017,98258991,9,
2017,97799850,10,
2017,98852276,10,
2017,105341864,10,
2017,105342367,10,
2017,98500031,10,
2017,98512299,10,
2017,98517029,9,
2017,97806722,10,
2017,99903803,10,
2017,98511303,10,
2017,98512668,1,
2017,98847035,10,
2017,100691087,1,
2017,98855270,10,
2017,98856798,10,
2017,98511307,9,
2017,98860620,9,
2017,106683292,9,
2017,98241754,10,
2017,98483918,1,
2017,98862551,9,
2017,98243078,9,
2017,97801211,10,
2017,98514973,2,
2017,98517183,10,
2017,99879893,9,
2017,103778618,10,
2017,103780264,10,
2017,103780269,10,
2017,98862708,10,
2017,105917198,1,
2017,97797396,10,
2017,96565589,9,
2017,103789489,10,
2017,97122784,10,
2017,97077751,1,
2017,103764449,10,
2017,106286495,1,
2017,111286896,1,
2017,105345197,10,
2017,106699307,10,
2017,97123680,10,
2017,97124589,10,
2017,103736205,6,
2017,103795115,10,
2017,103731513,9,
2017,96593970,10,
2017,97109774,10,
2017,97122969,10,
2017,99369095,1,
2017,99369486,1,
2017,97124126,10,
2017,100752731,10,
2017,97109363,10,
2017,103790607,10,
2017,96566648,1,
2017,103779525,10,
2017,96592718,10,
2017,96594542,10,
2017,96598840,10,
2017,103787594,10,
2017,105955073,10,
2017,105338666,10,
2017,111287404,9,
2017,105952470,10,
2017,107108324,10,
2017,99902418,10,
2017,99387858,10,
2017,99923123,1,
2017,99387591,10,
2017,99390421,10,
2017,99922408,10,
2017,105337635,10,
2017,100764905,10,
2017,99921783,10,
2017,100762077,10,
2017,99910707,1,
2017,105929411,3,
2017,101756351,10,
2017,101772225,10,
2017,101757560,1,
2017,101770269,10,
2017,105321334,10,
2017,105347166,10,
2017,101333540,10,
2017,101334649,10,
2017,101276804,9,
2017,101352361,9,
2017,101761249,9,
2017,101771412,10,
2017,101332932,10,
2017,101351982,9,
2017,101344432,10,
2017,101327538,10,
2017,101338033,10,
2017,101330611,9,
2017,101338163,10,
2017,105343681,10,
2017,101754915,10,
2017,101774008,10,
2017,98503448,10,
2017,98502512,10,
2017,98847066,1,
2017,99363838,10,
2017,99363935,10,
2017,99368393,10,
2017,99371703,10,
2017,99371937,1,
2017,98509541,1,
2017,101351907,10,
2017,98848724,10,
2017,99364924,10,
2017,99377388,9,
2017,99377818,10,
2017,98499785,10,
2017,98515628,1,
2017,99368221,10,
2017,98848780,10,
2017,98499071,9,
2017,98508129,9,
2017,105321445,10,
2017,105921023,1,
2017,105953177,10,
2017,100745808,10,
2017,99383173,10,
2017,100760786,10,
2017,99912565,10,
2017,100743473,10,
2017,99930370,10,
2017,100765475,10,
2017,99924313,1,
2017,105320268,1,
2017,99918761,10,
2017,99920837,10,
2017,98257334,10,
2017,99910789,10,
2017,99910827,1,
2017,97109757,10,
2017,97801668,9,
2017,97800997,10,
2017,98517411,10,
2017,98249881,1,
2017,98848515,10,
2017,98256004,10,
2017,98848297,10,
2017,98865103,1,
2017,99911507,10,
2017,99918286,9,
2017,98484162,1,
2017,98862111,10,
2017,98249136,10,
2017,98846239,10,
2017,98860804,10,
2017,101278780,9,
2017,105300363,6,
2017,98857862,1,
2017,98865254,9,
2017,97797934,10,
2017,98856802,10,
2017,105913885,1,
2017,98252932,1,
2017,98247588,6,
2017,98853870,9,
2017,98236616,1,
2017,98512321,10,
2017,105954360,10,
2017,98257833,1,
2017,98502041,10,
2017,98500642,10,
2017,97805107,10,
2017,97123631,10,
2017,97124255,1,
2017,103791526,10,
2017,103795977,10,
2017,105323431,10,
2017,105917242,1,
2017,105320905,10,
2017,105917506,9,
2017,107473068,10,
2017,105343889,10,
2017,105341846,1,
2017,105327922,1,
2017,105302798,9,
2017,103787272,1,
2017,103790900,10,
2017,103796020,1,
2017,97124307,10,
2017,100743426,10,
2017,100761029,1,
2017,100761195,10,
2017,100762676,10,
2017,97112592,9,
2017,97117935,6,
2017,97122105,10,
2017,103737983,1,
2017,103775087,10,
2017,96597013,9,
2017,96600422,10,
2017,96565816,9,
2017,98233596,6,
2017,106314999,1,
2017,99333730,1,
2017,99333730,9,
2017,105321083,10,
2017,107491185,3,
2017,105952574,10,
2017,105952925,10,
2017,109361494,1,
2017,105303246,6,
2017,105917931,10,
2017,99911246,10,
2017,99387863,10,
2017,99387527,1,
2017,99922302,10,
2017,99922337,10,
2017,105345255,10,
2017,105345263,10,
2017,100764412,1,
2017,99908135,10,
2017,100743205,10,
2017,100758594,1,
2017,100744792,10,
2017,100689240,6,
2017,99384571,9,
2017,99922373,1,
2017,99382965,10,
2017,99391370,1,
2017,101328169,9,
2017,101353410,10,
2017,105320493,10,
2017,101337462,10,
2017,101341715,1,
2017,105342387,10,
2017,101333275,1,
2017,101755741,10,
2017,101771150,1,
2017,106312871,1,
2017,101724160,6,
2017,101732371,9,
2017,101733462,1,
2017,101766253,10,
2017,101348684,10,
2017,101352001,9,
2017,105320930,10,
2017,101762679,10,
2017,101354073,1,
2017,101775061,10,
2017,105951115,10,
2017,105919895,10,
2017,98486165,9,
2017,98505398,9,
2017,98864379,10,
2017,99368114,10,
2017,98851202,10,
2017,98865701,10,
2017,99901610,10,
2017,99366930,10,
2017,99366927,10,
2017,99363723,10,
2017,98499789,10,
2017,97796129,10,
2017,99366336,9,
2017,99366336,1,
2017,99374221,1,
2017,98512578,10,
2017,98860803,10,
2017,98199766,9,
2017,109357245,10,
2017,111287389,10,
2017,105330145,1,
2017,111287361,10,
2017,105953347,9,
2017,99386296,10,
2017,100746613,1,
2017,100764461,1,
2017,99919226,10,
2017,99925863,10,
2017,100765499,10,
2017,99384553,10,
2017,99390503,1,
2017,99921954,9,
2017,105333614,1,
2017,100757777,10,
2017,99381952,10,
2017,99381946,10,
2017,100761274,1,
2017,99928382,10,
2017,105347460,10,
2017,99904712,10,
2017,98253689,1,
2017,97759313,1,
2017,97799417,10,
2017,97804727,10,
2017,97793444,1,
2017,98510525,10,
2017,98821314,10,
2017,98850691,10,
2017,105342378,10,
2017,97787234,10,
2017,105323427,10,
2017,105322193,1,
2017,105337310,10,
2017,105303163,6,
2017,105336419,10,
2017,105343154,9,
2017,105327939,1,
2017,105329490,1,
2017,103786804,10,
2017,97110333,10,
2017,97117773,2,
2017,97124158,10,
2017,97124749,1,
2017,100744806,9,
2017,100750333,10,
2017,97119994,1,
2017,103776375,10,
2017,97079999,1,
2017,103729981,6,
2017,103795070,9,
2017,96594458,10,
2017,96599138,10,
2017,96592248,9,
2017,96561171,1,
2017,96598408,1,
2017,98253339,10,
2017,103773091,10,
2017,103793311,10,
2017,105326428,1,
2017,105333105,10,
2017,106683603,10,
2017,105337191,10,
2017,105929316,9,
2017,99384603,1,
2017,99387765,10,
2017,99925224,6,
2017,105344598,10,
2017,101340518,10,
2017,100751159,1,
2017,100753427,10,
2017,99390611,10,
2017,99925593,1,
2017,100765608,10,
2017,100743059,10,
2017,100743568,10,
2017,101758320,1,
2017,101756336,10,
2017,101761131,10,
2017,101349769,10,
2017,101280733,10,
2017,101333127,10,
2017,101338916,1,
2017,101352403,1,
2017,101353679,10,
2017,101755730,10,
2017,101355604,10,
2017,101336125,1,
2017,101346035,10,
2017,101356203,10,
2017,101337090,10,
2017,101343491,10,
2017,101761137,10,
2017,101764774,10,
2017,101278928,10,
2017,101348726,1,
2017,105334217,9,
2017,101734521,1,
2017,101754911,10,
2017,101768275,6,
2017,101351168,10,
2017,101773027,10,
2017,101773272,10,
2017,101773981,10,
2017,98502625,10,
2017,99371852,10,
2017,101355707,10,
2017,98858601,10,
2017,99367902,9,
2017,97805245,1,
2017,98256425,1,
2017,98499198,10,
2017,98509331,9,
2017,98203335,6,
2017,105302429,1,
2017,99390765,1,
2017,100765749,1,
2017,100766350,10,
2017,99915762,10,
2017,99385930,10,
2017,99929454,9,
2017,99924472,10,
2017,99926746,10,
2017,99920831,10,
2017,99909925,10,
2017,105331209,10,
2017,99880442,10,
2017,100766138,1,
2017,99884153,2,
2017,101343416,10,
2017,100760580,10,
2017,100762604,10,
2017,105338851,9,
2017,97112098,10,
2017,97804649,10,
2017,98235058,10,
2017,97805213,10,
2017,99875148,6,
2017,99875148,8,
2017,105330319,10,
2017,98862129,10,
2017,105344403,10,
2017,98499980,10,
2017,98846641,10,
2017,98847061,6,
2017,99912193,10,
2017,99912195,10,
2017,97785944,1,
2017,98483375,9,
2017,98504849,1,
2017,98512982,1,
2017,98825105,6,
2017,97805867,1,
2017,98857961,10,
2017,98237152,10,
2017,98241735,10,
2017,98243884,1,
2017,98514832,1,
2017,98516792,1,
2017,98204369,1,
2017,98516458,10,
2017,97790300,10,
2017,99347036,10,
2017,103794643,10,
2017,103795969,10,
2017,103794206,3,
2017,105335084,10,
2017,109354475,1,
2017,109357247,10,
2017,105325162,9,
2017,105342652,10,
2017,97121530,10,
2017,97123315,4,
2017,100766370,10,
2017,97119228,10,
2017,97109553,10,
2017,103794846,9,
2017,103793785,10,
2017,103796410,10,
2017,97124162,10,
2017,97124137,10,
2017,97124173,10,
2017,97124300,10,
2017,97109492,1,
2017,97112475,5,
2017,96592219,10,
2017,97120000,9,
2017,97122119,10,
2017,96598206,9,
2017,97116347,10,
2017,103795181,9,
2017,96592735,1,
2017,96593245,10,
2017,96594522,1,
2017,107482540,1,
2017,96600429,1,
2017,107482328,1,
2017,105326485,1,
2017,105949267,10,
2017,105918075,1,
2017,110749600,10,
2017,99391643,10,
2017,99913808,10,
2017,99881338,9,
2017,99909775,9,
2017,99924329,10,
2017,101342046,10,
2017,100757797,10,
2017,99920304,9,
2017,99909821,10,
2017,99389187,10,
2017,100760695,9,
2017,100762065,10,
2017,100761133,10,
2017,99923981,10,
2017,101336402,1,
2017,101340473,1,
2017,101352018,10,
2017,101762454,10,
2017,101769363,9,
2017,101771050,9,
2017,101771801,10,
2017,101773901,1,
2017,101327088,10,
2017,101774790,1,
2017,105335032,10,
2017,105336450,1,
2017,106683863,10,
2017,101333594,10,
2017,101773646,10,
2017,101327701,10,
2017,101348496,1,
2017,101275116,6,
2017,101334322,9,
2017,101343481,10,
2017,101764762,10,
2017,101758315,10,
2017,98828406,9,
2017,98498273,10,
2017,99370643,10,
2017,99908040,10,
2017,98860381,10,
2017,99373771,1,
2017,98499761,10,
2017,98518133,10,
2017,97799849,10,
2017,99371577,10,
2017,98500511,10,
2017,98501769,9,
2017,98865040,10,
2017,98824558,6,
2017,98858146,10,
2017,105323189,10,
2017,105955990,6,
2017,111287455,9,
2017,105336118,10,
2017,111287368,9,
2017,105955658,1,
2017,105955659,1,
2017,99389077,10,
2017,100691085,9,
2017,99389847,9,
2017,99390889,10,
2017,99390915,10,
2017,99390664,10,
2017,100745998,10,
2017,99382648,9,
2017,100759371,10,
2017,100764422,10,
2017,99386047,9,
2017,99919743,10,
2017,99929835,10,
2017,99924480,10,
2017,100746257,1,
2017,99391119,10,
2017,99924633,10,
2017,99901575,10,
2017,99926287,10,
2017,99929999,1,
2017,100766130,1,
2017,99929411,10,
2017,99381950,10,
2017,106313063,10,
2017,99925839,10,
2017,98236952,10,
2017,98252336,1,
2017,98257941,10,
2017,99911858,10,
2017,103793568,9,
2017,97800430,10,
2017,98857485,1,
2017,98853101,10,
2017,98499963,10,
2017,99337133,9,
2017,98504992,9,
2017,98248504,10,
2017,99907275,10,
2017,97799146,10,
2017,98862083,10,
2017,105346941,10,
2017,98239201,9,
2017,98852224,10,
2017,98855307,10,
2017,105951321,10,
2017,105951514,10,
2017,105955141,10,
2017,98855296,1,
2017,98859924,9,
2017,98231426,9,
2017,98252693,10,
2017,98511503,10,
2017,98250626,10,
2017,105320985,10,
2017,105320968,10,
2017,105338549,9,
2017,98241722,1,
2017,97801243,10,
2017,98513063,1,
2017,103784452,10,
2017,99341395,6,
2017,103793435,10,
2017,105323429,10,
2017,107108410,10,
2017,105921151,1,
2017,105916910,1,
2017,105327603,10,
2017,105929394,9,
2017,105929394,1,
2017,105341136,1,
2017,105320237,10,
2017,105330806,10,
2017,97118647,9,
2017,97116184,10,
2017,103787255,1,
2017,97115370,10,
2017,96597302,9,
2017,97124102,10,
2017,97124142,10,
2017,97110017,10,
2017,96594162,1,
2017,96597007,10,
2017,96594404,10,
2017,103797248,1,
2017,103786095,10,
2017,103731181,9,
2017,96598646,1,
2017,96595848,10,
2017,106313411,10,
2017,103770308,9,
2017,103796505,10,
2017,105955058,10,
2017,105333073,10,
2017,106682747,1,
2017,111291707,10,
2017,105919132,1,
2017,105950289,9,
2017,105951690,10,
2017,106314612,1,
2017,111287469,10,
2017,99906884,10,
2017,99388843,9,
2017,99383686,10,
2017,99921227,10,
2017,99883831,9,
2017,99927429,10,
2017,99385218,9,
2017,99391327,10,
2017,100743493,10,
2017,99921127,10,
2017,99923393,10,
2017,100744202,1,
2017,100749431,3,
2017,100749736,10,
2017,99388288,1,
2017,100705929,10,
2017,100744451,9,
2017,100744451,6,
2017,100764883,1,
2017,101339547,10,
2017,101763391,10,
2017,101337111,10,
2017,101349913,9,
2017,101327081,10,
2017,101337273,10,
2017,101337471,10,
2017,101338145,10,
2017,101280416,9,
2017,101326948,10,
2017,101775787,9,
2017,101753170,9,
2017,101755748,10,
2017,101758941,9,
2017,101279899,6,
2017,101336346,10,
2017,101347314,10,
2017,101764932,10,
2017,101274814,6,
2017,101758748,10,
2017,101327671,10,
2017,101333708,10,
2017,101773230,10,
2017,98846306,1,
2017,99368383,1,
2017,99374282,10,
2017,97757997,1,
2017,97804488,1,
2017,97799833,10,
2017,97803222,10,
2017,99367905,9,
2017,97804370,10,
2017,97804552,10,
2017,106682070,1,
2017,111287452,10,
2017,100689246,6,
2017,99383286,9,
2017,99386298,10,
2017,100765414,9,
2017,99902918,1,
2017,99921877,10,
2017,105338645,10,
2017,99391743,10,
2017,99922612,1,
2017,99927058,10,
2017,99927128,10,
2017,99388754,1,
2017,105344053,10,
2017,98257401,10,
2017,99912333,10,
2017,97120700,1,
2017,98257724,1,
2017,97757369,6,
2017,97805781,10,
2017,105331204,10,
2017,97793806,10,
2017,98515066,10,
2017,99336220,9,
2017,98253163,1,
2017,98503717,1,
2017,98509312,10,
2017,97799141,10,
2017,105955369,9,
2017,98515669,6,
2017,98849765,10,
2017,98845829,10,
2017,99332576,1,
2017,97794244,6,
2017,105951306,10,
2017,105956012,10,
2017,98505280,6,
2017,98514928,10,
2017,98251381,9,
2017,98512734,1,
2017,98248847,1,
2017,99383710,10,
2017,97797862,10,
2017,97803933,10,
2017,103795954,1,
2017,97121082,9,
2017,103794743,1,
2017,111296133,10,
2017,103791563,10,
2017,107492032,10,
2017,111291676,10,
2017,105303180,1,
2017,105345797,10,
2017,105327895,1,
2017,100689268,6,
2017,100753284,9,
2017,97109304,10,
2017,97109558,10,
2017,103736305,1,
2017,103782692,1,
2017,103793081,9,
2017,103793791,1,
2017,97109382,1,
2017,96593952,1,
2017,97112467,5,
2017,97118209,1,
2017,98202276,1,
2017,103732493,1,
2017,96599446,1,
2017,96592173,10,
2017,96592448,10,
2017,96596793,10,
2017,106313826,10,
2017,98237772,10,
2017,103777181,1,
2017,103793433,10,
2017,103795564,9,
2017,105918772,9,
2017,109361497,1,
2017,99390337,1,
2017,99922835,10,
2017,99925907,10,
2017,99928567,10,
2017,100697338,6,
2017,100758688,10,
2017,100743128,1,
2017,100760779,10,
2017,100766757,1,
2017,100766889,10,
2017,99920205,10,
2017,100760783,9,
2017,99385590,1,
2017,96566049,1,
2017,105955329,6,
2017,105956203,10,
2017,101763395,10,
2017,101756329,10,
2017,101761132,10,
2017,101771238,10,
2017,101772554,10,
2017,105299341,1,
2017,101350933,1,
2017,101327070,10,
2017,101282243,1,
2017,101754312,10,
2017,101755734,10,
2017,101770447,10,
2017,101763462,9,
2017,101761147,10,
2017,101766809,10,
2017,101348399,9,
2017,98508053,10,
2017,98863206,6,
2017,99369716,9,
2017,99369863,10,
2017,99370647,10,
2017,99371859,9,
2017,98514881,1,
2017,101353212,10,
2017,98857346,9,
2017,98504372,9,
2017,99376773,1,
2017,98257437,10,
2017,98481390,8,
2017,98502060,1,
2017,97787400,10,
2017,105342698,10,
2017,105956011,6,
2017,106682751,10,
2017,105339160,1,
2017,107090331,1,
2017,100748347,1,
