"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2017,105931598,119645476
2017,105931598,119645479
2017,106281593,119999626
2017,106284788,120002921
2017,106286496,120004682
2017,106286591,120004744
2017,106286591,120004746
2017,106328431,120047927
2017,106703302,120425205
2017,105342056,119050363
2017,105342224,119050535
2017,105342592,119050881
2017,105342851,119051167
2017,105343069,119051388
2017,105343067,119051388
2017,105343417,119051756
2017,105343673,119052022
2017,105343742,119052098
2017,105344052,119052407
2017,105344162,119052523
2017,105344198,119052562
2017,105344371,119052738
2017,105344558,119052924
2017,105344598,119052964
2017,105344680,119053052
2017,105344737,119053079
2017,105345051,119053407
2017,105345153,119053510
2017,105345183,119053538
2017,105345299,119053664
2017,105345336,119053697
2017,105345336,119053698
2017,105345391,119053766
2017,105345630,119053996
2017,105345651,119054020
2017,105345748,119054105
2017,105345844,119054204
2017,105345847,119054201
2017,105345873,119054231
2017,105345876,119054231
2017,105346136,119054397
2017,105346162,119054512
2017,105346282,119054616
2017,105346629,119054978
2017,105346701,119055058
2017,105346820,119055180
2017,105346933,119055294
2017,105347023,119055383
2017,105347122,119055484
2017,105347249,119055608
2017,105347452,119055797
2017,105347758,119056069
2017,105347794,119056107
2017,105347832,119056146
2017,105348064,119056362
2017,105348087,119056389
2017,106280003,119997984
2017,106280930,119998932
2017,106281342,119999357
2017,106281369,119999394
2017,106284747,120002876
2017,106284744,120002876
2017,106284972,120003106
2017,106284967,120003106
2017,107482409,121218760
2017,105348540,119056803
2017,105348588,119056864
2017,105348913,119057169
2017,105349083,119057333
2017,105349175,119057407
2017,105351630,119059858
2017,105352867,119061093
2017,105353439,119061683
2017,105342871,119051184
2017,105342903,119051210
2017,105343212,119051550
2017,105343326,119051667
2017,105343393,119051738
2017,105343768,119052111
2017,105344072,119052420
2017,105344190,119052538
2017,105344268,119052571
2017,105344268,119052568
2017,105344266,119052563
2017,105344347,119052711
2017,105344607,119052970
2017,105344814,119053172
2017,105344957,119053299
2017,105344979,119053334
2017,105345013,119053372
2017,105345040,119053350
2017,105345199,119053560
2017,105345749,119054104
2017,105345840,119054198
2017,105345854,119054214
2017,105346176,119054528
2017,105346287,119054623
2017,105346317,119054668
2017,105346376,119054724
2017,105346401,119054753
2017,105346404,119054753
2017,105346451,119054798
2017,105346636,119054950
2017,105346686,119055041
2017,105346760,119055107
2017,105346917,119055286
2017,105346980,119055335
2017,105347024,119055386
2017,105347060,119055429
2017,105347136,119055487
2017,105347210,119055560
2017,105347304,119055568
2017,105347302,119055565
2017,105347336,119055690
2017,105347727,119056043
2017,105348106,119056407
2017,105348341,119056628
2017,105348636,119056909
2017,105349428,119057665
2017,105349570,119057788
2017,105349804,119058017
2017,105349946,119058151
2017,105355788,119064044
2017,105300265,119007915
2017,105300391,119008037
2017,105302449,119010123
2017,105302477,119010152
2017,105302870,119010553
2017,105303022,119010702
2017,105303057,119010747
2017,105303095,119010786
2017,105303104,119010786
2017,105303261,119010949
2017,105303308,119010995
