"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2017,9,110717258
2017,9,110717874
2017,9,110718068
2017,6,110718071
2017,9,110718102
2017,6,110719406
2017,6,110719430
2017,6,110719829
2017,6,110719831
2017,6,110720166
2017,9,110720247
2017,6,110720316
2017,5,110720776
2017,6,110720803
2017,9,110720996
2017,9,110721160
2017,9,110721251
2017,6,110721380
2017,6,110724303
2017,6,110200788
2017,6,110200783
2017,9,110201193
2017,6,110201294
2017,6,110201291
2017,6,110201289
2017,6,110204065
2017,6,110204148
2017,6,110204151
2017,9,110204254
2017,6,110204537
2017,6,110204776
2017,9,110206146
2017,6,110206174
2017,6,110206422
2017,6,110206462
2017,9,110233450
2017,9,110233603
2017,9,110233820
2017,9,110234267
2017,9,110234825
2017,6,110235335
2017,9,110235503
2017,9,110236287
2017,6,110236953
2017,6,110236949
2017,9,110237907
2017,9,110238209
2017,6,110238287
2017,6,110238537
2017,9,110238785
2017,9,110238913
2017,6,110239000
2017,6,110239004
2017,9,110239141
2017,6,110239327
2017,9,110239390
2017,9,110239789
2017,6,110240044
2017,9,110240130
2017,1,110240265
2017,9,110240637
2017,9,110240766
2017,9,111849796
2017,9,111849875
2017,6,111850376
2017,9,111851558
2017,6,111851938
2017,6,111853238
2017,6,111853241
2017,9,111854098
2017,6,111854799
2017,6,111854798
2017,6,111854988
2017,6,111855012
2017,6,111855052
2017,6,111855116
2017,9,110719949
2017,6,110720021
2017,9,110720009
2017,9,110720111
2017,9,110720398
2017,6,110720877
2017,9,110721340
2017,9,110752501
2017,9,110752938
2017,6,110717205
2017,6,110718085
2017,6,110718145
2017,6,110719231
2017,6,110719435
2017,6,110719437
2017,6,110719767
2017,6,110719963
2017,6,110720233
2017,9,110720309
2017,9,110721134
2017,9,110721240
2017,9,110751202
2017,9,110751214
2017,9,110751320
2017,9,110751499
2017,9,110751950
2017,9,110752060
2017,9,110752334
2017,9,110754251
2017,6,110754355
2017,6,110754349
2017,9,110755626
2017,6,110756065
2017,6,110756130
2017,6,110756131
2017,9,110756308
2017,6,110756456
2017,6,110756453
2017,9,110756687
2017,9,110757321
2017,9,110757539
2017,6,110757815
2017,6,110757846
2017,9,110758738
2017,9,110759338
2017,9,110759680
2017,9,110759805
2017,9,110759838
2017,6,110760696
2017,9,110761170
2017,9,110761484
2017,9,110761553
2017,9,110761795
2017,6,110761970
2017,9,110762221
2017,9,110763104
2017,9,110763861
2017,9,110763949
2017,6,110764221
2017,6,110764225
2017,9,110765545
2017,9,110765669
2017,9,110765785
2017,6,110766360
2017,9,111442589
2017,9,111442690
2017,9,111442803
2017,9,111443263
2017,9,111444310
2017,9,111444652
2017,9,111444658
2017,9,111444789
2017,8,111444836
2017,9,111445091
2017,6,111445143
2017,8,111445386
2017,8,111445384
2017,5,111445558
2017,9,111445926
2017,9,111446272
2017,9,111446544
2017,9,111446609
2017,9,111446729
2017,6,111447262
2017,9,111447563
2017,6,111447602
2017,6,111447598
2017,9,111448024
2017,1,111448121
2017,9,111448314
2017,6,111448438
2017,9,111448466
2017,9,111448578
2017,9,111448666
2017,6,111449264
2017,9,111449937
2017,9,111450331
2017,6,111855219
2017,6,111855749
2017,6,111855904
2017,2,111855990
2017,6,111855994
2017,6,111856382
2017,9,111857001
2017,9,111857038
2017,6,111857182
2017,6,111857864
2017,6,111857861
2017,6,111857992
2017,8,111857992
2017,6,111857996
2017,8,111857996
2017,6,111858648
2017,6,111858647
2017,9,111899671
2017,9,111899754
2017,9,111899831
2017,9,111900315
2017,9,111900696
2017,9,111901265
2017,9,111901373
2017,9,111901744
2017,6,111902046
2017,9,111902272
2017,9,111902312
2017,9,111902436
2017,6,111902512
2017,6,111902506
2017,6,111902578
2017,9,111902951
2017,6,111903019
2017,9,111903336
2017,9,111904336
2017,6,111904578
2017,9,111905096
2017,9,111905161
2017,6,111905416
2017,6,111905776
2017,9,111906863
2017,9,111906953
2017,6,111908165
2017,9,111908327
2017,9,111909800
2017,6,111909950
2017,9,111910365
2017,9,117456583
2017,9,111880944
2017,9,111883538
2017,9,111883592
2017,9,111883659
2017,9,111883955
2017,9,111883998
2017,9,111884865
2017,9,111884955
2017,9,111885182
2017,9,111885380
2017,9,111885471
2017,9,111889175
2017,9,111891451
2017,6,111895130
2017,6,111895131
2017,1,111895345
2017,9,111895357
2017,9,111895718
2017,9,111895926
2017,9,111895985
2017,6,111896191
2017,9,111896737
2017,9,111896973
2017,9,111897485
2017,6,111897520
2017,6,111897515
2017,9,111897671
2017,3,111898624
2017,9,111898735
2017,9,111899654
2017,6,110718561
2017,6,110718557
2017,6,110719237
2017,6,110719459
2017,6,110719458
2017,6,110719742
2017,6,110719746
2017,9,110720154
2017,9,110721097
2017,9,110721286
2017,8,110721468
2017,6,110750014
2017,6,110750015
2017,9,110750033
2017,6,110750097
2017,9,110756039
2017,9,110756367
2017,9,110759698
2017,9,110759831
2017,9,110760641
2017,3,110760732
2017,3,110760738
2017,6,110761014
2017,9,110761453
2017,6,110762306
2017,9,110762570
2017,9,110762754
2017,9,110762795
2017,6,110762994
2017,6,110762996
2017,9,110763133
2017,9,110763905
2017,9,110764069
2017,9,110764444
2017,6,110764969
2017,9,110765163
2017,9,110765431
2017,9,110765664
2017,9,110765723
2017,6,110766071
2017,6,110766077
2017,9,110766210
2017,6,110766361
2017,6,111396611
2017,6,111397113
2017,6,111397112
2017,9,111398453
2017,6,111398623
2017,6,111398710
2017,6,111398708
2017,6,111399427
2017,1,111400291
2017,6,111400846
2017,6,111400842
2017,9,111401062
2017,6,111401064
2017,8,111401397
2017,6,111401397
2017,8,111401391
2017,6,111401391
2017,6,111401807
2017,9,111401824
2017,9,111401841
2017,6,111402722
2017,6,111402721
2017,6,111402882
2017,6,111402883
2017,9,111402952
2017,6,111403009
2017,6,111403038
2017,9,111403258
2017,9,111403310
2017,9,111403463
2017,6,111404006
2017,6,111405684
2017,6,111405690
2017,6,111396777
2017,9,111398352
2017,6,111399604
2017,9,111401094
2017,6,111848888
2017,6,111849380
2017,6,111848880
2017,6,111849036
2017,5,111849644
2017,6,111849388
2017,6,111849568
2017,5,111849641
2017,5,111849648
2017,6,111849885
2017,6,111849883
2017,9,111850135
2017,6,111851657
2017,6,111851660
2017,6,111851901
2017,9,111851956
2017,6,111852117
2017,6,111852114
2017,6,111852676
2017,6,111853240
2017,6,111853412
2017,9,111853507
2017,6,111853531
2017,6,111853627
2017,6,111853544
2017,9,111853798
2017,9,111854186
2017,6,111854751
2017,6,111854783
2017,6,111854787
2017,6,111854785
2017,6,111855001
2017,6,111855024
2017,6,111855088
2017,6,111855152
2017,6,111855255
2017,6,111855462
2017,9,111855473
2017,6,111855457
2017,9,111855886
2017,6,111855821
2017,9,111855917
2017,6,111856100
2017,6,111856207
2017,6,111856197
2017,6,111856237
2017,9,111856357
2017,6,111856389
2017,6,111856387
2017,9,111856429
2017,9,111856468
2017,6,111856519
2017,6,111856517
2017,6,111856808
2017,9,111856829
2017,6,111856873
2017,8,111856896
2017,9,111856918
2017,6,111856906
2017,6,111857057
2017,9,111857168
2017,6,111857214
2017,6,111857222
2017,9,111857349
2017,6,111857916
2017,6,111857912
2017,6,111849118
2017,6,111849119
2017,9,111849882
2017,6,111850385
2017,6,111850390
2017,9,111851936
2017,6,111853236
2017,6,111853235
2017,6,111853316
2017,6,111853429
2017,6,111853463
2017,6,111854028
2017,6,111854789
2017,6,111854928
2017,6,111854926
2017,6,111855268
2017,6,111855273
2017,6,111855547
2017,6,111855548
2017,9,111398402
2017,6,111398500
2017,6,111398509
2017,9,111400509
2017,9,111401167
2017,2,111401392
2017,6,111401793
2017,9,111403124
2017,6,111403319
2017,6,111403508
2017,6,111404019
2017,6,111405003
2017,6,111405101
2017,6,111405094
2017,9,111442636
2017,9,111442763
2017,6,111442888
2017,6,111442886
2017,6,111443302
2017,6,111443450
2017,9,111443526
2017,9,111443795
2017,6,111444063
2017,9,111444576
2017,9,111444650
2017,9,111445181
2017,9,111445455
2017,6,111445862
2017,9,111445971
2017,6,111446016
2017,9,111446196
2017,9,111446289
2017,9,111446377
2017,9,111446473
2017,9,111446526
2017,9,111446622
2017,9,114422044
2017,9,114422294
2017,9,114422442
2017,9,114422769
2017,9,114426470
2017,9,114426651
2017,9,114426707
2017,9,114426792
2017,9,114427053
2017,9,114427424
2017,6,114428014
2017,9,114428542
2017,9,114428594
2017,9,114429468
2017,9,114429673
2017,9,114431241
2017,6,114431282
2017,9,114431801
2017,6,114431860
2017,6,114431858
2017,9,114432222
2017,6,114432861
2017,9,114433076
2017,1,114433268
2017,9,114433298
2017,9,114433961
2017,6,114434338
2017,9,114434582
2017,9,114434604
2017,9,114434615
2017,9,114434971
2017,9,114435012
2017,9,114435178
2017,9,114435196
2017,9,114435232
2017,9,114435676
2017,6,114435865
2017,6,114435863
2017,3,114436073
2017,9,114436113
2017,6,114436646
2017,6,114436992
2017,9,114437272
2017,1,111396674
2017,6,111396735
2017,6,111396960
2017,6,111396963
2017,6,111398381
2017,6,111398529
2017,6,111398610
2017,6,111398606
2017,6,111398746
2017,9,111400820
2017,9,111400882
2017,6,111401909
2017,9,111401996
2017,1,111402745
2017,9,111403090
2017,6,111403252
2017,6,111403308
2017,6,111403306
2017,9,111430896
2017,9,111431794
2017,9,111431883
2017,9,111432083
2017,9,111432842
2017,9,111433604
2017,9,111433739
2017,9,111433738
2017,6,111434046
2017,9,111434045
2017,9,111435910
2017,9,111436115
2017,9,111436514
2017,9,111436864
2017,9,111437183
2017,9,111438213
2017,9,111438565
2017,9,111438652
2017,9,111438927
2017,9,111439094
2017,9,111440006
2017,9,111440383
2017,6,111440405
2017,9,111440442
2017,9,111440646
2017,9,111440808
2017,9,111440900
2017,9,111441042
2017,6,111442141
2017,6,111442205
2017,9,111442303
2017,9,111442509
2017,1,111442566
2017,6,111442660
2017,9,111442731
2017,6,111442787
2017,6,111443406
2017,9,111443440
2017,9,111444305
2017,9,111444440
2017,9,111445231
2017,9,111445572
2017,9,111445898
2017,6,111445943
2017,9,111445989
2017,9,111446358
2017,9,111446956
2017,9,111447964
2017,9,111448340
2017,9,111448514
2017,9,111449220
2017,9,111449276
2017,9,111449606
2017,6,111449760
2017,6,111449761
2017,9,111450234
2017,6,111450486
2017,6,111450988
2017,6,111452147
2017,6,110201100
2017,6,110201097
2017,6,110202441
2017,6,110202438
2017,6,110204165
2017,9,110204186
2017,6,110204357
2017,9,110204375
2017,6,110204792
2017,9,110205829
2017,6,110205895
2017,6,110206043
2017,9,110206314
2017,9,110206345
2017,9,110206353
2017,9,110206779
2017,8,110206850
2017,6,110206988
2017,6,110207335
2017,9,110233382
2017,9,110233618
2017,9,110233728
2017,6,110233989
2017,9,110234703
2017,9,110235297
2017,9,110235690
2017,9,110235944
2017,6,110236607
2017,9,110237667
2017,9,110238119
2017,6,110238257
2017,6,110238255
2017,9,110238442
2017,9,110238904
2017,9,110238984
2017,9,110239292
2017,9,110239321
2017,9,110239521
2017,9,110239843
2017,9,110239891
2017,9,110241123
2017,6,111849447
2017,6,111849443
2017,9,111849463
2017,6,111849653
2017,6,111850187
2017,6,111850392
2017,6,111850393
2017,6,111852096
2017,6,111852103
2017,6,111853479
2017,6,111853481
2017,6,111854728
2017,6,111854747
2017,8,111855226
2017,6,111855301
2017,6,111855512
2017,9,111855689
2017,9,111855992
2017,6,111856303
2017,6,111856532
2017,2,111856989
2017,6,111857030
2017,6,111857035
2017,9,111857160
2017,6,111857258
2017,6,111857274
2017,6,111857276
2017,6,111857913
2017,9,111880399
2017,6,111880612
2017,9,111881635
2017,9,111882194
2017,9,111883105
2017,9,111884367
2017,9,111884461
2017,9,111885586
2017,6,111886485
2017,6,111886487
2017,9,111886681
2017,6,111886737
2017,9,111887130
2017,9,111888390
2017,9,111888563
2017,9,111888768
2017,9,111889222
2017,9,111889218
2017,6,111889963
2017,6,111889968
2017,9,111890486
2017,9,111890598
2017,9,111891088
2017,9,111891752
2017,9,111891907
2017,9,111892243
2017,9,111892753
2017,6,111893746
2017,1,111894068
2017,9,111894952
2017,9,111895034
2017,9,111895206
2017,9,111895299
2017,6,111895664
2017,9,111896637
2017,9,111896828
2017,9,111896886
2017,6,111897310
2017,9,111904390
2017,9,111904949
2017,9,111905672
2017,3,111907688
2017,6,111907688
2017,9,111907754
2017,9,111909908
2017,9,111909943
2017,9,111910665
2017,6,111396833
2017,6,111396837
2017,6,111396824
2017,6,111396829
2017,9,111397400
2017,9,111397435
2017,6,111397437
2017,6,111397439
2017,9,111398318
2017,6,111398437
2017,9,111398649
2017,8,111400044
2017,6,111400050
2017,9,111401678
2017,6,111852008
2017,9,111852093
2017,6,111852663
2017,6,111852660
2017,6,111853815
2017,6,111853810
2017,9,111853884
2017,9,111853877
2017,6,111855232
2017,6,111855646
2017,2,111855761
2017,9,111856297
2017,9,111856965
2017,6,111857083
2017,9,111857167
2017,6,111857205
2017,6,111857202
2017,6,111858422
2017,6,111858419
2017,6,115431248
2017,3,115431247
2017,9,115431542
2017,6,111398526
2017,6,111398522
2017,9,111401339
2017,6,111402689
2017,6,111401852
2017,9,111401876
2017,6,111402688
2017,6,111403510
2017,6,111405382
2017,8,111405819
2017,6,110201372
2017,6,110202436
2017,6,110202440
2017,6,110202444
2017,6,110202435
2017,6,110204286
2017,9,110204695
2017,6,110204733
2017,9,110205890
2017,9,110205928
2017,9,110233009
2017,9,110233057
2017,9,110233179
2017,9,110233299
2017,9,110233322
2017,6,110233631
2017,6,110233635
2017,9,110233889
2017,6,110233892
2017,9,110234320
2017,9,110234526
2017,9,110234681
2017,9,110235323
2017,6,110235677
2017,8,110235677
2017,9,110235827
2017,9,110236514
2017,9,110236585
2017,9,110237959
2017,9,110238156
2017,9,110238342
2017,9,110238959
2017,9,110239075
2017,9,110239259
2017,6,110239759
2017,6,110239765
2017,6,110239767
2017,9,110240050
2017,9,110240123
2017,6,110240325
2017,9,110240592
2017,6,110240972
2017,6,110240975
2017,9,113029247
2017,6,113029436
2017,6,113029437
2017,6,113029433
2017,9,113029585
2017,9,113031434
2017,9,113032752
2017,9,113033024
2017,9,113033111
2017,9,113033977
2017,9,113035788
2017,9,113035820
2017,9,113036853
2017,6,111396699
2017,8,111397208
2017,3,111397347
2017,9,111397394
2017,9,111398425
2017,9,111398494
2017,6,111398580
2017,6,111398582
2017,6,111398953
2017,6,111399668
2017,6,111399663
2017,6,111400526
2017,1,111400836
2017,9,111401114
2017,6,111401274
2017,6,111401506
2017,6,111401500
2017,8,111401638
2017,6,111402732
2017,6,111402735
2017,6,111402879
2017,6,111403078
2017,9,111403158
2017,6,111403428
2017,9,111403462
2017,6,111404043
2017,6,111404090
2017,6,111405078
2017,9,110233093
2017,6,110233239
2017,9,110233277
2017,6,110233371
2017,6,110233374
2017,6,110233447
2017,6,110233449
2017,9,110233558
2017,6,110233676
2017,6,110233677
2017,8,110233740
2017,9,110234031
2017,9,110235294
2017,6,110235482
2017,6,110235476
2017,9,110235635
2017,9,110235647
2017,6,110235812
2017,9,110236429
2017,9,110236771
2017,9,110237372
2017,9,110237486
2017,9,110237934
2017,9,110238405
2017,9,110238803
2017,9,110239455
2017,9,110239961
2017,9,110239993
2017,9,110240603
2017,9,110241101
2017,9,110241256
2017,6,111396543
2017,6,111396540
2017,6,111397009
2017,6,111398669
2017,9,111398750
2017,9,111400528
2017,9,111400750
2017,6,111400755
2017,9,111401434
2017,9,111401528
2017,6,111401818
2017,6,111401936
2017,6,111402634
2017,6,111402636
2017,6,111402811
2017,6,111402813
2017,6,111403083
2017,6,111403247
2017,6,111405245
2017,6,111405244
2017,9,111441522
2017,6,111441727
2017,6,111441782
2017,6,111442315
2017,9,111442441
2017,9,111443032
2017,9,111443351
2017,9,111444274
2017,9,111444294
2017,9,111444302
2017,9,111444288
2017,9,111444793
2017,1,111444886
2017,9,111444891
2017,9,111446600
2017,9,111446711
2017,9,111446753
2017,6,111447113
2017,6,111447102
2017,6,111447167
2017,9,111447769
2017,9,111447859
2017,9,111448190
2017,6,111448397
2017,9,111449409
2017,9,111449707
2017,9,111449752
2017,6,111450217
2017,6,111450631
2017,6,111450625
2017,9,111451792
2017,9,111433710
2017,9,111435757
2017,9,111437911
2017,3,111438141
2017,9,111438561
2017,9,111439466
2017,6,111439935
2017,6,111439933
2017,6,111440558
2017,9,111440839
2017,9,111440873
2017,9,111441029
2017,6,111441075
2017,9,111441488
2017,9,111441664
2017,6,111441697
2017,6,111441761
2017,9,111442079
2017,9,111442122
2017,6,111442500
2017,6,111442498
2017,6,111443014
2017,6,111443020
2017,9,111443275
2017,9,111443509
