bias_id,offense_id
21,79954106
21,79955367
21,79955368
21,79955369
21,79954369
21,79952545
21,79955370
21,79952546
21,79958472
21,79950357
21,79955371
21,79955372
21,79950358
21,79954370
21,79953301
21,79954371
21,79954372
21,79951052
21,79955373
21,79954107
21,79953302
21,79956416
21,79951175
21,79953360
21,79959277
21,79953361
21,79953362
21,79954436
21,79951176
21,79959278
21,79955440
21,79954437
21,79959279
21,79954170
21,79954438
21,79959280
21,79953363
21,79955441
21,79951177
21,79951178
21,79955442
21,79956417
21,79956418
21,79955443
21,79951179
21,79956419
21,79953364
21,79954439
21,79954171
21,79956420
21,79956421
21,79955444
21,79954440
21,79955445
21,79953365
21,79959281
21,79956422
21,79953366
21,79955200
21,79956423
21,79955201
21,79956424
21,79955202
21,79955446
21,79955447
21,79951182
21,79961378
21,79960302
21,79959350
21,79960576
21,79951078
21,79955408
21,79955409
21,79950398
21,79951079
21,79950399
21,79955410
21,79954145
21,79955411
21,79955412
21,79959263
21,79955413
21,79959264
21,79950400
21,79954146
21,79959265
21,79954410
21,79950401
21,79954411
21,79954147
21,79955414
21,79951080
21,79953343
21,79954412
21,79955415
21,79954148
21,79953344
21,79953345
21,79959255
21,79953331
21,79954132
21,79959256
21,79951067
21,79954404
21,79959257
21,79954175
21,79955417
21,79954413
21,79954414
21,79950402
21,79953346
21,79954415
21,79959266
21,79955418
21,79950403
21,79959267
21,79951081
21,79950404
21,79950405
21,79951082
21,79953347
21,79951083
21,79956427
21,79956211
21,79961365
21,79956262
21,79954149
21,79955419
21,79955420
21,79951084
21,79955421
21,79951164
21,79953348
21,79954416
21,79954150
21,79954417
21,79953349
21,79951165
21,79951085
21,79954418
21,79951086
21,79959268
21,79955422
21,79954151
21,79955423
21,79951087
21,79954152
21,79954153
21,79951088
21,79953350
21,79951089
21,79954154
21,79953351
21,79953352
21,79955424
21,79959269
21,79954155
21,79955425
21,79955426
21,79954156
21,79954419
21,79955427
21,79954420
21,79954157
21,79951166
21,79951090
21,79951091
21,79954421
21,79954422
21,79955428
21,79954423
21,79955429
21,79954158
21,79955430
21,79955431
21,79955432
21,79959270
21,79959271
21,79954159
21,79954160
21,79954424
21,79959272
21,79954161
21,79954162
21,79955433
21,79951167
21,79951092
21,79954163
21,79953354
21,79955434
21,79954425
21,79959273
21,79951168
21,79953355
21,79951169
21,79951093
21,79955435
21,79951094
21,79983993
21,79981228
21,79983992
21,79983371
21,79983374
21,79954426
21,79951170
21,79954427
21,79951171
21,79954164
21,79955436
21,79954428
21,79951095
21,79954165
21,79954429
21,79954430
21,79959274
21,79973176
21,79954431
21,79953356
21,79956413
21,79959275
21,79954166
21,79951172
21,79953357
21,79956414
21,79953358
21,79954432
21,79954167
21,79959276
21,79954433
21,79956415
21,79955437
21,79951173
21,79951174
21,79954434
21,79955438
21,79953359
21,79954168
21,79955439
21,79954169
21,79954435
21,79954405
21,79954406
21,79953332
21,79951068
21,79954133
21,79953333
21,79953334
21,79954134
21,79955402
21,79951069
21,79950393
21,79950394
21,79953335
21,79955403
21,79953336
21,79954135
21,79954136
21,79951070
21,79950395
21,79950396
21,79954137
21,79951071
21,79954138
21,79950397
21,79951072
21,79953337
21,79951073
21,79959258
21,79954139
21,79954407
21,79954140
21,79954141
21,79953339
21,79951074
21,79955404
21,79951075
21,79959259
21,79959260
21,79959261
21,79955405
21,79954408
21,79954142
21,79953340
21,79951076
21,79953341
21,79954409
21,79955406
21,79954143
21,79959262
21,79951077
21,79953342
21,79954144
21,79955407
21,79960603
21,79959238
21,79953312
21,79950373
21,79955389
21,79951063
21,79954122
21,79950374
21,79954386
21,79950375
21,79950376
21,79954387
21,79950377
21,79954123
21,79954125
21,79959239
21,79950378
21,79959240
21,79954388
21,79954126
21,79953313
21,79953314
21,79953315
21,79954127
21,79950379
21,79954389
21,79953316
21,79959241
21,79955390
21,79951064
21,79953317
21,79954390
21,79955391
21,79950380
21,79950381
21,79954391
21,79955392
21,79950382
21,79953318
21,79959242
21,79959243
21,79955393
21,79953319
21,79953321
21,79954392
21,79959244
21,79959245
21,79955394
21,79953322
21,79953323
21,79959246
21,79950383
21,79959247
21,79953324
21,79953325
21,79955396
21,79951066
21,79954393
21,79954394
21,79954128
21,79954129
21,79950384
21,79955397
21,79950385
21,79954130
21,79959248
21,79950386
21,79950387
21,79953326
21,79959249
21,79955398
21,79953327
21,79955399
21,79950388
21,79954395
21,79950389
21,79950390
21,79953328
21,79954396
21,79954397
21,79950391
21,79959250
21,79959251
21,79953329
21,79954398
21,79954399
21,79950392
21,79954400
21,79955400
21,79954401
21,79954131
21,79954402
21,79959252
21,79959253
21,79954403
21,79953330
21,79955401
21,79959254
21,79959282
21,79951180
21,79955203
21,79951181
21,79955448
21,79955449
21,79959283
21,79953367
21,79954172
21,79956425
21,79953368
21,79951183
21,79956455
21,79960540
21,79959322
21,79951221
21,79960277
21,79956456
21,79951222
21,79960541
21,79959323
21,79951223
21,79960278
21,79959324
21,79951224
21,79956239
21,79961376
21,79956240
21,79960542
21,79960543
21,79960279
21,79956457
21,79961377
21,79959325
21,79951225
21,79951226
21,79956241
21,79959326
21,79959327
21,79961379
21,79956242
21,79951227
21,79960280
21,79960544
21,79962135
21,79962136
21,79960545
21,79958236
21,79962137
21,79956458
21,79956243
21,79959328
21,79960546
21,79962138
21,79960281
21,79960282
21,79959329
21,79960547
21,79956459
21,79959344
21,79960567
21,79960568
21,79962150
21,79960298
21,79960299
21,79958249
21,79960300
21,79960569
21,79960570
21,79960301
21,79956253
21,79958250
21,79957226
21,79956254
21,79958251
21,79958252
21,79957227
21,79960571
21,79956255
21,79960572
21,79958253
21,79962151
21,79956256
21,79957228
21,79959345
21,79960303
21,79958254
21,79957229
21,79959347
21,79957231
21,79962152
21,79959295
21,79959296
21,79956218
21,79951196
21,79961360
21,79956433
21,79951197
21,79956434
21,79951198
21,79959297
21,79951199
21,79959298
21,79961361
21,79956219
21,79956220
21,79954950
21,79960522
21,79954951
21,79954952
21,79961362
21,79960308
21,79960577
21,79954173
21,79955450
21,79959284
21,79953369
21,79959285
21,79959286
21,79961348
21,79954174
21,79951184
21,79961349
21,79959287
21,79959288
21,79955451
21,79955204
21,79956426
21,79955452
21,79956207
21,79955205
21,79951185
21,79956208
21,79956209
21,79951186
21,79955206
21,79951187
21,79951188
21,79961350
21,79954176
21,79956428
21,79961351
21,79961352
21,79956429
21,79959289
21,79951189
21,79954177
21,79961353
21,79954178
21,79954179
21,79956210
21,79956430
21,79951190
21,79959290
21,79951191
21,79954180
21,79961354
21,79961355
21,79959291
21,79959292
21,79955207
21,79954181
21,79954182
21,79961356
21,79954183
21,79951192
21,79956212
21,79955208
21,79954184
21,79956213
21,79961357
21,79960519
21,79956431
21,79956432
21,79956214
21,79961358
21,79951193
21,79959293
21,79956215
21,79951194
21,79960520
21,79954185
21,79954186
21,79961359
21,79954187
21,79951195
21,79984186
21,79981251
21,79959299
21,79959300
21,79954953
21,79960523
21,79956221
21,79951200
21,79956222
21,79959301
21,79956223
21,79951201
21,79960524
21,79951202
21,79961363
21,79959302
21,79951203
21,79951204
21,79954954
21,79956435
21,79954955
21,79959303
21,79960525
21,79960526
21,79959304
21,79956436
21,79956224
21,79951205
21,79961364
21,79956437
21,79959305
21,79960527
21,79959306
21,79954956
21,79960266
21,79956438
21,79956439
21,79959307
21,79956440
21,79951206
21,79951207
21,79956441
21,79956226
21,79959353
21,79957245
21,79961366
21,79960529
21,79956442
21,79960530
21,79960267
21,79959309
21,79951208
21,79960531
21,79960268
21,79960532
21,79959310
21,79956227
21,79960269
21,79961368
21,79960270
21,79960271
21,79956228
21,79951209
21,79960533
21,79951210
21,79959311
21,79956229
21,79956443
21,79956444
21,79956445
21,79956230
21,79959312
21,79981229
21,79981230
21,79988865
21,79985375
21,79977848
21,79981975
21,79985376
21,79977849
21,79985377
21,79988866
21,79977850
21,79983372
21,79988868
21,79977851
21,79985378
21,79962139
21,79958237
21,79956460
21,79956244
21,79960283
21,79959330
21,79956245
21,79958238
21,79960548
21,79960549
21,79960284
21,79960285
21,79959331
21,79962140
21,79960550
21,79962141
21,79960286
21,79956461
21,79960287
21,79956462
21,79962142
21,79956463
21,79958239
21,79960288
21,79960551
21,79956246
21,79958240
21,79960552
21,79958241
21,79960289
21,79956247
21,79962143
21,79958242
21,79960290
21,79959332
21,79957213
21,79959333
21,79960291
21,79960553
21,79957214
21,79960554
21,79959334
21,79957215
21,79960555
21,79958243
21,79957216
21,79959335
21,79960556
21,79957217
21,79956248
21,79957218
21,79958244
21,79960557
21,79960292
21,79960558
21,79960559
21,79957219
21,79957220
21,79958245
21,79962144
21,79960560
21,79962145
21,79960293
21,79957221
21,79959294
21,79960521
21,79956216
21,79956217
21,79962146
21,79957222
21,79959336
21,79957223
21,79959337
21,79960294
21,79960561
21,79959338
21,79960534
21,79976408
21,79960272
21,79956446
21,79959313
21,79951211
21,79960273
21,79956447
21,79961369
21,79960535
21,79951212
21,79959314
21,79951213
21,79960536
21,79960274
21,79960537
21,79959315
21,79956231
21,79951214
21,79960538
21,79959316
21,79959317
21,79956448
21,79959318
21,79961370
21,79961371
21,79951215
21,79956449
21,79960539
21,79956232
21,79961372
21,79956450
21,79959319
21,79956451
21,79961373
21,79951216
21,79956233
21,79951217
21,79956234
21,79961374
21,79956235
21,79951218
21,79951219
21,79956452
21,79960275
21,79959320
21,79959321
21,79956236
21,79956237
21,79961375
21,79956453
21,79960276
21,79951220
21,79956238
21,79956454
21,79961212
21,79959159
21,79962147
21,79960295
21,79956249
21,79956250
21,79956251
21,79960562
21,79959339
21,79958246
21,79960296
21,79960297
21,79960563
21,79959340
21,79960564
21,79957224
21,79958247
21,79959341
21,79957225
21,79959342
21,79956252
21,79959343
21,79962148
21,79958248
21,79962149
21,79960565
21,79960566
21,79960119
21,79958091
21,79958092
21,79960120
21,79962172
21,79957279
21,79957280
21,79962803
21,79958293
21,79960351
21,79957296
21,79959106
21,79959107
21,79959108
21,79981098
21,79959346
21,79957230
21,79960573
21,79956257
21,79960574
21,79956258
21,79960304
21,79960305
21,79959348
21,79956259
21,79960575
21,79960306
21,79958255
21,79962153
21,79977294
21,79958256
21,79958257
21,79960307
21,79959349
21,79957232
21,79958258
21,79957233
21,79960309
21,79960310
21,79957234
21,79958259
21,79962154
21,79959351
21,79960311
21,79962155
21,79956260
21,79984188
21,79984019
21,79959352
21,79958260
21,79956261
21,79958261
21,79960578
21,79960579
21,79960580
21,79962156
21,79959354
21,79957235
21,79957236
21,79956263
21,79958262
21,79958263
21,79960581
21,79960312
21,79960313
21,79957237
21,79958264
21,79956264
21,79956265
21,79956266
21,79960314
21,79962157
21,79959355
21,79959356
21,79960115
21,79962158
21,79960315
21,79962159
21,79960316
21,79957238
21,79960582
21,79960317
21,79962160
21,79960116
21,79962161
21,79957239
21,79957240
21,79960318
21,79958265
21,79958266
21,79960319
21,79958267
21,79960583
21,79962162
21,79957241
21,79960584
21,79958268
21,79960585
21,79962163
21,79960320
21,79956267
21,79957242
21,79956268
21,79958269
21,79957243
21,79957244
21,79958270
21,79962164
21,79960586
21,79960117
21,79958271
21,79962165
21,79957246
21,79956269
21,79956270
21,79958272
21,79958273
21,79981976
21,79981977
21,79988867
21,79983373
21,79981978
21,79977852
21,79977853
21,79981231
21,79981232
21,79981233
21,79957247
21,79960118
21,79969199
21,79962872
21,79963645
21,79963736
21,79973267
21,79968565
21,79962166
21,79958274
21,79960587
21,79960321
21,79956271
21,79960588
21,79958275
21,79956272
21,79958276
21,79960589
21,79957248
21,79956273
21,79956274
21,79956275
21,79956276
21,79960590
21,79958277
21,79958090
21,79961169
21,79965087
21,79965090
21,79961402
21,79960608
21,79962191
21,79957265
21,79960333
21,79960609
21,79962192
21,79960610
21,79957266
21,79960611
21,79957267
21,79958300
21,79964260
21,79960612
21,79957268
21,79960140
21,79964261
21,79960613
21,79957269
21,79962193
21,79958301
21,79960614
21,79960334
21,79957270
21,79960335
21,79962194
21,79960141
21,79964262
21,79964263
21,79962195
21,79958302
21,79958303
21,79957271
21,79962196
21,79962197
21,79964264
21,79960615
21,79958304
21,79957272
21,79962198
21,79957273
21,79960336
21,79958305
21,79958278
21,79957249
21,79960591
21,79962167
21,79962168
21,79958279
21,79958280
21,79960121
21,79960322
21,79957250
21,79962169
21,79962170
21,79960323
21,79956277
21,79962171
21,79957251
21,79958281
21,79960592
21,79957252
21,79958282
21,79957253
21,79960122
21,79962173
21,79958283
21,79962174
21,79960123
21,79956278
21,79962175
21,79960593
21,79962176
21,79962177
21,79958284
21,79957254
21,79956279
21,79960324
21,79960124
21,79962178
21,79957255
21,79960125
21,79956280
21,79960126
21,79960127
21,79957256
21,79960128
21,79960129
21,79957257
21,79960325
21,79958285
21,79962179
21,79960594
21,79960595
21,79962180
21,79958286
21,79956281
21,79957258
21,79956282
21,79960326
21,79957259
21,79958287
21,79962227
21,79962229
21,79961413
21,79958333
21,79956283
21,79962181
21,79956284
21,79960596
21,79964253
21,79962182
21,79960130
21,79962183
21,79958288
21,79960597
21,79958289
21,79960598
21,79965068
21,79964265
21,79960616
21,79960617
21,79960337
21,79960338
21,79962199
21,79957274
21,79960618
21,79957275
21,79964266
21,79958306
21,79964267
21,79960339
21,79958307
21,79958308
21,79958309
21,79960619
21,79960620
21,79957276
21,79958310
21,79960340
21,79964268
21,79964269
21,79960341
21,79957277
21,79960142
21,79962200
21,79964270
21,79957278
21,79962201
21,79960621
21,79962202
21,79962804
21,79961380
21,79957260
21,79958290
21,79960131
21,79964254
21,79962203
21,79964271
21,79964272
21,79957281
21,79957282
21,79958311
21,79964273
21,79961381
21,79961382
21,79962204
21,79961383
21,79961384
21,79962805
21,79962205
21,79960342
21,79962806
21,79962807
21,79964274
21,79958312
21,79957283
21,79961385
21,79964275
21,79960343
21,79957284
21,79962206
21,79961386
21,79962808
21,79961387
21,79960344
21,79960345
21,79962207
21,79957285
21,79962208
21,79961388
21,79960327
21,79958291
21,79960132
21,79960133
21,79960328
21,79960599
21,79958292
21,79962184
21,79957261
21,79960600
21,79964255
21,79960601
21,79958294
21,79960602
21,79957262
21,79957263
21,79962185
21,79960604
21,79962186
21,79962187
21,79958295
21,79960329
21,79960605
21,79960134
21,79964256
21,79960330
21,79960135
21,79960136
21,79964257
21,79960331
21,79960606
21,79964258
21,79964259
21,79958296
21,79960607
21,79957264
21,79958297
21,79958298
21,79960332
21,79960137
21,79960138
21,79960139
21,79962189
21,79958299
21,79962190
21,79962809
21,79960346
21,79962810
21,79957286
21,79964276
21,79961389
21,79962209
21,79957287
21,79961390
21,79962210
21,79961391
21,79961392
21,79964277
21,79965027
21,79965028
21,79960347
21,79965029
21,79962811
21,79962812
21,79961393
21,79960348
21,79965030
21,79965031
21,79960349
21,79957288
21,79960350
21,79961394
21,79962211
21,79962212
21,79961417
21,79962813
21,79958313
21,79965032
21,79957289
21,79962213
21,79960352
21,79960353
21,79965033
21,79962214
21,79962814
21,79957290
21,79961395
21,79965034
21,79958314
21,79960354
21,79960355
21,79965035
21,79962215
21,79962815
21,79962816
21,79961396
21,79958315
21,79961397
21,79958316
21,79961398
21,79960356
21,79962817
21,79957291
21,79962818
21,79962216
21,79958317
21,79958318
21,79962819
21,79958319
21,79960357
21,79958320
21,79962217
21,79957292
21,79962218
21,79960358
21,79958321
21,79962219
21,79962820
21,79962222
21,79969392
21,79967003
21,79969346
21,79973193
21,79976406
21,79981979
21,79985379
21,79981980
21,79981981
21,79977854
21,79985381
21,79966929
21,79972236
21,79972237
21,79965100
21,79966084
21,79959128
21,79962871
21,79965101
21,79959129
21,79961175
21,79961176
21,79962873
21,79961452
21,79961177
21,79965102
21,79959130
21,79961178
21,79962893
21,79968522
21,79966106
21,79966107
21,79981235
21,79959131
21,79963020
21,79965103
21,79966085
21,79961179
21,79962874
21,79959132
21,79961180
21,79963021
21,79959133
21,79963022
21,79963023
21,79961181
21,79961453
21,79961454
21,79963024
21,79959134
21,79962875
21,79961455
21,79963025
21,79965104
21,79963026
21,79966086
21,79959135
21,79965105
21,79961456
21,79959136
21,79961182
21,79965106
21,79965107
21,79962876
21,79966087
21,79959137
21,79961183
21,79961184
21,79959138
21,79959139
21,79963027
21,79961187
21,79959140
21,79968574
21,79968578
21,79961460
21,79961192
21,79963030
21,79963031
21,79961462
21,79965112
21,79981236
21,79985382
21,79988869
21,79985383
21,79959153
21,79972170
21,79965057
21,79957310
21,79965058
21,79961419
21,79962232
21,79961137
21,79961138
21,79962831
21,79961139
21,79965059
21,79962233
21,79957311
21,79962832
21,79962833
21,79957312
21,79958337
21,79957313
21,79962834
21,79962234
21,79961140
21,79962235
21,79961141
21,79962835
21,79962236
21,79961142
21,79962237
21,79961420
21,79962238
21,79961143
21,79962239
21,79958338
21,79957314
21,79957315
21,79961144
21,79957316
21,79957317
21,79962836
21,79957318
21,79958339
21,79957319
21,79957320
21,79961421
21,79961145
21,79962240
21,79962241
21,79961422
21,79958340
21,79962837
21,79962242
21,79957321
21,79961146
21,79958341
21,79957322
21,79957323
21,79965060
21,79961147
21,79965061
21,79957324
21,79965062
21,79961148
21,79962243
21,79957325
21,79965063
21,79961149
21,79961423
21,79957326
21,79961424
21,79962838
21,79961150
21,79965064
21,79962839
21,79961425
21,79959110
21,79961168
21,79957341
21,79961170
21,79961439
21,79959111
21,79962849
21,79959112
21,79958093
21,79959113
21,79959114
21,79958094
21,79965085
21,79959115
21,79962850
21,79961440
21,79959116
21,79962851
21,79959117
21,79958095
21,79958096
21,79965086
21,79958097
21,79961441
21,79961171
21,79958098
21,79965088
21,79965089
21,79961172
21,79958099
21,79962852
21,79958100
21,79958101
21,79965091
21,79959118
21,79962255
21,79962853
21,79961442
21,79961443
21,79962854
21,79958102
21,79962855
21,79962256
21,79965092
21,79960362
21,79960363
21,79962823
21,79965038
21,79960364
21,79961403
21,79960365
21,79960366
21,79962824
21,79965039
21,79957297
21,79961404
21,79958326
21,79957298
21,79965040
21,79965041
21,79958327
21,79962224
21,79961405
21,79958328
21,79961406
21,79957299
21,79960367
21,79965042
21,79957300
21,79961407
21,79965043
21,79962225
21,79958329
21,79961444
21,79959119
21,79962257
21,79959120
21,79959121
21,79962856
21,79958103
21,79958104
21,79959122
21,79961445
21,79962258
21,79958105
21,79962857
21,79962259
21,79962858
21,79962859
21,79962860
21,79965093
21,79962861
21,79961446
21,79958106
21,79961447
21,79962260
21,79961408
21,79961126
21,79962825
21,79962226
21,79961127
21,79962826
21,79961409
21,79957301
21,79961128
21,79965044
21,79957302
21,79958330
21,79958331
21,79961410
21,79965045
21,79961129
21,79961411
21,79957303
21,79965046
21,79957304
21,79965047
21,79957305
21,79962228
21,79961130
21,79961412
21,79961131
21,79962230
21,79957306
21,79965048
21,79958332
21,79957307
21,79958334
21,79961132
21,79965049
21,79958335
21,79957308
21,79961414
21,79961415
21,79962231
21,79961151
21,79957327
21,79965065
21,79962840
21,79961152
21,79961153
21,79961154
21,79958342
21,79958343
21,79962244
21,79957328
21,79961155
21,79961426
21,79962245
21,79961156
21,79965066
21,79957329
21,79962841
21,79965067
21,79961427
21,79961157
21,79965069
21,79962246
21,79961158
21,79959099
21,79961428
21,79959100
21,79961429
21,79965070
21,79962842
21,79961430
21,79962247
21,79962843
21,79961159
21,79965071
21,79962844
21,79962248
21,79965072
21,79961431
21,79959101
21,79965073
21,79961160
21,79959102
21,79961161
21,79965074
21,79961432
21,79962845
21,79961162
21,79962249
21,79961163
21,79962250
21,79965075
21,79962846
21,79965076
21,79957330
21,79961433
21,79965077
21,79962251
21,79958107
21,79962261
21,79961173
21,79962862
21,79961448
21,79962262
21,79958108
21,79962863
21,79962864
21,79962865
21,79959123
21,79959124
21,79961174
21,79962866
21,79959125
21,79965094
21,79965095
21,79959126
21,79965096
21,79962263
21,79962867
21,79962868
21,79966082
21,79966083
21,79962264
21,79965097
21,79962869
21,79961449
21,79965098
21,79965099
21,79959127
21,79962870
21,79961450
21,79965050
21,79961133
21,79965051
21,79961416
21,79961134
21,79958336
21,79965052
21,79957309
21,79965053
21,79961135
21,79965054
21,79961418
21,79962827
21,79961136
21,79965055
21,79962828
21,79965056
21,79962829
21,79962830
21,79962220
21,79961399
21,79957293
21,79958322
21,79960359
21,79960360
21,79965036
21,79957294
21,79958323
21,79962821
21,79957295
21,79958324
21,79961400
21,79965037
21,79962221
21,79960361
21,79958325
21,79962223
21,79961401
21,79962822
21,79961164
21,79957331
21,79957332
21,79961434
21,79957333
21,79965078
21,79959103
21,79959104
21,79965079
21,79961435
21,79965080
21,79957334
21,79957335
21,79959105
21,79962252
21,79957336
21,79961165
21,79965081
21,79965082
21,79962253
21,79957337
21,79961436
21,79962847
21,79961437
21,79962254
21,79962848
21,79961438
21,79957338
21,79957339
21,79961166
21,79957340
21,79959109
21,79965083
21,79961167
21,79965084
21,79981093
21,79968437
21,79968439
21,79966095
21,79961201
21,79962887
21,79965118
21,79961202
21,79961203
21,79965917
21,79968548
21,79968280
21,79965918
21,79966132
21,79968281
21,79966133
21,79965919
21,79963681
21,79968549
21,79968399
21,79959177
21,79968550
21,79965920
21,79968282
21,79968283
21,79963682
21,79963683
21,79966134
21,79959178
21,79963684
21,79963685
21,79965921
21,79968400
21,79968284
21,79959179
21,79959180
21,79968285
21,79968401
21,79968286
21,79966135
21,79984018
21,79965119
21,79961469
21,79959154
21,79963043
21,79961470
21,79966096
21,79961471
21,79965120
21,79962888
21,79959155
21,79963044
21,79962889
21,79966097
21,79966098
21,79961204
21,79966099
21,79961205
21,79976511
21,79971697
21,79985380
21,79981234
21,79969173
21,79971324
21,79966927
21,79961206
21,79961472
21,79961473
21,79966100
21,79961207
21,79961474
21,79965121
21,79961208
21,79963045
21,79966101
21,79962890
21,79965122
21,79965123
21,79965124
21,79959156
21,79962891
21,79966102
21,79965125
21,79959157
21,79965126
21,79961475
21,79968518
21,79968519
21,79963046
21,79972178
21,79969267
21,79971333
21,79962892
21,79968520
21,79966103
21,79965127
21,79963646
21,79961209
21,79966104
21,79965128
21,79966105
21,79959158
21,79968521
21,79961210
21,79963647
21,79966108
21,79963648
21,79965129
21,79968523
21,79961211
21,79963649
21,79961213
21,79965130
21,79965131
21,79961214
21,79968524
21,79959160
21,79961215
21,79963650
21,79966109
21,79963651
21,79961216
21,79966110
21,79968525
21,79963047
21,79959161
21,79968526
21,79963048
21,79965132
21,79963652
21,79968527
21,79965133
21,79965134
21,79965135
21,79961185
21,79961457
21,79963028
21,79962877
21,79961186
21,79961458
21,79966088
21,79966089
21,79962878
21,79961188
21,79959165
21,79968258
21,79968537
21,79968389
21,79968259
21,79968538
21,79966118
21,79968390
21,79965148
21,79968260
21,79968391
21,79968539
