"DATA_YEAR.x" "INCIDENT_ID" "PROP_LOSS_NAME" "PROP_LOSS_DESC" "PROPERTY_VALUE" "PROP_DESC_NAME"
"873" 2017 89854023 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 250 "Money"
"874" 2017 89854118 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 4600 "Jewelry/ Precious Metals"
"875" 2017 89854151 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 900 "Merchandise"
"876" 2017 89854199 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1 "Special"
"877" 2017 89854217 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1900 "Other"
"878" 2017 89854312 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 10000 "Automobile"
"879" 2017 89854354 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 60 "Other"
"880" 2017 89854354 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 30 "Computer Hard/ Software"
"881" 2017 89854354 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 12000 "Money"
"882" 2017 89854383 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 9700 "Jewelry/ Precious Metals"
"883" 2017 89448789 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 200 "Other"
"884" 2017 89448789 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 10 "Money"
"885" 2017 89448789 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 10 "Purse/ Wallet"
"886" 2017 89448789 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Credit/ Debit cards"
"887" 2017 89448409 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1118 "Clothes/ Furs"
"888" 2017 89448469 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 500 "Vehicle Parts"
"889" 2017 89448469 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 7 "Money"
"890" 2017 89448544 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"891" 2017 89448671 "Counterfeited/Forged" "Counterfeited/Forged" 200 "Negotiable Instruments"
"892" 2017 89448739 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 100 "Vehicle Parts"
"893" 2017 97306948 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1 "Other"
"894" 2017 97306990 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1 "Other"
"895" 2017 97685280 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Identity-Intangible"
"896" 2017 97685280 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1248 "Money"
"897" 2017 92050538 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"898" 2017 92050561 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"899" 2017 92050561 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"900" 2017 92050561 "Recovered" "Recovered (to impound property that was previously stolen)" 400 "Firearms"
"901" 2017 92050597 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"902" 2017 92050597 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"903" 2017 92050616 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 7000 "Other"
"904" 2017 92050732 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 25 "Other"
"905" 2017 92050801 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"906" 2017 92050801 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"907" 2017 92050859 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 40 "Other"
"908" 2017 92050877 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"909" 2017 92050902 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 150 "Money"
"910" 2017 92050902 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 200 "Other"
"911" 2017 92050902 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 70 "Purse/ Wallet"
"912" 2017 94738373 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"913" 2017 94738414 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"914" 2017 94738490 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 700 "Money"
"915" 2017 94738490 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Credit/ Debit cards"
"916" 2017 94738490 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 100 "Purse/ Wallet"
"917" 2017 94738554 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 3 "Other"
"918" 2017 94738565 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 350 "Firearms"
"919" 2017 94738574 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 750 "Other"
"920" 2017 94738574 "Counterfeited/Forged" "Counterfeited/Forged" 450 "Money"
"921" 2017 94738599 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 300 "Vehicle Parts"
"922" 2017 94738689 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 600 "Other"
"923" 2017 94738727 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 50 "Other"
"924" 2017 92963329 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1550 "Jewelry/ Precious Metals"
"925" 2017 92963329 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 300 "Radio/ TV/ VCR"
"926" 2017 92963340 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 465 "Other"
"927" 2017 92963452 "None" "None" NA NA
"928" 2017 92963308 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"929" 2017 92963308 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"930" 2017 92963336 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 2116 "Money"
"931" 2017 92963349 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"932" 2017 92963349 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"933" 2017 92963372 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 50 "Other"
"934" 2017 92963395 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 2500 "Merchandise"
"935" 2017 92963395 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 7000 "Money"
"936" 2017 92963453 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 225 "Computer Hard/ Software"
"937" 2017 92963489 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Credit/ Debit cards"
"938" 2017 92963489 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 20 "Other"
"939" 2017 92963489 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 300 "Money"
"940" 2017 92963489 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 25 "Purse/ Wallet"
"941" 2017 92963352 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 25 "Other"
"942" 2017 92963352 "None" "None" NA NA
"943" 2017 92963366 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1000 "Other"
"944" 2017 92963377 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1392 "Merchandise"
"945" 2017 92963393 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"946" 2017 92963393 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"947" 2017 92963424 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 2000 "Tools"
"948" 2017 92963448 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 610 "Merchandise"
"949" 2017 92963475 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"950" 2017 92963483 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 460 "Money"
"951" 2017 92963495 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 2297 "Money"
"952" 2017 92050777 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 250 "Money"
"953" 2017 92050792 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"954" 2017 92050792 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"955" 2017 92050839 "None" "None" NA NA
"956" 2017 92050855 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 600 "Jewelry/ Precious Metals"
"957" 2017 92050861 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"958" 2017 92050909 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"959" 2017 91328296 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1565 "Merchandise"
"960" 2017 91328307 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 80 "Money"
"961" 2017 91328400 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 300 "Purse/ Wallet"
"962" 2017 91328400 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Credit/ Debit cards"
"963" 2017 91328400 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Non Negotiable Instruments"
"964" 2017 91328400 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 150 "Other"
"965" 2017 91328414 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Credit/ Debit cards"
"966" 2017 91328414 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 38 "Other"
"967" 2017 91328414 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 30 "Purse/ Wallet"
"968" 2017 91328430 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 70 "Other"
"969" 2017 91328430 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 143000 "Money"
"970" 2017 91328430 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 65000 "Jewelry/ Precious Metals"
"971" 2017 91328443 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"972" 2017 91328518 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 21939 "Money"
"973" 2017 91328656 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 1 "Other"
"974" 2017 91328670 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"975" 2017 92050608 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 300 "Other"
"976" 2017 92050754 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 800 "Computer Hard/ Software"
"977" 2017 92050798 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"978" 2017 92050816 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"979" 2017 92050829 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 800 "Radio/ TV/ VCR"
"980" 2017 92050838 "None" "None" NA NA
"981" 2017 92050866 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 140 "Other"
"982" 2017 92050866 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 20 "Money"
"983" 2017 92050636 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"984" 2017 92050711 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 530 "Money"
"985" 2017 92050730 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Credit/ Debit cards"
"986" 2017 92050782 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 500 "Money"
"987" 2017 92050782 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 100 "Other"
"988" 2017 92050782 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1500 "Computer Hard/ Software"
"989" 2017 92050873 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"990" 2017 92050922 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 8600 "Industrial Equipment"
"991" 2017 92050922 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 500 "Tools"
"992" 2017 94738361 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 35 "Purse/ Wallet"
"993" 2017 94738361 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 4600 "Money"
"994" 2017 94738361 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1 "Other"
"995" 2017 94738361 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Credit/ Debit cards"
"996" 2017 94738435 "Counterfeited/Forged" "Counterfeited/Forged" 361 "Negotiable Instruments"
"997" 2017 94738447 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 6500 "Jewelry/ Precious Metals"
"998" 2017 94738549 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1100 "Radio/ TV/ VCR"
"999" 2017 94738632 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 1500 "Vehicle Parts"
"1000" 2017 94738698 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 450 "Money"
"1001" 2017 94738698 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 6000 "Jewelry/ Precious Metals"
"1002" 2017 94738711 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 600 "Merchandise"
"1003" 2017 92050567 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 300 "Firearms"
"1004" 2017 92050619 "Recovered" "Recovered (to impound property that was previously stolen)" 20 "Vehicle Parts"
"1005" 2017 92050729 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 35 "Purse/ Wallet"
"1006" 2017 92050729 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Credit/ Debit cards"
"1007" 2017 92050729 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1 "Other"
"1008" 2017 92050808 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 650 "Money"
"1009" 2017 92050808 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Credit/ Debit cards"
"1010" 2017 92050824 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1011" 2017 92555209 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 804 "Clothes/ Furs"
"1012" 2017 92555216 "None" "None" NA NA
"1013" 2017 92555254 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1 "Automobile"
"1014" 2017 92555279 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1015" 2017 92555279 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"1016" 2017 92963312 "None" "None" NA NA
"1017" 2017 92963312 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 1500 "Vehicle Parts"
"1018" 2017 92963312 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 1 "Automobile"
"1019" 2017 92963353 "Recovered" "Recovered (to impound property that was previously stolen)" 1300 "Computer Hard/ Software"
"1020" 2017 92963410 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 523 "Firearms"
"1021" 2017 92963502 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"1022" 2017 94738504 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1023" 2017 94738551 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 2602 "Other"
"1024" 2017 94738551 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 700 "Radio/ TV/ VCR"
"1025" 2017 94738551 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 40 "Money"
"1026" 2017 94738551 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 500 "Jewelry/ Precious Metals"
"1027" 2017 94738593 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 3500 "Other Motor Vehicles"
"1028" 2017 94738638 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 170 "Clothes/ Furs"
"1029" 2017 94738638 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 20 "Other"
"1030" 2017 94738644 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 500 "Other"
"1031" 2017 94738644 "Counterfeited/Forged" "Counterfeited/Forged" 500 "Money"
"1032" 2017 92555073 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 69 "Consumable Goods"
"1033" 2017 92555094 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1 "Automobile"
"1034" 2017 92555113 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 440 "Money"
"1035" 2017 92555129 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1 "Other"
"1036" 2017 92555161 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 750 "Other"
"1037" 2017 92555240 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1038" 2017 92555240 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"1039" 2017 92555256 "Destroyed/Damaged/Vandalized" "Destroyed/Damaged/Vandalized" 675 "Other"
"1040" 2017 92555268 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 100 "Clothes/ Furs"
"1041" 2017 92555268 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 500 "Other"
"1042" 2017 92555268 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 400 "Radio/ TV/ VCR"
"1043" 2017 92963355 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 2500 "Other"
"1044" 2017 92963430 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1045" 2017 92963461 "Recovered" "Recovered (to impound property that was previously stolen)" 1 "Vehicle Parts"
"1046" 2017 92963501 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1047" 2017 92963367 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"1048" 2017 92963367 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1049" 2017 92963384 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1050" 2017 92963394 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1051" 2017 92963465 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1052" 2017 92963500 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Non Negotiable Instruments"
"1053" 2017 92963500 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 30 "Other"
"1054" 2017 92963511 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Credit/ Debit cards"
"1055" 2017 92963511 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1 "Other"
"1056" 2017 94738471 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"1057" 2017 94738471 "Seized" "Seized (to impound property that was not previously stolen)" 250 "Firearms"
"1058" 2017 94738471 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1059" 2017 94738590 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1060" 2017 94738722 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1061" 2017 94738739 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 548 "Tools"
"1062" 2017 91328289 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 25 "Purse/ Wallet"
"1063" 2017 91328289 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 0 "Credit/ Debit cards"
"1064" 2017 91328306 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1 "Automobile"
"1065" 2017 91328376 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"1066" 2017 91328376 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1067" 2017 91328376 "Seized" "Seized (to impound property that was not previously stolen)" 1100 "Firearms"
"1068" 2017 91328401 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 38000 "Automobile"
"1069" 2017 91328463 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1500 "Merchandise"
"1070" 2017 91328630 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1804 "Merchandise"
"1071" 2017 91328642 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1072" 2017 94738408 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"1073" 2017 94738408 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1074" 2017 94738430 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"1075" 2017 94738430 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1076" 2017 94738626 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 600 "Other"
"1077" 2017 94738626 "Counterfeited/Forged" "Counterfeited/Forged" 600 "Money"
"1078" 2017 94738729 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 1 "Other"
"1079" 2017 91328268 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1080" 2017 91328279 "Seized" "Seized (to impound property that was not previously stolen)" NA "Drugs/ Narcotics"
"1081" 2017 91328279 "Seized" "Seized (to impound property that was not previously stolen)" 1 "Drug Equipment"
"1082" 2017 91328437 "Stolen/Etc" "Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)" 200 "Other"
