"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2017,4,114391469
2017,4,114391498
2017,4,114391570
2017,4,114391574
2017,4,114391602
2017,4,114391599
2017,4,114391617
2017,4,114391627
2017,4,114391640
2017,4,114391661
2017,4,114391671
2017,4,114391725
2017,4,114391747
2017,4,114391768
2017,4,114391779
2017,4,114391800
2017,4,114391804
2017,4,114391893
2017,3,114391891
2017,4,114391985
2017,4,114392054
2017,4,114392061
2017,4,114392123
2017,3,114392159
2017,3,114392168
2017,3,114392162
2017,4,114392460
2017,4,114392484
2017,4,114392490
2017,4,114392500
2017,4,114392724
2017,4,114392812
2017,4,114392817
2017,4,114392844
2017,4,114392841
2017,4,114392851
2017,4,114392884
2017,4,114393002
2017,4,114392946
2017,4,114393062
2017,1,114393076
2017,1,114393070
2017,4,114393094
2017,4,114393100
2017,4,114393102
2017,4,114393133
2017,4,114393127
2017,4,114393138
2017,4,114393196
2017,4,114393195
2017,4,114393197
2017,4,114393167
2017,4,114393173
2017,4,114393176
2017,4,114393212
2017,4,114393098
2017,4,114393225
2017,4,114393253
2017,4,114393250
2017,4,114393246
2017,4,114393268
2017,4,114393289
2017,4,114393291
2017,4,114393303
2017,4,114393309
2017,4,114393308
2017,4,114393330
2017,1,114393344
2017,3,114393344
2017,2,114393370
2017,4,114393394
2017,4,114393400
2017,4,114393389
2017,4,114393395
2017,4,114393404
2017,4,114393413
2017,4,114393414
2017,4,114393429
2017,4,114393453
2017,4,110577908
2017,4,110577931
2017,4,110577947
2017,4,110577993
2017,4,110578004
2017,4,110578102
2017,4,110578097
2017,4,110578128
2017,4,110579761
2017,4,110579824
2017,4,110579827
2017,4,110579841
2017,4,110579911
2017,4,110579913
2017,4,110579971
2017,4,110580003
2017,4,110580061
2017,3,110580136
2017,3,110580137
2017,4,110580157
2017,4,110580170
2017,4,110580199
2017,4,110580226
2017,4,110580291
2017,4,110580384
2017,3,110580385
2017,3,110580387
2017,4,110580435
2017,4,110580444
2017,3,110580474
2017,4,110580549
2017,4,110580666
2017,4,110580709
2017,4,110580735
2017,4,110580775
2017,4,110580808
2017,4,110580863
2017,4,110580868
2017,3,110581710
2017,3,110581711
2017,3,110581707
2017,4,110581732
2017,4,110581739
2017,4,110581736
2017,4,110581795
2017,4,110581794
2017,4,110581835
2017,4,110581907
2017,4,110581916
2017,4,118309010
2017,4,118309003
2017,4,118309327
2017,4,118309499
2017,4,118309524
2017,4,118309567
2017,4,118309618
2017,4,118309752
2017,4,118309745
2017,4,118309748
2017,4,118309749
2017,4,118309812
2017,4,118309808
2017,4,118309873
2017,4,118309906
2017,4,118309909
2017,4,118309929
2017,3,118310122
2017,3,118310200
2017,4,118310399
2017,4,112588186
2017,4,112588211
2017,4,112588249
2017,4,112588275
2017,4,112588329
2017,4,112588446
2017,4,112588469
2017,4,112588481
2017,4,112588522
2017,4,112588534
2017,4,112588646
2017,4,112588968
2017,4,112589117
2017,3,112589114
2017,4,112589189
2017,4,112589221
2017,3,111378058
2017,4,111378313
2017,4,111378399
2017,4,110534011
2017,4,110534212
2017,4,110534335
2017,3,110534365
2017,4,110534518
2017,4,110534574
2017,3,110534621
2017,4,110534820
2017,4,110534930
2017,1,110534998
2017,4,110543966
2017,4,110547411
2017,4,110547440
2017,4,110547441
2017,4,110548050
2017,4,110548137
2017,4,110548227
2017,4,110548269
2017,4,110548264
2017,4,110548458
2017,4,120693607
2017,4,120693675
2017,4,120693667
2017,4,120693716
2017,4,120693729
2017,4,120693940
2017,4,120693937
2017,4,120693954
2017,4,120694002
2017,4,120694058
2017,4,120694085
2017,4,120694108
2017,4,120694128
2017,4,120694175
2017,4,120694204
2017,4,120694222
2017,4,120694247
2017,4,120694322
2017,4,120694356
2017,4,120694366
2017,4,120694390
2017,4,120694396
2017,4,120694423
2017,4,120694457
2017,4,120694460
2017,4,120694470
2017,4,120694472
2017,4,120694477
2017,4,120694481
2017,4,120694489
2017,4,120694504
2017,4,120694505
2017,4,120694534
2017,4,120694600
2017,4,120694608
2017,4,120694710
2017,4,120694768
2017,4,120695051
2017,4,120695136
2017,4,120695155
2017,4,120695243
2017,4,120695270
2017,4,120695292
2017,4,120695301
2017,4,117788507
2017,4,117788504
2017,4,117788506
2017,4,117788876
2017,4,117788920
2017,4,117788922
2017,4,117789245
2017,4,117789361
2017,4,117789464
2017,4,117789910
2017,4,117790207
2017,4,117790247
2017,4,117790287
2017,4,117790286
2017,4,117790363
2017,4,117790658
2017,4,117790656
2017,4,117790710
2017,4,117791408
2017,4,117791898
2017,4,117791930
2017,4,117792196
2017,4,117792688
2017,3,117792785
2017,4,117792804
2017,4,117793112
2017,4,117793416
2017,4,117793456
2017,4,117795587
2017,4,117796069
2017,4,117796106
2017,4,117796172
2017,4,117796214
2017,4,117796215
2017,4,117796638
2017,4,117796634
2017,4,117796904
2017,4,117797060
2017,4,117797077
2017,4,117797140
2017,4,117797228
2017,4,117797691
2017,4,117797780
2017,4,117797969
2017,4,117797985
2017,4,117798008
2017,4,117798287
2017,4,117798565
2017,4,110589241
2017,4,110589265
2017,4,110589264
2017,4,117798678
2017,4,110589548
2017,4,117798715
2017,4,110589578
2017,4,110589665
2017,4,110589697
2017,4,110589715
2017,4,110589725
2017,4,110589747
2017,4,110589777
2017,4,110589790
2017,4,110589806
2017,4,110589862
2017,4,117798762
2017,4,110589863
2017,4,110589905
2017,4,110589908
2017,4,110589929
2017,4,110589940
2017,4,110589950
2017,4,110590022
2017,4,110590034
2017,4,110590056
2017,4,110590073
2017,4,110590071
2017,1,110590094
2017,4,110590109
2017,4,110590111
2017,4,110590128
2017,4,110590183
2017,4,110590188
2017,4,110590216
2017,4,110590232
2017,4,117799085
2017,4,110590285
2017,4,110590288
2017,4,110590294
2017,1,117799178
2017,4,117799238
2017,4,117799254
2017,4,117799280
2017,4,117799294
2017,4,117799304
2017,4,117799511
2017,4,117799521
2017,4,117799531
2017,4,117799534
2017,4,110590300
2017,4,110590326
2017,4,110590343
2017,4,110590341
2017,4,117799535
2017,4,110590371
2017,4,110590377
2017,4,117799536
2017,4,110590404
2017,4,110590416
2017,4,110590434
2017,4,117799540
2017,4,110590443
2017,4,117799569
2017,4,110590474
2017,3,117799606
2017,4,110590472
2017,4,110590473
2017,3,117799608
2017,4,117799617
2017,4,110590471
2017,4,110590506
2017,4,110590524
2017,4,110590522
2017,4,110590555
2017,4,110590579
2017,4,110590599
2017,4,117799639
2017,4,110590633
2017,4,110590647
2017,4,110590654
2017,4,110590655
2017,4,110590649
2017,4,110590707
2017,4,117799646
2017,4,117799664
2017,4,117799677
2017,4,117799676
2017,4,117799687
2017,4,117799744
2017,4,117799770
2017,4,117799807
2017,4,110590758
2017,4,110590803
2017,4,110590824
2017,4,110590842
2017,4,110590869
2017,4,110590873
2017,4,110590872
2017,4,110590902
2017,4,110590908
2017,4,110590944
2017,4,112278633
2017,4,112278636
2017,4,112278729
2017,4,112278782
2017,4,112278784
2017,4,112278864
2017,4,112278871
2017,4,112278891
2017,4,112279045
2017,4,112279062
2017,4,112279107
2017,4,112279296
2017,1,112279320
2017,1,112279324
2017,4,112279327
2017,4,112279333
2017,4,112279443
2017,4,112279485
2017,4,112279515
2017,4,112279541
2017,4,112279539
2017,4,112279542
2017,4,112279537
2017,4,112279564
2017,4,112279631
2017,4,112279646
2017,4,112279666
2017,4,112279676
2017,4,112279696
2017,4,110574128
2017,3,112279704
2017,3,110572018
2017,4,112279707
2017,4,112279750
2017,4,112279758
2017,2,112279907
2017,4,112279929
2017,4,112279944
2017,4,112279984
2017,4,112280031
2017,4,112280037
2017,4,112280039
2017,4,112280060
2017,4,112280088
2017,4,112280094
2017,4,112280469
2017,4,112280465
2017,4,112280479
2017,4,112280519
2017,4,112280533
2017,4,112280538
2017,4,112280541
2017,4,112280597
2017,4,112280617
2017,4,112280649
2017,4,112280651
2017,4,112280880
2017,4,112280954
2017,4,112281014
2017,4,112281018
2017,4,112281063
2017,4,112281124
2017,4,112281120
2017,4,112281176
2017,4,112281214
2017,4,112281243
2017,4,110573604
2017,4,110573684
2017,4,110573843
2017,4,110573863
2017,3,110573931
2017,4,110573995
2017,3,113680074
2017,3,113680636
2017,4,113681051
2017,4,113681055
2017,4,113681223
2017,3,113681439
2017,3,113681442
2017,4,113681487
2017,4,113681484
2017,4,113681519
2017,4,113681515
2017,3,113681555
2017,3,113681547
2017,4,113681745
2017,4,113681729
2017,4,113681734
2017,4,113682172
2017,4,113682758
2017,4,113683044
2017,4,113683049
2017,4,113683146
2017,4,113683187
2017,3,113683367
2017,3,112223715
2017,4,112223852
2017,4,112223930
2017,4,112223957
2017,4,112223961
2017,3,112224092
2017,3,112224091
2017,3,112224094
2017,4,110826654
2017,4,110826659
2017,4,110826707
2017,4,110834773
2017,4,110826780
2017,4,110826939
2017,4,110826994
2017,4,110827074
2017,4,110827086
2017,4,110827198
2017,4,110827252
2017,4,110827285
2017,4,110827332
2017,4,110829101
2017,4,110829129
2017,4,110829251
2017,4,110830823
2017,4,110830886
2017,4,110830981
2017,4,110831032
2017,4,110831445
2017,4,110831961
2017,4,110832306
2017,4,110832442
2017,4,110832476
2017,4,110832625
2017,4,110832631
2017,4,110832750
2017,4,110832859
2017,4,110832982
2017,4,110833225
2017,4,110833220
2017,4,110833318
2017,4,110833399
2017,4,110833549
2017,4,110833616
2017,4,110833815
2017,4,110834018
2017,4,110834016
2017,4,110834152
2017,4,110834160
2017,4,110834662
2017,4,110834687
2017,4,110834725
2017,4,110834750
2017,4,110834869
2017,4,110835050
2017,4,110835057
2017,4,110835123
2017,4,110835399
2017,4,110835462
2017,4,110835463
2017,4,110835580
2017,4,110835819
2017,4,110835893
2017,4,110835999
2017,4,110835994
2017,4,110836089
2017,4,110836107
2017,4,110836210
2017,4,110836252
2017,4,110836357
2017,3,110838321
2017,3,110838323
2017,4,110838318
2017,4,110838432
2017,4,110838616
2017,4,110839220
2017,4,110840683
2017,4,110840872
2017,4,110840890
2017,4,110840924
2017,4,110840958
2017,4,112581376
2017,4,112581426
2017,4,112581707
2017,4,112581787
2017,1,112582130
2017,3,112582130
2017,4,112582447
2017,4,112582454
2017,4,112582448
2017,4,112582538
2017,4,112582613
2017,4,112582652
2017,4,112582687
2017,4,112582716
2017,4,112582785
2017,4,112582853
2017,1,112582869
2017,4,112582889
2017,4,112582922
2017,4,112582946
2017,4,112583182
2017,4,112583746
2017,4,112583744
2017,4,112583743
2017,4,112583983
2017,4,112562113
2017,4,112562128
2017,4,112562161
2017,4,112562452
2017,4,112562454
2017,4,112562624
2017,4,112562631
2017,4,112562629
2017,1,112562701
2017,1,112562704
2017,4,112562841
2017,2,112563213
2017,4,112563247
2017,4,112563275
2017,4,112563334
2017,4,112563349
2017,4,112563359
2017,4,112563403
2017,4,112563452
2017,4,112563491
2017,4,112563524
2017,3,112564119
2017,3,112564117
2017,4,112564163
2017,3,112564257
2017,4,112564276
2017,4,112564374
2017,3,112564365
2017,3,112564367
2017,4,112564592
2017,4,112564751
2017,4,112564756
2017,4,112564881
2017,4,112564938
2017,4,112565074
2017,4,112565165
2017,4,112565201
2017,4,112565228
2017,4,112565372
2017,4,112565410
2017,4,112565599
2017,4,112565678
2017,4,112565786
2017,4,112565893
2017,4,112565920
2017,4,112565921
2017,4,112566328
2017,4,112566391
2017,4,112566505
2017,4,112566637
2017,4,112566777
2017,4,112567015
2017,4,112567306
2017,4,112567336
2017,4,112567332
2017,4,112567401
2017,4,112567556
2017,4,112567680
2017,3,112567712
2017,3,112567741
2017,3,112567786
2017,4,112567801
2017,2,112567839
2017,4,110544065
2017,4,110545110
2017,4,110547414
2017,4,110547442
2017,4,110547503
2017,4,110547549
2017,4,110547968
2017,4,110548463
2017,4,110548464
2017,4,110548461
2017,4,110549168
2017,4,110549188
2017,4,110549683
2017,4,110549705
2017,4,110549704
2017,4,110549912
2017,4,110550055
2017,4,110550090
2017,4,110550170
2017,4,110551182
2017,4,110552479
2017,4,110552518
2017,4,112580393
2017,4,112580427
2017,4,112580488
2017,4,112580526
2017,4,112580606
2017,4,112580647
2017,4,112580687
2017,4,112580833
2017,4,112580860
2017,4,112581332
2017,4,112581385
