"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2017,12,120272581,21500208
2017,9,120272821,21500286
2017,2,120272940,21500325
2017,12,120273239,21500419
2017,12,120273368,21500446
2017,10,120273380,21500450
2017,12,120273388,21500451
2017,12,120273433,21500460
2017,12,120273442,21500463
2017,12,120273485,21500474
2017,12,120273682,21500543
2017,3,120273696,21500546
2017,12,120273937,21500612
2017,12,120274020,21500639
2017,12,120274205,21500693
2017,12,120274259,21500707
2017,12,120274395,21500746
2017,9,120277648,21501324
2017,12,120278644,21501521
2017,12,120284186,21502576
2017,2,120291882,21504204
2017,19,120291878,21504200
2017,19,120292234,21504295
2017,4,120292681,21504413
2017,9,120292704,21504425
2017,12,120293598,21504646
2017,6,120293959,21504703
2017,3,120293959,21504702
2017,12,120294025,21504715
2017,12,120294908,21504856
2017,3,120294970,21504864
2017,10,120295170,21504914
2017,12,120295222,21504936
2017,20,120296732,21505352
2017,12,120296930,21505405
2017,12,120299583,21505949
2017,12,120299744,21505983
2017,17,120299744,21505984
2017,11,120299744,21505982
2017,12,120300099,21506081
2017,18,120300099,21506082
2017,12,120300537,21506198
2017,20,120311726,21509008
2017,12,120312287,21509136
2017,9,120312505,21509190
2017,5,120312511,21509192
2017,2,120312521,21509198
2017,12,120312538,21509205
2017,12,120312551,21509210
2017,10,120312667,21509267
2017,12,120312670,21509268
2017,12,120312714,21509287
2017,2,120312715,21509288
2017,12,120312742,21509295
2017,12,120312768,21509308
2017,11,120312789,21509315
2017,12,120312792,21509318
2017,12,120312811,21509326
2017,10,120312818,21509329
2017,12,120312824,21509335
2017,3,120313127,21509456
2017,3,120313110,21509450
2017,12,120293878,21504685
2017,9,120293994,21504708
2017,12,120294002,21504710
2017,12,120294141,21504738
2017,12,120294990,21504867
2017,9,120295270,21504948
2017,9,120296383,21505271
2017,12,120296384,21505272
2017,12,120297007,21505420
2017,12,120299482,21505923
2017,12,120299538,21505936
2017,18,120299698,21505977
2017,25,120299698,21505976
2017,12,120299776,21505987
2017,12,120299785,21505989
2017,12,120299900,21506018
2017,11,120300090,21506079
2017,3,120311695,21509002
2017,12,120312795,21509320
2017,12,120312856,21509348
2017,12,120312895,21509363
2017,12,120312903,21509365
2017,12,120312922,21509373
2017,12,120313018,21509412
2017,3,120313026,21509416
2017,10,120313055,21509430
2017,12,120313097,21509445
2017,12,120313105,21509449
2017,3,120313169,21509474
2017,12,120313242,21509504
2017,12,120313247,21509508
2017,12,120313249,21509509
2017,12,120313283,21509518
2017,12,120313293,21509523
2017,12,120313308,21509527
2017,12,120313593,21509625
2017,12,124398323,22436009
2017,12,120312842,21509342
2017,12,120312869,21509353
2017,12,120312937,21509383
2017,22,120312933,21509379
2017,12,120313197,21509485
2017,12,120313217,21509491
2017,22,120313235,21509499
2017,5,120313238,21509500
2017,5,120313239,21509502
2017,12,120332230,21514069
2017,12,120332253,21514082
2017,12,120332299,21514100
2017,12,120332310,21514104
2017,20,120332336,21514114
2017,12,120332394,21514132
2017,10,120332393,21514131
2017,3,120332410,21514134
2017,12,120332469,21514150
2017,12,120332886,21514277
2017,19,120337141,21515299
2017,18,120337351,21515344
2017,12,120312820,21509331
2017,12,120312834,21509339
2017,9,120312852,21509347
2017,12,120312861,21509349
2017,3,120312862,21509350
2017,12,120312934,21509380
2017,3,120313012,21509411
2017,3,120313166,21509473
2017,12,120313195,21509484
2017,12,120313210,21509488
2017,12,120313246,21509507
2017,12,120313278,21509516
2017,12,120313305,21509525
2017,3,120313145,21509466
2017,12,120313181,21509479
2017,12,120313231,21509497
2017,12,120313256,21509511
2017,2,120313258,21509512
2017,12,120313143,21509465
2017,10,120313152,21509469
2017,12,120332422,21514139
2017,12,120333079,21514318
2017,12,120337117,21515296
2017,12,120339079,21515679
2017,12,120339449,21515766
2017,12,120339478,21515773
2017,3,120341081,21516120
2017,9,120341081,21516121
2017,12,120341092,21516126
2017,12,120332221,21514066
2017,12,120332263,21514085
2017,12,120332354,21514121
2017,12,120332361,21514122
2017,12,120335520,21514896
2017,12,120337127,21515297
2017,12,120337149,21515300
2017,12,120337189,21515308
2017,3,120337191,21515309
2017,20,120337293,21515327
2017,12,120317260,21510580
2017,12,120332349,21514119
2017,3,120339021,21515661
2017,12,120339063,21515672
2017,12,120339078,21515678
2017,19,120339082,21515680
2017,19,120339180,21515704
2017,12,120332283,21514093
2017,12,120332348,21514118
2017,18,120335549,21514906
2017,12,120335577,21514916
2017,12,120337361,21515348
2017,18,120340995,21516097
2017,12,120340995,21516096
2017,18,120341046,21516111
2017,12,120341055,21516113
2017,12,120341173,21516142
2017,11,120339052,21515667
2017,12,120339086,21515682
2017,18,120339149,21515696
2017,12,120339171,21515700
2017,12,120339471,21515771
2017,12,120341012,21516102
2017,12,120341093,21516127
2017,2,120271875,21500080
2017,12,120272522,21500189
2017,9,120272694,21500243
2017,12,120272987,21500340
2017,12,120273051,21500364
2017,3,120273188,21500399
2017,12,120273245,21500422
2017,12,120273360,21500443
2017,12,120273361,21500444
2017,9,120273498,21500479
2017,12,120273526,21500490
2017,12,120273618,21500522
2017,12,120273673,21500540
2017,12,120273746,21500556
2017,3,120273797,21500570
2017,12,120273926,21500607
2017,12,120274183,21500688
2017,12,120274462,21500769
2017,12,120274718,21500787
2017,12,120291754,21504172
2017,12,120293942,21504698
2017,3,120293974,21504705
2017,12,120294914,21504858
2017,12,120294992,21504869
2017,12,120295066,21504882
2017,18,120295138,21504902
2017,12,120295264,21504944
2017,11,120296858,21505386
2017,18,120296956,21505410
2017,12,120296998,21505416
2017,20,120298019,21505670
2017,20,120298013,21505669
2017,12,120206995,21482681
2017,12,120207012,21482689
2017,12,120215431,21485003
2017,12,120217588,21485436
2017,12,120229762,21488417
2017,20,120270482,21499808
2017,12,120270698,21499834
2017,11,120271864,21500076
2017,12,120272126,21500132
2017,6,120272590,21500212
2017,12,120272634,21500222
2017,12,120272654,21500230
2017,12,120272722,21500251
2017,12,120272799,21500273
2017,12,120272911,21500318
2017,12,120273168,21500389
2017,9,120273205,21500407
2017,9,120273203,21500406
2017,12,120273327,21500437
2017,12,120273489,21500476
2017,12,120273500,21500481
2017,12,120273635,21500528
2017,12,120273736,21500555
2017,12,120273928,21500608
2017,18,120273976,21500625
2017,12,120274040,21500647
2017,18,120274111,21500666
2017,12,120274170,21500684
2017,12,120274277,21500710
2017,12,120274341,21500733
2017,12,120274414,21500753
2017,12,120274458,21500767
2017,12,120290959,21503904
2017,12,120290960,21503905
2017,12,120278129,21501413
2017,12,120278478,21501498
2017,12,120278535,21501508
2017,12,120280670,21501967
2017,20,120290941,21503901
2017,12,120290955,21503903
2017,12,120206862,21482648
2017,12,120206948,21482670
2017,9,120206999,21482683
2017,12,120211497,21484022
2017,12,120220515,21486153
2017,12,120225127,21487328
2017,12,120225130,21487330
2017,12,120229746,21488411
2017,12,120235168,21489694
2017,12,120161443,21472306
2017,12,120176939,21475728
2017,2,120182754,21477006
2017,12,120183135,21477090
2017,10,120183193,21477109
2017,12,120183212,21477114
2017,12,120183255,21477130
2017,12,120183294,21477147
