"DATA_YEAR","VICTIM_ID","INJURY_ID"
2017,100378541,5
2017,100378649,4
2017,100378739,5
2017,100378810,5
2017,100379311,5
2017,100379309,5
2017,100379334,4
2017,100379464,4
2017,100379480,4
2017,100379973,4
2017,100379999,5
2017,100380152,5
2017,100380157,5
2017,100380290,5
2017,100380591,5
2017,100380597,5
2017,100380605,5
2017,100380648,4
2017,100380643,4
2017,100380816,5
2017,100380909,4
2017,100381546,5
2017,100381831,5
2017,100382447,4
2017,100382530,2
2017,100382536,2
2017,100383473,4
2017,100384344,5
2017,100384379,4
2017,100384428,5
2017,100384424,4
2017,100384469,5
2017,100385040,4
2017,100385247,5
2017,100385542,5
2017,100385703,3
2017,100386311,4
2017,100386320,4
2017,100386596,5
2017,100387744,5
2017,100402360,5
2017,100402561,4
2017,100402635,5
2017,100402634,5
2017,100402630,5
2017,100402646,5
2017,100402670,4
2017,100402794,5
2017,100404510,5
2017,100404687,5
2017,100404782,5
2017,100405338,5
2017,100405459,5
2017,100405697,4
2017,100405783,5
2017,100405914,4
2017,100406170,4
2017,100406447,5
2017,100410936,5
2017,100411261,5
2017,100411312,5
2017,100411368,5
2017,100411893,5
2017,100412482,5
2017,100412618,5
2017,100412626,5
2017,100412633,5
2017,100413131,5
2017,100413245,5
2017,100413760,5
2017,100414277,8
2017,100414581,4
2017,100414607,5
2017,100414672,5
2017,100414901,2
2017,100415058,5
2017,100415101,4
2017,100415512,3
2017,100415675,5
2017,100415887,5
2017,100415913,5
2017,100416012,5
2017,100416089,4
2017,100416094,4
2017,100416107,4
2017,100416098,6
2017,100416087,4
2017,100416471,5
2017,100416524,4
2017,100416819,4
2017,100417013,4
2017,100417366,4
2017,100418136,4
2017,100418208,5
2017,100418600,5
2017,100419217,5
2017,100419312,4
2017,100419374,5
2017,100419916,5
2017,100419911,5
2017,100420171,4
2017,100420383,4
2017,100420568,5
2017,100420570,5
2017,100420909,5
2017,100421010,4
2017,100421018,4
2017,100421414,4
2017,100421488,4
2017,100421617,4
2017,100421874,5
2017,100421931,5
2017,100421993,5
2017,100422078,4
2017,100422571,5
2017,100422584,4
2017,100422739,5
2017,100422740,4
2017,100422777,4
2017,100422935,1
2017,100423082,4
2017,100423173,4
2017,100423921,4
2017,100423999,4
2017,100424437,5
2017,100424514,3
2017,100424981,5
2017,100425029,5
2017,100425142,4
2017,100425209,4
2017,100425380,5
2017,100425613,4
2017,100425647,5
2017,100425847,5
2017,100425840,5
2017,100426045,4
2017,100426560,4
2017,100426633,4
2017,100426635,5
2017,100426648,5
2017,100426933,4
2017,100426944,8
2017,100427483,4
2017,100427501,4
2017,100427918,5
2017,100428173,5
2017,100428179,4
2017,100428177,4
2017,100428287,5
2017,100428320,4
2017,100428371,8
2017,100428485,4
2017,100428525,5
2017,100428578,4
2017,100428709,4
2017,100428706,4
2017,100428910,4
2017,100428991,5
2017,100429160,5
2017,100429166,4
2017,100429261,5
2017,100429380,5
2017,100429375,4
2017,100429368,4
2017,100429402,4
2017,100429459,5
2017,100429571,4
2017,100429585,5
2017,100429669,5
2017,100429728,4
2017,100429723,4
2017,100429767,4
2017,100429981,2
2017,100430441,5
2017,100430641,3
2017,100430688,5
2017,100430783,5
2017,100430795,5
2017,100431016,4
2017,100431218,6
2017,100431469,4
2017,100431688,5
2017,100432429,4
2017,100432639,4
2017,100432634,4
2017,100432650,5
2017,100432664,5
2017,100432699,4
2017,100432730,5
2017,100432808,3
2017,100432909,4
2017,100432998,4
2017,100433158,5
2017,100433229,5
2017,100433722,8
2017,100433769,4
2017,100434078,5
2017,100434704,5
2017,100434796,4
2017,100434964,5
2017,100435062,4
2017,100435302,4
2017,100435347,5
2017,100435899,3
2017,100435967,3
2017,100436685,5
2017,100436991,4
2017,100437108,5
2017,100437223,5
2017,100437310,4
2017,100437950,5
2017,100437955,4
2017,100438643,5
2017,100438726,5
2017,100438888,5
2017,100438886,5
2017,100439119,4
2017,100439120,4
2017,100439214,4
2017,100439424,4
2017,100439849,5
2017,100440116,5
2017,100440113,4
2017,100440396,4
2017,100440641,4
2017,100441434,4
2017,100441794,5
2017,100441804,4
2017,100441857,5
2017,100441979,2
2017,100441979,6
2017,100441979,3
2017,100441993,5
2017,100442006,4
2017,100442017,5
2017,100442022,5
2017,100442112,5
2017,100442134,4
2017,100442736,4
2017,100442769,5
2017,100443208,4
2017,100443412,5
2017,100443927,5
2017,100444181,4
2017,100444294,4
2017,100444334,4
2017,100444377,5
2017,100444453,5
2017,100444476,5
2017,100444504,5
2017,100444807,5
2017,100444893,5
2017,100445016,5
2017,100445070,5
2017,100445087,4
2017,100445261,4
2017,100445346,5
2017,100445661,5
2017,100446053,5
2017,100446102,4
2017,100446160,5
2017,100446164,5
2017,100446214,4
2017,100446243,4
2017,100446331,5
2017,100446442,5
2017,100446617,4
2017,100446622,4
2017,100447112,5
2017,100447236,5
2017,100447520,5
2017,100447750,5
2017,100447813,5
2017,100447841,8
2017,100447841,6
2017,100447869,5
2017,100448380,4
2017,100448484,4
2017,100448545,5
2017,100448658,5
2017,100448841,4
2017,100448902,4
2017,100448922,4
2017,100455041,5
2017,100455231,5
2017,100458260,4
2017,100458287,5
2017,100458491,5
2017,100458628,4
2017,100458636,5
2017,100458929,4
2017,100459360,4
2017,100459806,4
2017,100459944,5
2017,100460178,4
2017,100460240,4
2017,100461966,4
2017,100462107,5
2017,100463610,4
2017,100464209,4
2017,100464522,5
2017,100464520,5
2017,100472684,5
2017,100473612,5
2017,100473702,6
2017,100473702,8
2017,100475284,5
2017,100475394,5
2017,100475525,4
2017,100476008,4
2017,100476069,5
2017,100476170,4
2017,100476567,4
2017,100476564,4
2017,100476759,4
2017,100476982,4
2017,100477045,4
2017,100477175,5
2017,100477406,4
2017,100477675,2
2017,100478260,5
2017,100478528,3
2017,100478543,5
2017,100478545,5
2017,100478640,4
2017,100478702,4
2017,100478924,5
2017,100479066,5
2017,100479231,4
2017,100479393,4
2017,100479405,4
2017,100479439,4
2017,100479621,5
2017,100479656,4
2017,100479842,5
2017,100480089,4
2017,100480126,5
2017,100480454,4
2017,100481031,5
2017,100481392,5
2017,100481665,4
2017,100481780,4
2017,100481971,5
2017,100482822,4
2017,100482908,4
2017,100483658,5
2017,100483677,5
2017,100483649,5
2017,100483655,5
2017,100483665,5
2017,100485363,4
2017,100485448,5
2017,100485579,5
2017,100485644,4
2017,100485703,4
2017,100485748,4
2017,100485979,4
2017,100486163,5
