"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2017,100424400,10,
2017,100431101,10,
2017,100434323,9,
2017,100625187,1,
2017,105696688,9,
2017,105718760,1,
2017,100378957,10,
2017,100396831,9,
2017,100421186,1,
2017,100421607,1,
2017,100442115,1,
2017,100445257,10,
2017,100535233,10,
2017,100552271,10,
2017,100589971,9,
2017,100636967,10,
2017,100477249,6,
2017,100481765,1,
2017,100388391,1,
2017,100515683,1,
2017,100588969,1,
2017,100650905,10,
2017,105689158,1,
2017,100375858,1,
2017,100425039,9,
2017,100431919,10,
2017,100531341,1,
2017,100651221,9,
2017,100660889,10,
2017,105836909,1,
2017,105785168,2,
2017,105791186,1,
2017,105807193,1,
2017,105822464,10,
2017,110697401,10,
2017,105676951,1,
2017,105820631,1,
2017,100352904,1,
2017,105683773,9,
2017,100363453,1,
2017,100365593,9,
2017,100366266,9,
2017,105697853,1,
2017,105733227,1,
2017,105799059,8,
2017,105696188,10,
2017,105718401,1,
2017,105743295,1,
2017,105766142,1,
2017,105784204,10,
2017,105785540,1,
2017,106557121,1,
2017,109998813,9,
2017,106592311,10,
2017,105781624,1,
2017,100473123,10,
2017,100473860,9,
2017,100484335,1,
2017,100489279,1,
2017,100496959,1,
2017,100509871,1,
2017,100563773,10,
2017,100570924,1,
2017,100532072,1,
2017,100565508,10,
2017,100604796,10,
2017,100644010,1,
2017,100658919,9,
2017,100660989,8,
2017,100505038,1,
2017,100591772,10,
2017,100598074,10,
2017,100614500,1,
2017,100614500,6,
2017,100617129,9,
2017,105791972,1,
2017,100581711,9,
2017,100352470,1,
2017,100430875,1,
2017,100441072,9,
2017,100458340,1,
2017,100532037,1,
2017,100533230,1,
2017,100551612,2,
2017,100597758,9,
2017,100442555,1,
2017,100444221,1,
2017,100628470,1,
2017,100634133,1,
2017,100639241,10,
2017,100639419,1,
2017,100655460,1,
2017,100655478,1,
2017,100661395,2,
2017,105819903,1,
2017,100421814,1,
2017,100448102,10,
2017,100629201,9,
2017,100486690,10,
2017,100481666,6,
2017,100664236,1,
2017,100666416,1,
2017,100350599,6,
2017,100362158,1,
2017,100416799,10,
2017,100419069,10,
2017,100479297,1,
2017,100423149,9,
2017,100353018,1,
2017,100424486,1,
2017,100428153,1,
2017,105704655,9,
2017,105755323,9,
2017,105772882,10,
2017,105769777,9,
2017,100394233,9,
2017,105824550,9,
2017,100429266,1,
2017,100494078,1,
2017,100478611,1,
2017,100559292,1,
2017,100645409,1,
2017,100541164,9,
2017,100599187,10,
2017,100652310,9,
2017,110065098,9,
2017,100362357,6,
2017,100363349,9,
2017,100379186,9,
2017,100402653,10,
2017,100405605,1,
2017,100417942,1,
2017,100427970,1,
2017,100427968,1,
2017,100428568,1,
2017,106459468,9,
2017,106483850,9,
2017,110077081,1,
2017,106443997,10,
2017,106570972,9,
2017,105809988,9,
2017,105821233,1,
2017,100441597,1,
2017,111052662,1,
2017,105682975,1,
2017,105687594,1,
2017,105714924,10,
2017,105810666,1,
2017,105810666,9,
2017,105826127,9,
2017,105694142,10,
2017,105835471,1,
2017,106460095,1,
2017,105787783,10,
2017,105768680,10,
2017,105791628,9,
2017,106575771,9,
2017,112055410,9,
2017,106551060,9,
2017,106551717,9,
2017,105729422,1,
2017,105796005,1,
2017,105798777,10,
2017,106592297,9,
2017,106462659,1,
2017,105732108,1,
2017,105753843,1,
2017,105795265,1,
2017,105839482,9,
2017,105677705,9,
2017,100572212,9,
2017,105720856,9,
2017,105735270,1,
2017,105771806,1,
2017,105776525,1,
2017,100570903,6,
2017,100571897,9,
2017,100575520,10,
2017,100581998,9,
2017,105685792,1,
2017,112136134,9,
2017,112136134,6,
2017,109994336,1,
2017,110050353,10,
2017,112061771,9,
2017,105770538,10,
2017,105773005,1,
2017,100666385,1,
2017,100475537,1,
2017,100496423,10,
2017,100496525,6,
2017,100505066,1,
2017,100505461,10,
2017,100362597,9,
2017,100373262,1,
2017,100394184,9,
2017,100432917,10,
2017,100496752,9,
2017,100539212,10,
2017,100558343,1,
2017,100569647,10,
2017,100573546,3,
2017,100578814,10,
2017,100580343,10,
2017,100580839,10,
2017,100582599,9,
2017,100458561,10,
2017,100597600,10,
2017,100617303,2,
2017,100620388,10,
2017,100629442,10,
2017,100366398,9,
2017,100389225,1,
2017,100393158,1,
2017,100399056,1,
2017,100447033,1,
2017,100374729,1,
2017,100423925,1,
2017,100434765,1,
2017,100435958,1,
2017,100459332,1,
2017,100442092,1,
2017,100500500,6,
2017,100535423,9,
2017,100558053,1,
2017,100558053,9,
2017,100566251,9,
2017,100582637,1,
2017,100590433,9,
2017,100590597,9,
2017,100600805,10,
2017,100653077,1,
2017,100424381,9,
2017,100441898,1,
2017,100566872,9,
2017,100622232,1,
2017,100359399,1,
2017,100399686,1,
2017,100536178,1,
2017,105681649,1,
2017,105682795,10,
2017,100376570,9,
2017,100380001,10,
2017,100417856,9,
2017,100430329,1,
2017,100360520,10,
2017,100434609,1,
2017,100365825,1,
2017,100423578,10,
2017,100436676,2,
2017,100478632,1,
2017,100481714,6,
2017,100460191,1,
2017,100545886,9,
2017,100563187,10,
2017,100578043,10,
2017,105826809,9,
2017,100428401,1,
2017,100433330,9,
2017,100599865,9,
2017,100624555,9,
2017,100666470,9,
2017,106573155,1,
2017,105766445,6,
2017,105817056,1,
2017,106459144,1,
2017,105821499,1,
2017,100355609,9,
2017,100360851,1,
2017,100366504,1,
2017,105824085,9,
2017,105779940,1,
2017,105818010,10,
2017,106551812,1,
2017,106591707,1,
2017,106591879,10,
2017,105784588,10,
2017,110051882,10,
2017,105786538,1,
2017,100505344,1,
2017,100526441,9,
2017,100511114,10,
2017,100514697,1,
2017,100558291,9,
2017,100560084,1,
2017,100574497,12,1
2017,100533639,10,
2017,100562144,1,
2017,100562329,10,
2017,100576268,9,
2017,100577393,10,
2017,100387567,1,
2017,100481160,6,
2017,100629007,1,
2017,100655908,4,
2017,100656555,6,
2017,100479443,1,
2017,100535228,10,
2017,100597612,10,
2017,100600762,10,
2017,100427443,1,
2017,105779346,10,
2017,100429686,10,
2017,100460499,1,
2017,105788094,1,
2017,100486554,9,
2017,105796433,9,
2017,100534954,10,
2017,100608927,1,
2017,100360643,10,
2017,100426999,1,
2017,100428129,8,
2017,100429467,1,
2017,100437261,6,
2017,100447233,1,
2017,100475374,3,
2017,100610274,9,
2017,100656010,1,
2017,100396574,9,
2017,100420664,9,
2017,100641850,2,
2017,100655454,1,
2017,100658473,9,
2017,100473970,9,
2017,100549325,1,
2017,100574955,1,
2017,100618927,9,
2017,100642021,1,
2017,100656859,1,
2017,100545626,1,
2017,100662856,9,
2017,100354180,1,
2017,100588769,9,
2017,100375088,1,
2017,100376670,1,
2017,100399975,9,
2017,100420862,6,
2017,100459375,6,
2017,100415698,1,
2017,100420443,10,
2017,100352142,1,
2017,100366372,1,
2017,105723086,9,
2017,105702021,9,
2017,105720241,1,
2017,105797075,9,
2017,100369268,1,
2017,100433508,10,
2017,100458291,1,
2017,100565745,10,
2017,100589126,1,
2017,100598577,9,
2017,100625747,1,
2017,100462551,1,
2017,100474764,1,
2017,100478515,1,
2017,100565682,1,
2017,100594404,10,
2017,100597632,9,
2017,100598334,1,
2017,100598833,10,
2017,100626469,1,
2017,100569767,9,
2017,100618357,1,
2017,100353882,1,
2017,100368864,10,
2017,100389631,10,
2017,100587659,9,
2017,100619496,3,
2017,112046369,1,
2017,112120087,10,
2017,105719826,9,
2017,105771365,1,
2017,106463028,9,
2017,100358176,1,
2017,100370334,10,
2017,100377422,1,
2017,100386401,2,
2017,100387534,9,
2017,100415671,1,
2017,105815339,6,
2017,105676976,1,
2017,105799360,9,
2017,105818912,10,
2017,106443746,9,
2017,112129732,9,
2017,106592024,6,
2017,106592024,1,
2017,100510586,10,
2017,100531643,1,
2017,100527965,9,
2017,100534093,10,
2017,105766195,1,
2017,112060340,9,
2017,105836609,9,
2017,105794489,1,
2017,105735203,10,
2017,105737762,8,
2017,105790531,10,
2017,105748477,10,
2017,106551424,9,
2017,106461028,9,
2017,106483953,1,
2017,105820566,1,
2017,105716344,8,
2017,105728125,11,3
2017,106621202,6,
2017,105785791,1,
2017,105793457,6,
2017,105686119,10,
2017,105766665,6,
2017,106574061,9,
2017,100577087,10,
2017,100581699,9,
2017,100589305,9,
2017,100532243,1,
2017,105719939,1,
2017,105766638,1,
2017,105775386,1,
2017,100570337,1,
2017,105798459,10,
2017,106579120,10,
2017,106579126,9,
2017,105791927,9,
2017,112131779,1,
2017,110025063,6,
2017,111014787,1,
2017,105773258,9,
2017,105776073,1,
2017,110079926,6,
2017,105821483,1,
2017,100458562,10,
2017,100492077,10,
2017,100443553,9,
2017,100387168,9,
2017,100442396,1,
2017,100458237,10,
2017,100464614,1,
2017,100475664,1,
2017,100478944,1,
2017,100510715,1,
2017,100532208,1,
2017,100551318,10,
2017,100557586,10,
2017,100557792,10,
2017,100561845,4,
2017,100587229,4,
2017,100593648,9,
2017,100595216,10,
2017,100651199,10,
2017,100486231,1,
2017,100531450,10,
2017,100534460,10,
2017,100568220,1,
2017,100582079,1,
2017,100582087,1,
2017,100657955,1,
2017,100378449,10,
2017,100367177,9,
2017,100364527,9,
2017,100441670,10,
2017,100445623,10,
2017,100459112,1,
2017,100459635,9,
2017,100459946,9,
2017,100484726,6,
2017,100548580,10,
2017,100575787,1,
2017,100590407,1,
2017,100597313,9,
2017,100639310,1,
2017,100640162,9,
2017,100651572,1,
2017,100364285,9,
2017,100364959,6,
2017,100447141,9,
2017,100558482,1,
2017,100559035,10,
2017,100566658,1,
2017,100571473,10,
2017,100572030,9,
2017,100572874,4,
2017,100579695,1,
2017,100585945,9,
2017,100598888,10,
2017,100612095,9,
2017,100475400,1,
2017,100478835,1,
2017,100545769,1,
2017,105714544,1,
2017,100395188,10,
2017,100448997,1,
2017,100430391,1,
2017,100367209,8,
2017,100547566,2,
2017,100567481,1,
2017,100619087,9,
2017,100370803,9,
2017,100374329,9,
2017,100382559,9,
2017,100535137,10,
2017,100414973,10,
2017,100417063,2,
2017,100425010,10,
2017,100433026,1,
2017,100474989,9,
2017,100520567,1,
2017,100586657,1,
2017,100590279,10,
2017,100590933,1,
2017,100593198,6,
2017,100623707,9,
2017,100642729,9,
2017,100643291,1,
2017,106462122,1,
2017,105756785,10,
2017,105778552,1,
2017,105824204,1,
2017,105732593,1,
2017,105775938,10,
2017,105779245,6,
2017,105780769,1,
2017,105794135,10,
2017,106460731,1,
2017,105812627,1,
2017,105818007,9,
2017,106615431,9,
2017,106574146,6,
2017,106612068,1,
2017,106578818,1,
2017,105735003,9,
2017,105797937,10,
2017,105788117,1,
2017,105797261,9,
2017,105785786,6,
2017,105735196,1,
2017,105798776,10,
2017,105695942,1,
2017,105717614,6,
2017,105701372,1,
2017,105773234,1,
2017,105801047,10,
2017,106551533,1,
2017,105687710,1,
2017,100354486,9,
2017,100577753,10,
2017,105785392,10,
2017,105678139,9,
2017,105701689,1,
2017,105787978,1,
2017,105837045,6,
2017,105797339,9,
2017,105798929,1,
2017,105776671,9,
2017,100476564,9,
2017,100479592,1,
2017,100485696,1,
2017,100504992,10,
2017,100405718,9,
2017,100438601,1,
2017,100545386,10,
2017,100558163,9,
2017,100559287,10,
2017,100388392,1,
2017,100587105,10,
2017,100557588,10,
2017,100568118,9,
2017,100577221,1,
2017,100589654,9,
2017,100595427,9,
2017,100601664,10,
2017,100643219,1,
2017,100574357,9,
2017,100582080,1,
2017,100662703,1,
2017,100419510,1,
2017,100388408,6,
2017,100361746,9,
2017,100429600,1,
2017,100439508,1,
2017,100458350,1,
2017,100574637,9,
2017,100585502,1,
2017,100596650,1,
2017,100621398,9,
2017,100641234,9,
2017,100525765,1,
2017,100402818,9,
2017,100437550,1,
2017,100486379,1,
2017,100560106,5,
2017,100551549,1,
2017,100574254,1,
2017,100592302,10,
2017,100593607,11,3
2017,100421698,1,
2017,100448594,9,
2017,100623837,9,
2017,105701443,1,
2017,100364505,1,
2017,100441933,1,
2017,100533172,10,
2017,100582121,1,
2017,100385762,1,
2017,100421282,1,
2017,100448453,1,
2017,100462292,9,
2017,100485339,10,
2017,100349901,9,
2017,100352159,6,
2017,100478596,1,
2017,105743289,1,
2017,100536213,9,
2017,100401208,9,
2017,100479960,1,
2017,100520572,1,
2017,100551609,1,
2017,100666053,1,
2017,100642247,9,
2017,100653635,10,
2017,100654345,6,
2017,100665998,1,
2017,100354133,9,
2017,105731429,1,
2017,105766156,1,
2017,105776573,9,
2017,105839253,1,
2017,105701166,1,
2017,105819545,9,
2017,100353497,1,
2017,100353586,1,
2017,105715565,9,
2017,105717830,1,
2017,105733444,1,
2017,105767420,6,
2017,105810331,10,
2017,105703126,2,
2017,105784216,10,
2017,105785034,9,
2017,110025088,1,
2017,105750805,10,
2017,105791944,2,
2017,106460720,2,
2017,110059175,1,
2017,110698528,17,
2017,100483967,1,
2017,100500230,1,
2017,100560986,5,
2017,100561379,9,
2017,100562151,1,
2017,100563222,9,
2017,100564932,4,
2017,100573910,9,
2017,100574239,8,
2017,100581959,1,
2017,100594261,9,
2017,100629878,1,
2017,100588149,1,
2017,100593740,10,
2017,100594114,9,
2017,100595850,9,
2017,100597877,1,
2017,100601302,10,
2017,100419147,10,
2017,105775226,9,
2017,100479293,1,
2017,100534580,9,
2017,100581774,9,
2017,100352669,1,
2017,100352859,1,
2017,100368854,1,
2017,100420272,1,
2017,100446515,1,
2017,100459168,1,
2017,100557423,10,
2017,100593051,10,
2017,100602217,10,
2017,100626034,1,
2017,100626140,1,
2017,100626135,1,
2017,100629590,6,
2017,100654361,9,
2017,100639912,10,
2017,100646793,1,
2017,100647496,9,
2017,105823227,10,
2017,100353439,1,
2017,100402431,9,
2017,100420864,1,
2017,100438917,1,
2017,100441307,1,
2017,100478908,10,
2017,100658080,1,
2017,100448137,1,
2017,100668197,1,
2017,100642176,1,
2017,100642838,1,
2017,100416808,9,
2017,100428181,1,
2017,100547664,9,
2017,100353169,1,
2017,100423405,9,
2017,100431668,6,
2017,100432360,1,
2017,100398247,9,
2017,100420507,1,
2017,100428143,10,
2017,105715245,9,
2017,105815949,9,
2017,100399480,6,
2017,100570957,10,
2017,100588759,1,
2017,100588759,9,
2017,100594902,10,
2017,100496905,1,
2017,100560447,10,
2017,100589827,10,
2017,100621011,9,
2017,100628132,1,
2017,100578179,4,
2017,100587585,9,
2017,100589825,1,
2017,100353971,1,
2017,100396614,1,
2017,100396720,9,
2017,100589392,9,
2017,112129244,6,
2017,105680218,10,
2017,105771811,1,
2017,109998826,9,
2017,100358177,1,
2017,100365634,10,
2017,100376016,2,
2017,100385703,10,
2017,100386408,6,
2017,106551413,8,
2017,105738711,9,
2017,105776405,1,
2017,106551362,9,
2017,105696654,1,
2017,106463073,9,
2017,106557526,17,
2017,105819119,10,
2017,100535380,10,
2017,105678332,1,
2017,105685902,1,
2017,106592426,9,
2017,105816612,9,
2017,105800144,10,
2017,105775404,1,
2017,106443936,10,
2017,106578412,1,
2017,106551534,1,
2017,105769786,1,
2017,105798667,1,
2017,105799238,10,
2017,105819990,2,
2017,106619115,1,
2017,110697398,9,
2017,105766119,1,
2017,105787648,1,
2017,105774425,1,
2017,105715079,9,
2017,105682798,9,
2017,105701385,1,
2017,105772871,8,
2017,105677335,1,
2017,105693723,1,
2017,100665685,1,
2017,100577688,9,
2017,105773745,1,
2017,100573062,9,
2017,100579424,10,
2017,105682863,10,
2017,105791318,10,
2017,112053683,10,
2017,110072492,10,
2017,112062146,1,
2017,105791191,9,
2017,105791191,1,
2017,105813712,1,
2017,111010069,1,
2017,110077158,9,
2017,105797588,9,
2017,100458425,1,
2017,100460240,6,
2017,100481314,1,
2017,100375181,9,
2017,100520139,1,
2017,100524182,6,
2017,100546697,1,
2017,100415461,9,
2017,100563760,10,
2017,100576978,9,
2017,100577502,9,
2017,100591032,10,
2017,100612796,9,
2017,100612796,1,
2017,100616021,1,
2017,100529968,1,
2017,100576253,9,
2017,100650732,1,
2017,100665208,6,
2017,100666033,9,
2017,100424658,1,
2017,100429304,1,
2017,100432771,1,
2017,100443887,1,
2017,100459632,9,
2017,100426060,2,
2017,100580039,10,
2017,100590112,1,
2017,100602324,10,
2017,100629041,10,
2017,100629640,1,
2017,100448877,1,
2017,100545517,1,
2017,100370818,1,
2017,105682803,10,
2017,105682805,10,
2017,105712892,9,
2017,100516220,9,
2017,100376083,10,
2017,100402846,9,
2017,100370570,10,
2017,100485675,1,
2017,100520833,9,
2017,100458856,6,
2017,100374811,9,
2017,100385769,1,
2017,100425192,10,
2017,100568883,10,
2017,100654877,9,
2017,105813424,1,
2017,100351202,9,
2017,100415757,6,
2017,100415757,1,
2017,100430566,3,
2017,100435458,1,
2017,100475587,1,
2017,100475587,6,
2017,100476108,1,
2017,100485471,1,
2017,100504958,6,
2017,100515532,1,
2017,100531562,10,
2017,100579059,1,
2017,100593117,10,
2017,100662405,1,
2017,106443954,9,
2017,106443952,9,
2017,106505525,10,
2017,105688583,10,
2017,105778422,6,
2017,105781305,1,
2017,105783504,9,
2017,105795432,10,
2017,105712456,9,
2017,100362859,1,
2017,105796998,9,
2017,105798068,1,
2017,105799314,10,
2017,105827358,6,
2017,105772913,10,
2017,105807059,3,
2017,105771341,10,
2017,105794956,9,
2017,105787492,9,
2017,106551356,9,
2017,105776390,1,
2017,105791814,1,
2017,110048929,6,
2017,100427624,10,
2017,100458771,1,
2017,100480195,17,
2017,100458895,9,
2017,100480286,1,
2017,100567915,9,
2017,100572140,9,
2017,100532194,1,
2017,100564000,10,
2017,100568740,1,
2017,100573060,9,
2017,100580810,6,
2017,100582810,1,
2017,100584741,1,
2017,100429150,10,
2017,100429638,10,
2017,100579856,9,
2017,100584714,9,
2017,100602126,1,
2017,100652634,9,
2017,100666304,6,
2017,100524764,6,
2017,100544243,10,
2017,100570864,10,
2017,100578422,4,
2017,100596287,10,
2017,100598502,9,
2017,100598566,10,
2017,100611232,1,
2017,105776071,6,
2017,105776071,1,
2017,100478827,6,
2017,105793327,10,
2017,100572875,1,
2017,100581730,9,
2017,100581779,9,
2017,100581724,9,
2017,100592431,10,
2017,100415645,1,
2017,100423945,9,
2017,100430892,2,
2017,100475523,9,
2017,100499816,9,
2017,100545750,1,
2017,100358544,1,
2017,100393715,10,
2017,100626516,9,
2017,100645376,1,
2017,100654851,10,
2017,100448503,1,
2017,100472513,9,
2017,100541015,9,
2017,100563810,10,
2017,100597489,1,
2017,100446242,10,
2017,100458170,1,
2017,100520730,1,
2017,100545622,1,
2017,100668179,1,
2017,100588690,6,
2017,100604762,1,
2017,100646853,6,
2017,100666402,9,
2017,100533285,1,
2017,100440018,1,
2017,100367554,9,
2017,100382570,1,
2017,100398241,9,
2017,105762591,9,
2017,100378847,9,
2017,100441608,1,
2017,100550174,1,
2017,100629502,10,
2017,100631232,9,
2017,100559508,10,
2017,100562781,1,
2017,100573092,9,
2017,100599264,6,
2017,100601173,10,
2017,100628743,1,
2017,100565649,9,
2017,100589817,1,
2017,100589988,10,
2017,100367041,1,
2017,100597715,6,
2017,100666091,10,
2017,105774477,1,
2017,106551793,10,
2017,100373132,9,
2017,100374157,10,
2017,100379958,9,
2017,100386406,2,
2017,100387532,9,
2017,100397561,10,
2017,100399664,9,
2017,100402863,9,
2017,100406823,1,
2017,106460290,1,
2017,110076987,9,
2017,105798308,9,
2017,105733824,1,
2017,105776536,1,
2017,110050308,1,
2017,105694810,2,
2017,106592501,9,
2017,105821266,1,
2017,100352833,1,
2017,100437836,1,
2017,100437836,6,
2017,100527389,9,
2017,100531783,1,
2017,110056203,9,
2017,105682973,1,
2017,105735048,10,
2017,105741674,1,
2017,105767759,1,
2017,112091427,1,
2017,105791982,10,
2017,105792223,10,
2017,112058547,1,
2017,106591676,9,
2017,106553185,1,
2017,112061618,1,
2017,105796646,9,
2017,106591936,6,
2017,106552724,1,
2017,106573068,1,
2017,106551426,10,
2017,105687277,1,
2017,105687296,10,
2017,105799895,10,
2017,105730084,1,
2017,105785770,1,
2017,105816309,6,
2017,105766639,10,
2017,105701379,1,
2017,106443684,6,
2017,105735204,10,
2017,106551538,1,
2017,110077084,6,
2017,100358705,9,
2017,100584866,6,
2017,100585787,4,
2017,100586082,1,
2017,100588042,1,
2017,105701140,1,
2017,105731696,6,
2017,105774150,1,
2017,100572651,9,
2017,105795279,9,
2017,105809372,9,
2017,105791873,1,
2017,110044226,1,
2017,106592267,10,
2017,105770535,10,
2017,105780725,6,
2017,105796184,9,
2017,100442564,1,
2017,100476782,1,
2017,100397581,1,
2017,100439686,10,
2017,100553653,1,
2017,100561837,4,
2017,100569784,1,
2017,100584490,10,
2017,100586022,10,
2017,100460012,1,
2017,100553580,9,
2017,100588193,9,
2017,100589412,1,
2017,100589521,1,
2017,100589821,10,
2017,100602193,9,
2017,100626132,1,
2017,100628434,9,
2017,100631795,1,
2017,100633958,10,
2017,100520708,1,
2017,100582046,10,
2017,100587958,9,
2017,100424809,1,
2017,100441551,1,
2017,100352918,1,
2017,100429149,1,
2017,100419862,6,
2017,100448080,1,
2017,100519008,1,
2017,100545506,1,
2017,100561301,9,
