"","X1","title","movie_id","budget","genres","homepage","keywords","original_language","original_title","overview","popularity","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","movie_year","rating","cast"
"1",1,"The Avengers",289,220000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]","http://marvel.com/avengers_movie/","[{""id"": 242, ""name"": ""new york""}, {""id"": 5539, ""name"": ""shield""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 155030, ""name"": ""superhero team""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}]","en","The Avengers","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",144.448633,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Marvel Studios"", ""id"": 420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","25-04",1519557910,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","Some assembly required.",1998,2,"[{'cast_id': 1, 'character': 'John Steed', 'credit_id': '52fe44e7c3a36847f80b0e6d', 'gender': 2, 'id': 5469, 'name': 'Ralph Fiennes', 'order': 0, 'profile_path': '/nt6wcXariJ2kQiMFocMUjvVP92A.jpg'}, {'cast_id': 2, 'character': 'Emma Peel', 'credit_id': '52fe44e7c3a36847f80b0e71', 'gender': 1, 'id': 139, 'name': 'Uma Thurman', 'order': 1, 'profile_path': '/6SuOc2R7kXjq3Em24KTNDW9qblJ.jpg'}, {'cast_id': 3, 'character': 'Sir August de Wynter', 'credit_id': '52fe44e7c3a36847f80b0e75', 'gender': 2, 'id': 738, 'name': 'Sean Connery', 'order': 2, 'profile_path': '/ce84udJZ9QRSR44jxwK2apM3DM8.jpg'}, {'cast_id': 4, 'character': 'Invisible Jones (voice)', 'credit_id': '52fe44e7c3a36847f80b0e79', 'gender': 2, 'id': 10662, 'name': 'Patrick Macnee', 'order': 3, 'profile_path': '/l5SmR6zmSkKO41vGpjggJYWYAT1.jpg'}, {'cast_id': 13, 'character': 'Mother', 'credit_id': '52fe44e7c3a36847f80b0ead', 'gender': 2, 'id': 388, 'name': 'Jim Broadbent', 'order': 4, 'profile_path': '/50TV6UKJKjmqdn1GQNuuCIYHLzP.jpg'}, {'cast_id': 14, 'character': 'Father', 'credit_id': '52fe44e7c3a36847f80b0eb1', 'gender': 1, 'id': 10981, 'name': 'Fiona Shaw', 'order': 5, 'profile_path': '/74b0OuN3xKs0dTMYBnbhDLwv8Oq.jpg'}, {'cast_id': 15, 'character': 'Bailey', 'credit_id': '52fe44e7c3a36847f80b0eb5', 'gender': 2, 'id': 1926, 'name': 'Eddie Izzard', 'order': 6, 'profile_path': '/j5hzBqmcyWG2GC754uACCoNgAvS.jpg'}, {'cast_id': 16, 'character': 'Alice', 'credit_id': '52fe44e7c3a36847f80b0eb9', 'gender': 1, 'id': 20300, 'name': 'Eileen Atkins', 'order': 7, 'profile_path': '/lLT7M1hjhWS2z2sZLIdl910LjNM.jpg'}, {'cast_id': 24, 'character': 'Trubshaw', 'credit_id': '52fe44e7c3a36847f80b0ed5', 'gender': 2, 'id': 8937, 'name': 'John Wood', 'order': 8, 'profile_path': '/bWt4JT9eGxFtu3q0iCAKFtNv5XK.jpg'}, {'cast_id': 18, 'character': 'Brenda', 'credit_id': '52fe44e7c3a36847f80b0ebd', 'gender': 1, 'id': 37158, 'name': 'Carmen Ejogo', 'order': 9, 'profile_path': '/yAiQAfxCAFw2SNIVpAePKXBvT58.jpg'}, {'cast_id': 19, 'character': 'Tamara', 'credit_id': '52fe44e7c3a36847f80b0ec1', 'gender': 1, 'id': 22809, 'name': 'Keeley Hawes', 'order': 10, 'profile_path': '/1gPPMAbUlZG2WexWDc3RzwYeJ1z.jpg'}, {'cast_id': 20, 'character': 'Donavan', 'credit_id': '52fe44e7c3a36847f80b0ec5', 'gender': 0, 'id': 141549, 'name': 'Shaun Ryder', 'order': 11, 'profile_path': None}, {'cast_id': 21, 'character': 'Dr. Darling', 'credit_id': '52fe44e7c3a36847f80b0ec9', 'gender': 2, 'id': 118617, 'name': 'Nicholas Woodeson', 'order': 12, 'profile_path': '/mJEQiX9inQzWEJb8LCm2xr7mgyl.jpg'}, {'cast_id': 22, 'character': 'Butler', 'credit_id': '52fe44e7c3a36847f80b0ecd', 'gender': 0, 'id': 141550, 'name': 'Michael Godley', 'order': 13, 'profile_path': None}, {'cast_id': 23, 'character': ""Boodle's Porter"", 'credit_id': '52fe44e7c3a36847f80b0ed1', 'gender': 2, 'id': 141551, 'name': 'Richard Lumsden', 'order': 14, 'profile_path': '/2YwiyGY1w1W4OQbnjGUf1yBvRbk.jpg'}, {'cast_id': 26, 'character': 'Bob', 'credit_id': '58cbda9cc3a3682899010ff8', 'gender': 2, 'id': 1776385, 'name': 'Solly Assa', 'order': 15, 'profile_path': None}]"
"2",2,"Robin Hood",2021,200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]","http://www.robinhoodthemovie.com/","[{""id"": 4147, ""name"": ""robin hood""}, {""id"": 4393, ""name"": ""archer""}, {""id"": 10466, ""name"": ""knight""}, {""id"": 11525, ""name"": ""sherwood forest""}, {""id"": 18101, ""name"": ""bow and arrow""}, {""id"": 41406, ""name"": ""middle ages""}, {""id"": 161257, ""name"": ""medieval""}, {""id"": 186686, ""name"": ""king of england""}]","en","Robin Hood","When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",37.668301,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","12-05",310669540,140,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]","Released","Rise and rise again, until lambs become lions.",1922,5,"[{'cast_id': 1, 'character': 'Robin Hood', 'credit_id': '52fe4822c3a368484e0eab7b', 'gender': 0, 'id': 109088, 'name': 'Douglas Fairbanks', 'order': 0, 'profile_path': '/l8DQc2xfFwXt5Wylj2AseWmqrMt.jpg'}, {'cast_id': 5, 'character': 'Lady Marian', 'credit_id': '556844e9c3a3681c700022f8', 'gender': 1, 'id': 930690, 'name': 'Enid Bennett', 'order': 1, 'profile_path': '/byJlSVQITx7Xe39WZweotfOqiir.jpg'}, {'cast_id': 3, 'character': 'Richard the Lion-Hearted', 'credit_id': '556844a9c3a368363200124f', 'gender': 2, 'id': 29260, 'name': 'Wallace Beery', 'order': 2, 'profile_path': '/zJJe0w3dXlaU2xhhJFRIukCmPLw.jpg'}, {'cast_id': 4, 'character': 'Prince John', 'credit_id': '556844c5c3a3681c650020e6', 'gender': 2, 'id': 29952, 'name': 'Sam De Grasse', 'order': 3, 'profile_path': '/bMkfd5Fflo2VTOvDovvrSK6aWoi.jpg'}, {'cast_id': 8, 'character': 'Little John', 'credit_id': '5568476f92514156b6001e47', 'gender': 2, 'id': 8729, 'name': 'Alan Hale', 'order': 4, 'profile_path': '/7ZTTJ08iSQYBaDvfgfhmGpqCrtx.jpg'}, {'cast_id': 9, 'character': 'Will Scarlett', 'credit_id': '556847d59251417453000fb8', 'gender': 2, 'id': 33971, 'name': 'Bud Geary', 'order': 5, 'profile_path': '/lAbHBUnl1lmjLMeOHYt6o29RC3.jpg'}, {'cast_id': 10, 'character': 'Friar Tuck', 'credit_id': '556847f1c3a3681c7e001ec0', 'gender': 2, 'id': 565354, 'name': 'Willard Louis', 'order': 6, 'profile_path': None}, {'cast_id': 11, 'character': 'Allan-a-Dale', 'credit_id': '5568480ec3a3681c7e001ec5', 'gender': 0, 'id': 1471629, 'name': 'Lloyd Talman', 'order': 7, 'profile_path': None}, {'cast_id': 6, 'character': 'Sir Guy of Gisbourne', 'credit_id': '556847399251414608001441', 'gender': 0, 'id': 150636, 'name': 'Paul Dickey', 'order': 8, 'profile_path': None}, {'cast_id': 7, 'character': 'The High Sheriff of Nottingham', 'credit_id': '5568475192514156c7001f52', 'gender': 0, 'id': 1321148, 'name': 'William Lowery', 'order': 9, 'profile_path': None}]"
"3",3,"Titanic",3124,200000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]","http://www.titanicmovie.com","[{""id"": 2580, ""name"": ""shipwreck""}, {""id"": 2984, ""name"": ""iceberg""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 4210, ""name"": ""panic""}, {""id"": 4388, ""name"": ""titanic""}, {""id"": 4953, ""name"": ""ocean liner""}, {""id"": 6917, ""name"": ""epic""}, {""id"": 7579, ""name"": ""rich woman - poor man""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 10703, ""name"": ""tragic love""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 182615, ""name"": ""steerage""}, {""id"": 182621, ""name"": ""salvage""}, {""id"": 182625, ""name"": ""rich snob""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 210184, ""name"": ""1910s""}]","en","Titanic","84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",100.025899,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lightstorm Entertainment"", ""id"": 574}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","18-11",1845034188,194,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]","Released","Nothing on Earth could come between them.",1953,4.14285714285714,"[{'cast_id': 1, 'character': 'Richard Ward Sturges', 'credit_id': '52fe46d99251416c75085813', 'gender': 1, 'id': 20125, 'name': 'Clifton Webb', 'order': 0, 'profile_path': '/4kmzC5Qf9rJhh46NIUADjE0sotC.jpg'}, {'cast_id': 2, 'character': 'Julia Sturges', 'credit_id': '52fe46d99251416c75085817', 'gender': 1, 'id': 14974, 'name': 'Barbara Stanwyck', 'order': 1, 'profile_path': '/yY2CrbaTyKpmmuUeSu57Wsf2aHk.jpg'}, {'cast_id': 3, 'character': 'Gifford ""Giff"" Rogers', 'credit_id': '52fe46d99251416c7508581b', 'gender': 2, 'id': 9208, 'name': 'Robert Wagner', 'order': 2, 'profile_path': '/nlRWGpsQPo8sSFdl8larlPUy1rS.jpg'}, {'cast_id': 4, 'character': 'Annette Sturges', 'credit_id': '52fe46d99251416c7508581f', 'gender': 1, 'id': 80600, 'name': 'Audrey Dalton', 'order': 3, 'profile_path': '/2JXtoU1FClln2OpOzld9wBb13Y7.jpg'}, {'cast_id': 5, 'character': 'Maude Young', 'credit_id': '52fe46d99251416c75085823', 'gender': 1, 'id': 7684, 'name': 'Thelma Ritter', 'order': 4, 'profile_path': '/8BUegatD1XFW0MLyOzuVpNr4P2b.jpg'}, {'cast_id': 6, 'character': 'Capt. Edward John Smith', 'credit_id': '52fe46d99251416c75085827', 'gender': 0, 'id': 32923, 'name': 'Brian Aherne', 'order': 5, 'profile_path': '/jX8H9PYZTuzFqxEa76W0dEVzKWF.jpg'}, {'cast_id': 7, 'character': 'George S. Headley', 'credit_id': '52fe46d99251416c7508582b', 'gender': 2, 'id': 5403, 'name': 'Richard Basehart', 'order': 6, 'profile_path': '/EwbxGHlgK2nojHYGu5A3mpxFd2.jpg'}, {'cast_id': 18, 'character': 'Earl Meeker', 'credit_id': '52fe46d99251416c7508586b', 'gender': 2, 'id': 87698, 'name': 'Allyn Joslyn', 'order': 7, 'profile_path': '/xDSHzgl7A7ZZskSkZe3ATEN0IB1.jpg'}, {'cast_id': 19, 'character': 'Sandy Comstock', 'credit_id': '52fe46d99251416c7508586f', 'gender': 0, 'id': 103413, 'name': 'James Todd', 'order': 8, 'profile_path': '/oa7pmdn4hOGm4qYhfrV1UQVINvK.jpg'}, {'cast_id': 20, 'character': 'Madeleine Astor', 'credit_id': '52fe46d99251416c75085873', 'gender': 1, 'id': 105307, 'name': 'Frances Bergen', 'order': 9, 'profile_path': None}]"
"4",4,"The Great Gatsby",1270,105000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 3929, ""name"": ""hope""}, {""id"": 209714, ""name"": ""3d""}]","en","The Great Gatsby","An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",61.196071,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""A&E Television Networks"", ""id"": 11858}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Spectrum Films"", ""id"": 14604}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]","10-05",351040419,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.",2000,4.5,NA
"5",5,"A Christmas Carol",4179,200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]","http://disney.go.com/disneypictures/achristmascarol/?cmp=dcom_VAN_WDSHE_ACC_van_dcomcc__Extl","[{""id"": 65, ""name"": ""holiday""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 8250, ""name"": ""victorian england""}, {""id"": 10594, ""name"": ""money""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 33966, ""name"": ""scrooge""}, {""id"": 161174, ""name"": ""christmas carol""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 170457, ""name"": ""lesson""}, {""id"": 180975, ""name"": ""charles dickens""}, {""id"": 207317, ""name"": ""christmas""}]","en","A Christmas Carol","Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",39.744242,"[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""ImageMovers"", ""id"": 11395}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","04-11",325233863,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","Season's Greedings",1951,3.85714285714286,NA
